line_id,sku,line_name,capable,rate_kgph
7,280617,P16,0,800.0
8,280617,P17,0,1454.0
9,280617,P18,0,1486.0
10,280617,P19,0,1454.0
11,280617,P20,0,1475.0
12,280617,P21,0,1432.0
13,280617,P22,0,1356.0
0,280622,P09,0,716.0
1,280622,P10,0,635.0
2,280622,P11,0,770.0
3,280622,P12,1,608.0
4,280622,P13,0,748.0
5,280622,P14,0,689.0
6,280622,P15,1,630.0
7,280622,P16,0,800.0
8,280622,P17,0,1454.0
9,280622,P18,0,1486.0
10,280622,P19,0,1454.0
11,280622,P20,0,1475.0
12,280622,P21,0,1432.0
13,280622,P22,0,1356.0
0,280623,P09,0,716.0
1,280623,P10,0,635.0
2,280623,P11,0,770.0
3,280623,P12,1,608.0
4,280623,P13,0,748.0
5,280623,P14,0,689.0
6,280623,P15,0,630.0
7,280623,P16,0,800.0
8,280623,P17,0,1454.0
9,280623,P18,0,1486.0
10,280623,P19,0,1454.0
11,280623,P20,0,1475.0
12,280623,P21,0,1432.0
13,280623,P22,0,1356.0
0,280624,P09,0,716.0
1,280624,P10,0,635.0
2,280624,P11,0,770.0
3,280624,P12,0,608.0
4,280624,P13,0,748.0
5,280624,P14,0,689.0
6,280624,P15,1,630.0
7,280624,P16,0,800.0
8,280624,P17,0,1454.0
9,280624,P18,0,1486.0
10,280624,P19,0,1454.0
11,280624,P20,0,1475.0
12,280624,P21,0,1432.0
13,280624,P22,0,1356.0
0,280625,P09,0,716.0
1,280625,P10,0,635.0
2,280625,P11,0,770.0
3,280625,P12,1,608.0
4,280625,P13,0,748.0
5,280625,P14,0,689.0
6,280625,P15,0,630.0
7,280625,P16,0,800.0
8,280625,P17,0,1454.0
9,280625,P18,0,1486.0
10,280625,P19,0,1454.0
11,280625,P20,0,1475.0
12,280625,P21,0,1432.0
13,280625,P22,0,1356.0
0,280626,P09,0,716.0
1,280626,P10,0,635.0
2,280626,P11,0,770.0
3,280626,P12,1,608.0
4,280626,P13,0,748.0
5,280626,P14,0,689.0
6,280626,P15,0,630.0
7,280626,P16,0,800.0
8,280626,P17,0,1454.0
9,280626,P18,0,1486.0
10,280626,P19,0,1454.0
11,280626,P20,0,1475.0
12,280626,P21,0,1432.0
13,280626,P22,0,1356.0
0,280652,P09,0,716.0
1,280652,P10,0,635.0
2,280652,P11,0,770.0
3,280652,P12,0,608.0
4,280652,P13,0,748.0
5,280652,P14,0,689.0
6,280652,P15,1,630.0
7,280652,P16,0,800.0
8,280652,P17,0,1454.0
9,280652,P18,0,1486.0
10,280652,P19,0,1454.0
11,280652,P20,0,1475.0
12,280652,P21,0,1432.0
13,280652,P22,0,1356.0
0,280655,P09,0,716.0
1,280655,P10,0,635.0
2,280655,P11,0,770.0
3,280655,P12,0,608.0
4,280655,P13,0,748.0
5,280655,P14,0,689.0
6,280655,P15,0,630.0
7,280655,P16,0,800.0
8,280655,P17,0,1454.0
9,280655,P18,0,1486.0
10,280655,P19,0,1454.0
11,280655,P20,0,1475.0
12,280655,P21,0,1432.0
13,280655,P22,0,1356.0
0,280659,P09,1,716.0
1,280659,P10,0,635.0
2,280659,P11,1,770.0
3,280659,P12,1,608.0
4,280659,P13,0,748.0
5,280659,P14,1,689.0
6,280659,P15,1,630.0
7,280659,P16,1,800.0
8,280659,P17,1,1454.0
9,280659,P18,0,1486.0
10,280659,P19,0,1454.0
11,280659,P20,1,1475.0
12,280659,P21,0,1432.0
13,280659,P22,1,1356.0
0,280660,P09,1,716.0
1,280660,P10,0,635.0
2,280660,P11,1,770.0
3,280660,P12,0,608.0
4,280660,P13,0,748.0
5,280660,P14,1,689.0
6,280660,P15,0,630.0
7,280660,P16,0,800.0
8,280660,P17,0,1454.0
9,280660,P18,0,1486.0
10,280660,P19,0,1454.0
11,280660,P20,0,1475.0
12,280660,P21,0,1432.0
13,280660,P22,0,1356.0
0,280673,P09,1,716.0
1,280673,P10,1,635.0
2,280673,P11,1,770.0
3,280673,P12,0,608.0
4,280673,P13,1,748.0
5,280673,P14,0,689.0
6,280673,P15,1,630.0
7,280673,P16,1,800.0
8,280673,P17,1,1454.0
9,280673,P18,1,1486.0
10,280673,P19,1,1454.0
11,280673,P20,1,1475.0
12,280673,P21,1,1432.0
13,280673,P22,1,1356.0
0,280682,P09,0,716.0
1,280682,P10,0,635.0
2,280682,P11,1,770.0
3,280682,P12,0,608.0
4,280682,P13,0,748.0
5,280682,P14,0,689.0
6,280682,P15,0,630.0
7,280682,P16,1,800.0
8,280682,P17,1,1454.0
9,280682,P18,1,1486.0
10,280682,P19,0,1454.0
11,280682,P20,0,1475.0
12,280682,P21,1,1432.0
13,280682,P22,1,1356.0
0,280683,P09,0,716.0
1,280683,P10,0,635.0
2,280683,P11,0,770.0
3,280683,P12,0,608.0
4,280683,P13,0,748.0
5,280683,P14,0,689.0
6,280683,P15,1,630.0
7,280683,P16,1,800.0
8,280683,P17,1,1454.0
9,280683,P18,1,1486.0
10,280683,P19,0,1454.0
11,280683,P20,0,1475.0
12,280683,P21,1,1432.0
13,280683,P22,1,1356.0
0,280684,P09,1,716.0
1,280684,P10,0,635.0
2,280684,P11,1,770.0
3,280684,P12,0,608.0
4,280684,P13,0,748.0
5,280684,P14,0,689.0
6,280684,P15,1,630.0
7,280684,P16,0,800.0
8,280684,P17,1,1454.0
9,280684,P18,1,1486.0
10,280684,P19,0,1454.0
11,280684,P20,1,1475.0
12,280684,P21,1,1432.0
13,280684,P22,1,1356.0
0,280686,P09,1,716.0
1,280686,P10,0,635.0
2,280686,P11,1,770.0
3,280686,P12,0,608.0
4,280686,P13,0,748.0
5,280686,P14,0,689.0
6,280686,P15,1,630.0
7,280686,P16,1,800.0
8,280686,P17,1,1454.0
9,280686,P18,1,1486.0
10,280686,P19,0,1454.0
11,280686,P20,1,1475.0
12,280686,P21,1,1432.0
13,280686,P22,1,1356.0
0,280689,P09,0,716.0
1,280689,P10,0,635.0
2,280689,P11,0,770.0
3,280689,P12,0,608.0
4,280689,P13,0,748.0
5,280689,P14,0,689.0
6,280689,P15,1,630.0
7,280689,P16,0,800.0
8,280689,P17,0,1454.0
9,280689,P18,0,1486.0
10,280689,P19,0,1454.0
11,280689,P20,0,1475.0
12,280689,P21,0,1432.0
13,280689,P22,0,1356.0
0,280690,P09,0,716.0
1,280690,P10,0,635.0
2,280690,P11,0,770.0
3,280690,P12,1,608.0
4,280690,P13,0,748.0
5,280690,P14,0,689.0
6,280690,P15,1,630.0
7,280690,P16,1,800.0
8,280690,P17,0,1454.0
9,280690,P18,0,1486.0
10,280690,P19,0,1454.0
11,280690,P20,0,1475.0
12,280690,P21,0,1432.0
13,280690,P22,0,1356.0
0,280691,P09,0,716.0
1,280691,P10,0,635.0
2,280691,P11,0,770.0
3,280691,P12,1,608.0
4,280691,P13,0,748.0
5,280691,P14,0,689.0
6,280691,P15,1,630.0
7,280691,P16,1,800.0
8,280691,P17,0,1454.0
9,280691,P18,0,1486.0
10,280691,P19,0,1454.0
11,280691,P20,0,1475.0
12,280691,P21,0,1432.0
13,280691,P22,0,1356.0
0,280692,P09,0,716.0
1,280692,P10,0,635.0
2,280692,P11,0,770.0
3,280692,P12,0,608.0
4,280692,P13,0,748.0
5,280692,P14,0,689.0
6,280692,P15,1,630.0
7,280692,P16,1,800.0
8,280692,P17,0,1454.0
9,280692,P18,0,1486.0
10,280692,P19,0,1454.0
11,280692,P20,0,1475.0
12,280692,P21,0,1432.0
13,280692,P22,0,1356.0
0,280693,P09,0,716.0
1,280693,P10,0,635.0
2,280693,P11,0,770.0
3,280693,P12,1,608.0
4,280693,P13,0,748.0
5,280693,P14,0,689.0
6,280693,P15,1,630.0
7,280693,P16,1,800.0
8,280693,P17,0,1454.0
9,280693,P18,0,1486.0
10,280693,P19,0,1454.0
11,280693,P20,0,1475.0
12,280693,P21,0,1432.0
13,280693,P22,0,1356.0
0,280694,P09,0,716.0
1,280694,P10,0,635.0
2,280694,P11,0,770.0
3,280694,P12,0,608.0
4,280694,P13,0,748.0
5,280694,P14,0,689.0
6,280694,P15,1,630.0
7,280694,P16,1,800.0
8,280694,P17,0,1454.0
9,280694,P18,0,1486.0
10,280694,P19,0,1454.0
11,280694,P20,0,1475.0
12,280694,P21,0,1432.0
13,280694,P22,0,1356.0
0,280696,P09,0,716.0
1,280696,P10,0,635.0
2,280696,P11,0,770.0
3,280696,P12,0,608.0
4,280696,P13,0,748.0
5,280696,P14,0,689.0
6,280696,P15,1,630.0
7,280696,P16,0,800.0
8,280696,P17,0,1454.0
9,280696,P18,0,1486.0
10,280696,P19,0,1454.0
11,280696,P20,0,1475.0
12,280696,P21,0,1432.0
13,280696,P22,0,1356.0
0,280697,P09,0,716.0
1,280697,P10,0,635.0
2,280697,P11,0,770.0
3,280697,P12,0,608.0
4,280697,P13,0,748.0
5,280697,P14,0,689.0
6,280697,P15,1,630.0
7,280697,P16,1,800.0
8,280697,P17,0,1454.0
9,280697,P18,0,1486.0
10,280697,P19,0,1454.0
11,280697,P20,0,1475.0
12,280697,P21,0,1432.0
13,280697,P22,0,1356.0
0,280698,P09,0,716.0
1,280698,P10,0,635.0
2,280698,P11,0,770.0
3,280698,P12,1,608.0
4,280698,P13,0,748.0
5,280698,P14,0,689.0
6,280698,P15,1,630.0
7,280698,P16,0,800.0
8,280698,P17,0,1454.0
9,280698,P18,0,1486.0
10,280698,P19,0,1454.0
11,280698,P20,0,1475.0
12,280698,P21,0,1432.0
13,280698,P22,0,1356.0
0,280712,P09,0,716.0
1,280712,P10,0,635.0
2,280712,P11,0,770.0
3,280712,P12,0,608.0
4,280712,P13,0,748.0
5,280712,P14,0,689.0
6,280712,P15,1,630.0
7,280712,P16,1,800.0
8,280712,P17,0,1454.0
9,280712,P18,0,1486.0
10,280712,P19,0,1454.0
11,280712,P20,0,1475.0
12,280712,P21,0,1432.0
13,280712,P22,0,1356.0
0,280716,P09,1,716.0
1,280716,P10,0,635.0
2,280716,P11,1,770.0
3,280716,P12,0,608.0
4,280716,P13,0,748.0
5,280716,P14,0,689.0
6,280716,P15,0,630.0
7,280716,P16,0,800.0
8,280716,P17,1,1454.0
9,280716,P18,1,1486.0
10,280716,P19,0,1454.0
11,280716,P20,1,1475.0
12,280716,P21,1,1432.0
13,280716,P22,1,1356.0
0,280719,P09,0,716.0
1,280719,P10,0,635.0
2,280719,P11,0,770.0
3,280719,P12,0,608.0
4,280719,P13,0,748.0
5,280719,P14,0,689.0
6,280719,P15,1,630.0
7,280719,P16,1,800.0
8,280719,P17,0,1454.0
9,280719,P18,0,1486.0
10,280719,P19,0,1454.0
11,280719,P20,0,1475.0
12,280719,P21,0,1432.0
13,280719,P22,0,1356.0
0,280720,P09,0,716.0
1,280720,P10,0,635.0
2,280720,P11,0,770.0
3,280720,P12,1,608.0
4,280720,P13,0,748.0
5,280720,P14,0,689.0
6,280720,P15,1,630.0
7,280720,P16,1,800.0
8,280720,P17,0,1454.0
9,280720,P18,0,1486.0
10,280720,P19,0,1454.0
11,280720,P20,0,1475.0
12,280720,P21,0,1432.0
13,280720,P22,0,1356.0
0,280721,P09,0,716.0
1,280721,P10,0,635.0
2,280721,P11,0,770.0
3,280721,P12,1,608.0
4,280721,P13,0,748.0
5,280721,P14,0,689.0
6,280721,P15,1,630.0
7,280721,P16,1,800.0
8,280721,P17,0,1454.0
9,280721,P18,0,1486.0
10,280721,P19,0,1454.0
11,280721,P20,0,1475.0
12,280721,P21,0,1432.0
13,280721,P22,0,1356.0
0,280722,P09,0,716.0
1,280722,P10,0,635.0
2,280722,P11,0,770.0
3,280722,P12,0,608.0
4,280722,P13,0,748.0
5,280722,P14,0,689.0
6,280722,P15,1,630.0
7,280722,P16,1,800.0
8,280722,P17,0,1454.0
9,280722,P18,0,1486.0
10,280722,P19,0,1454.0
11,280722,P20,0,1475.0
12,280722,P21,0,1432.0
13,280722,P22,0,1356.0
0,280726,P09,1,716.0
1,280726,P10,0,635.0
2,280726,P11,1,770.0
3,280726,P12,0,608.0
4,280726,P13,0,748.0
5,280726,P14,0,689.0
6,280726,P15,0,630.0
7,280726,P16,1,800.0
8,280726,P17,0,1454.0
9,280726,P18,0,1486.0
10,280726,P19,0,1454.0
11,280726,P20,0,1475.0
12,280726,P21,0,1432.0
13,280726,P22,0,1356.0
0,280727,P09,0,716.0
1,280727,P10,0,635.0
2,280727,P11,0,770.0
3,280727,P12,0,608.0
4,280727,P13,0,748.0
5,280727,P14,0,689.0
6,280727,P15,0,630.0
7,280727,P16,0,800.0
8,280727,P17,0,1454.0
9,280727,P18,0,1486.0
10,280727,P19,0,1454.0
11,280727,P20,0,1475.0
12,280727,P21,0,1432.0
13,280727,P22,0,1356.0
0,280728,P09,0,716.0
1,280728,P10,0,635.0
2,280728,P11,0,770.0
3,280728,P12,0,608.0
4,280728,P13,0,748.0
5,280728,P14,0,689.0
6,280728,P15,0,630.0
7,280728,P16,0,800.0
8,280728,P17,0,1454.0
9,280728,P18,0,1486.0
10,280728,P19,0,1454.0
11,280728,P20,0,1475.0
12,280728,P21,0,1432.0
13,280728,P22,0,1356.0
0,280732,P09,0,716.0
1,280732,P10,0,635.0
2,280732,P11,0,770.0
3,280732,P12,0,608.0
4,280732,P13,0,748.0
5,280732,P14,0,689.0
6,280732,P15,0,630.0
7,280732,P16,0,800.0
8,280732,P17,0,1454.0
9,280732,P18,0,1486.0
10,280732,P19,0,1454.0
11,280732,P20,0,1475.0
12,280732,P21,0,1432.0
13,280732,P22,0,1356.0
0,280733,P09,0,716.0
1,280733,P10,0,635.0
2,280733,P11,0,770.0
3,280733,P12,0,608.0
4,280733,P13,0,748.0
5,280733,P14,0,689.0
6,280733,P15,0,630.0
7,280733,P16,0,800.0
8,280733,P17,0,1454.0
9,280733,P18,0,1486.0
10,280733,P19,0,1454.0
11,280733,P20,0,1475.0
12,280733,P21,0,1432.0
13,280733,P22,0,1356.0
0,570223,P09,1,716.0
1,570223,P10,0,635.0
2,570223,P11,0,770.0
3,570223,P12,0,608.0
4,570223,P13,0,748.0
5,570223,P14,0,689.0
6,570223,P15,1,630.0
7,570223,P16,0,800.0
8,570223,P17,0,1454.0
9,570223,P18,1,1486.0
10,570223,P19,0,1454.0
11,570223,P20,0,1475.0
12,570223,P21,0,1432.0
13,570223,P22,1,1356.0
0,570261,P09,1,716.0
1,570261,P10,0,635.0
2,570261,P11,1,770.0
3,570261,P12,0,608.0
4,570261,P13,1,748.0
5,570261,P14,0,689.0
6,570261,P15,1,630.0
7,570261,P16,1,800.0
8,570261,P17,1,1454.0
9,570261,P18,1,1486.0
10,570261,P19,0,1454.0
11,570261,P20,1,1475.0
12,570261,P21,1,1432.0
13,570261,P22,1,1356.0
0,570468,P09,1,716.0
1,570468,P10,0,635.0
2,570468,P11,0,770.0
3,570468,P12,0,608.0
4,570468,P13,0,748.0
5,570468,P14,1,689.0
6,570468,P15,0,630.0
7,570468,P16,0,800.0
8,570468,P17,0,1454.0
9,570468,P18,0,1486.0
10,570468,P19,0,1454.0
11,570468,P20,0,1475.0
12,570468,P21,0,1432.0
13,570468,P22,0,1356.0
0,570471,P09,1,716.0
1,570471,P10,0,635.0
2,570471,P11,1,770.0
3,570471,P12,0,608.0
4,570471,P13,0,748.0
5,570471,P14,0,689.0
6,570471,P15,1,630.0
7,570471,P16,1,800.0
8,570471,P17,0,1454.0
9,570471,P18,0,1486.0
10,570471,P19,0,1454.0
11,570471,P20,1,1475.0
12,570471,P21,0,1432.0
13,570471,P22,0,1356.0
0,570473,P09,1,716.0
1,570473,P10,0,635.0
2,570473,P11,1,770.0
3,570473,P12,0,608.0
4,570473,P13,0,748.0
5,570473,P14,0,689.0
6,570473,P15,1,630.0
7,570473,P16,1,800.0
8,570473,P17,0,1454.0
9,570473,P18,0,1486.0
10,570473,P19,0,1454.0
11,570473,P20,1,1475.0
12,570473,P21,0,1432.0
13,570473,P22,0,1356.0
0,570475,P09,1,716.0
1,570475,P10,0,635.0
2,570475,P11,1,770.0
3,570475,P12,0,608.0
4,570475,P13,0,748.0
5,570475,P14,1,689.0
6,570475,P15,0,630.0
7,570475,P16,0,800.0
8,570475,P17,0,1454.0
9,570475,P18,0,1486.0
10,570475,P19,0,1454.0
11,570475,P20,0,1475.0
12,570475,P21,0,1432.0
13,570475,P22,0,1356.0
0,570485,P09,1,716.0
1,570485,P10,0,635.0
2,570485,P11,0,770.0
3,570485,P12,0,608.0
4,570485,P13,0,748.0
5,570485,P14,0,689.0
6,570485,P15,1,630.0
7,570485,P16,0,800.0
8,570485,P17,0,1454.0
9,570485,P18,1,1486.0
10,570485,P19,0,1454.0
11,570485,P20,0,1475.0
12,570485,P21,0,1432.0
13,570485,P22,1,1356.0
0,570560,P09,0,716.0
1,570560,P10,0,635.0
2,570560,P11,0,770.0
3,570560,P12,0,608.0
4,570560,P13,0,748.0
5,570560,P14,0,689.0
6,570560,P15,1,630.0
7,570560,P16,1,800.0
8,570560,P17,0,1454.0
9,570560,P18,0,1486.0
10,570560,P19,0,1454.0
11,570560,P20,0,1475.0
12,570560,P21,0,1432.0
13,570560,P22,0,1356.0
