line_id,sku,line_name,capable,rate_kgph
5,280384,P14,1,689.0
6,280384,P15,0,630.0
7,280384,P16,0,800.0
8,280384,P17,0,1454.0
9,280384,P18,0,1486.0
10,280384,P19,0,1454.0
11,280384,P20,0,1475.0
12,280384,P21,0,1432.0
13,280384,P22,0,1356.0
0,280385,P09,1,716.0
1,280385,P10,0,635.0
2,280385,P11,0,770.0
3,280385,P12,1,608.0
4,280385,P13,0,748.0
5,280385,P14,1,689.0
6,280385,P15,0,630.0
7,280385,P16,0,800.0
8,280385,P17,0,1454.0
9,280385,P18,0,1486.0
10,280385,P19,0,1454.0
11,280385,P20,0,1475.0
12,280385,P21,0,1432.0
13,280385,P22,0,1356.0
0,280388,P09,0,716.0
1,280388,P10,1,635.0
2,280388,P11,1,770.0
3,280388,P12,0,608.0
4,280388,P13,0,748.0
5,280388,P14,0,689.0
6,280388,P15,0,630.0
7,280388,P16,1,800.0
8,280388,P17,0,1454.0
9,280388,P18,0,1486.0
10,280388,P19,0,1454.0
11,280388,P20,0,1475.0
12,280388,P21,0,1432.0
13,280388,P22,0,1356.0
0,280397,P09,0,716.0
1,280397,P10,0,635.0
2,280397,P11,0,770.0
3,280397,P12,1,608.0
4,280397,P13,0,748.0
5,280397,P14,0,689.0
6,280397,P15,0,630.0
7,280397,P16,0,800.0
8,280397,P17,0,1454.0
9,280397,P18,0,1486.0
10,280397,P19,0,1454.0
11,280397,P20,0,1475.0
12,280397,P21,0,1432.0
13,280397,P22,0,1356.0
0,280398,P09,0,716.0
1,280398,P10,0,635.0
2,280398,P11,0,770.0
3,280398,P12,1,608.0
4,280398,P13,0,748.0
5,280398,P14,0,689.0
6,280398,P15,0,630.0
7,280398,P16,0,800.0
8,280398,P17,0,1454.0
9,280398,P18,0,1486.0
10,280398,P19,0,1454.0
11,280398,P20,0,1475.0
12,280398,P21,0,1432.0
13,280398,P22,0,1356.0
0,280405,P09,1,716.0
1,280405,P10,0,635.0
2,280405,P11,1,770.0
3,280405,P12,0,608.0
4,280405,P13,1,748.0
5,280405,P14,0,689.0
6,280405,P15,1,630.0
7,280405,P16,1,800.0
8,280405,P17,1,1454.0
9,280405,P18,1,1486.0
10,280405,P19,1,1454.0
11,280405,P20,1,1475.0
12,280405,P21,1,1432.0
13,280405,P22,1,1356.0
0,280412,P09,0,716.0
1,280412,P10,0,635.0
2,280412,P11,0,770.0
3,280412,P12,0,608.0
4,280412,P13,0,748.0
5,280412,P14,0,689.0
6,280412,P15,0,630.0
7,280412,P16,0,800.0
8,280412,P17,0,1454.0
9,280412,P18,0,1486.0
10,280412,P19,0,1454.0
11,280412,P20,0,1475.0
12,280412,P21,0,1432.0
13,280412,P22,0,1356.0
0,280421,P09,1,716.0
1,280421,P10,0,635.0
2,280421,P11,0,770.0
3,280421,P12,0,608.0
4,280421,P13,0,748.0
5,280421,P14,0,689.0
6,280421,P15,1,630.0
7,280421,P16,0,800.0
8,280421,P17,1,1454.0
9,280421,P18,1,1486.0
10,280421,P19,0,1454.0
11,280421,P20,1,1475.0
12,280421,P21,0,1432.0
13,280421,P22,1,1356.0
0,280425,P09,1,716.0
1,280425,P10,0,635.0
2,280425,P11,1,770.0
3,280425,P12,0,608.0
4,280425,P13,1,748.0
5,280425,P14,0,689.0
6,280425,P15,1,630.0
7,280425,P16,1,800.0
8,280425,P17,1,1454.0
9,280425,P18,0,1486.0
10,280425,P19,0,1454.0
11,280425,P20,1,1475.0
12,280425,P21,0,1432.0
13,280425,P22,1,1356.0
0,280426,P09,0,716.0
1,280426,P10,0,635.0
2,280426,P11,0,770.0
3,280426,P12,1,608.0
4,280426,P13,0,748.0
5,280426,P14,0,689.0
6,280426,P15,0,630.0
7,280426,P16,0,800.0
8,280426,P17,0,1454.0
9,280426,P18,0,1486.0
10,280426,P19,0,1454.0
11,280426,P20,0,1475.0
12,280426,P21,0,1432.0
13,280426,P22,0,1356.0
0,280435,P09,0,716.0
1,280435,P10,0,635.0
2,280435,P11,1,770.0
3,280435,P12,0,608.0
4,280435,P13,0,748.0
5,280435,P14,0,689.0
6,280435,P15,1,630.0
7,280435,P16,0,800.0
8,280435,P17,0,1454.0
9,280435,P18,0,1486.0
10,280435,P19,0,1454.0
11,280435,P20,0,1475.0
12,280435,P21,0,1432.0
13,280435,P22,0,1356.0
0,280436,P09,0,716.0
1,280436,P10,0,635.0
2,280436,P11,0,770.0
3,280436,P12,1,608.0
4,280436,P13,0,748.0
5,280436,P14,0,689.0
6,280436,P15,0,630.0
7,280436,P16,0,800.0
8,280436,P17,0,1454.0
9,280436,P18,0,1486.0
10,280436,P19,0,1454.0
11,280436,P20,0,1475.0
12,280436,P21,0,1432.0
13,280436,P22,0,1356.0
0,280450,P09,1,716.0
1,280450,P10,0,635.0
2,280450,P11,1,770.0
3,280450,P12,0,608.0
4,280450,P13,1,748.0
5,280450,P14,0,689.0
6,280450,P15,1,630.0
7,280450,P16,1,800.0
8,280450,P17,0,1454.0
9,280450,P18,0,1486.0
10,280450,P19,0,1454.0
11,280450,P20,1,1475.0
12,280450,P21,0,1432.0
13,280450,P22,1,1356.0
0,280451,P09,1,716.0
1,280451,P10,0,635.0
2,280451,P11,0,770.0
3,280451,P12,0,608.0
4,280451,P13,0,748.0
5,280451,P14,0,689.0
6,280451,P15,1,630.0
7,280451,P16,0,800.0
8,280451,P17,1,1454.0
9,280451,P18,1,1486.0
10,280451,P19,0,1454.0
11,280451,P20,1,1475.0
12,280451,P21,0,1432.0
13,280451,P22,1,1356.0
0,280452,P09,1,716.0
1,280452,P10,0,635.0
2,280452,P11,0,770.0
3,280452,P12,0,608.0
4,280452,P13,0,748.0
5,280452,P14,0,689.0
6,280452,P15,1,630.0
7,280452,P16,0,800.0
8,280452,P17,1,1454.0
9,280452,P18,1,1486.0
10,280452,P19,0,1454.0
11,280452,P20,1,1475.0
12,280452,P21,0,1432.0
13,280452,P22,1,1356.0
0,280453,P09,1,716.0
1,280453,P10,0,635.0
2,280453,P11,0,770.0
3,280453,P12,0,608.0
4,280453,P13,0,748.0
5,280453,P14,0,689.0
6,280453,P15,1,630.0
7,280453,P16,0,800.0
8,280453,P17,1,1454.0
9,280453,P18,1,1486.0
10,280453,P19,0,1454.0
11,280453,P20,1,1475.0
12,280453,P21,0,1432.0
13,280453,P22,1,1356.0
0,280454,P09,0,716.0
1,280454,P10,0,635.0
2,280454,P11,1,770.0
3,280454,P12,0,608.0
4,280454,P13,0,748.0
5,280454,P14,0,689.0
6,280454,P15,1,630.0
7,280454,P16,1,800.0
8,280454,P17,1,1454.0
9,280454,P18,1,1486.0
10,280454,P19,1,1454.0
11,280454,P20,1,1475.0
12,280454,P21,1,1432.0
13,280454,P22,1,1356.0
0,280478,P09,1,716.0
1,280478,P10,0,635.0
2,280478,P11,0,770.0
3,280478,P12,0,608.0
4,280478,P13,0,748.0
5,280478,P14,1,689.0
6,280478,P15,0,630.0
7,280478,P16,0,800.0
8,280478,P17,0,1454.0
9,280478,P18,0,1486.0
10,280478,P19,0,1454.0
11,280478,P20,0,1475.0
12,280478,P21,0,1432.0
13,280478,P22,1,1356.0
0,280480,P09,1,716.0
1,280480,P10,0,635.0
2,280480,P11,1,770.0
3,280480,P12,0,608.0
4,280480,P13,1,748.0
5,280480,P14,0,689.0
6,280480,P15,1,630.0
7,280480,P16,1,800.0
8,280480,P17,1,1454.0
9,280480,P18,1,1486.0
10,280480,P19,1,1454.0
11,280480,P20,1,1475.0
12,280480,P21,1,1432.0
13,280480,P22,1,1356.0
0,280488,P09,0,716.0
1,280488,P10,0,635.0
2,280488,P11,0,770.0
3,280488,P12,1,608.0
4,280488,P13,0,748.0
5,280488,P14,0,689.0
6,280488,P15,0,630.0
7,280488,P16,0,800.0
8,280488,P17,0,1454.0
9,280488,P18,0,1486.0
10,280488,P19,0,1454.0
11,280488,P20,0,1475.0
12,280488,P21,0,1432.0
13,280488,P22,0,1356.0
0,280489,P09,1,716.0
1,280489,P10,0,635.0
2,280489,P11,1,770.0
3,280489,P12,0,608.0
4,280489,P13,1,748.0
5,280489,P14,0,689.0
6,280489,P15,1,630.0
7,280489,P16,0,800.0
8,280489,P17,1,1454.0
9,280489,P18,1,1486.0
10,280489,P19,1,1454.0
11,280489,P20,1,1475.0
12,280489,P21,1,1432.0
13,280489,P22,1,1356.0
0,280490,P09,1,716.0
1,280490,P10,0,635.0
2,280490,P11,1,770.0
3,280490,P12,0,608.0
4,280490,P13,1,748.0
5,280490,P14,0,689.0
6,280490,P15,1,630.0
7,280490,P16,1,800.0
8,280490,P17,1,1454.0
9,280490,P18,1,1486.0
10,280490,P19,1,1454.0
11,280490,P20,1,1475.0
12,280490,P21,1,1432.0
13,280490,P22,1,1356.0
0,280493,P09,1,716.0
1,280493,P10,0,635.0
2,280493,P11,0,770.0
3,280493,P12,0,608.0
4,280493,P13,0,748.0
5,280493,P14,0,689.0
6,280493,P15,1,630.0
7,280493,P16,0,800.0
8,280493,P17,1,1454.0
9,280493,P18,1,1486.0
10,280493,P19,0,1454.0
11,280493,P20,1,1475.0
12,280493,P21,0,1432.0
13,280493,P22,1,1356.0
0,280516,P09,1,716.0
1,280516,P10,0,635.0
2,280516,P11,1,770.0
3,280516,P12,1,608.0
4,280516,P13,1,748.0
5,280516,P14,1,689.0
6,280516,P15,1,630.0
7,280516,P16,0,800.0
8,280516,P17,1,1454.0
9,280516,P18,0,1486.0
10,280516,P19,0,1454.0
11,280516,P20,1,1475.0
12,280516,P21,0,1432.0
13,280516,P22,1,1356.0
0,280517,P09,1,716.0
1,280517,P10,0,635.0
2,280517,P11,1,770.0
3,280517,P12,0,608.0
4,280517,P13,1,748.0
5,280517,P14,0,689.0
6,280517,P15,1,630.0
7,280517,P16,0,800.0
8,280517,P17,1,1454.0
9,280517,P18,0,1486.0
10,280517,P19,0,1454.0
11,280517,P20,1,1475.0
12,280517,P21,0,1432.0
13,280517,P22,1,1356.0
0,280539,P09,0,716.0
1,280539,P10,0,635.0
2,280539,P11,0,770.0
3,280539,P12,1,608.0
4,280539,P13,0,748.0
5,280539,P14,0,689.0
6,280539,P15,0,630.0
7,280539,P16,0,800.0
8,280539,P17,0,1454.0
9,280539,P18,0,1486.0
10,280539,P19,0,1454.0
11,280539,P20,0,1475.0
12,280539,P21,0,1432.0
13,280539,P22,0,1356.0
0,280541,P09,1,716.0
1,280541,P10,0,635.0
2,280541,P11,1,770.0
3,280541,P12,0,608.0
4,280541,P13,1,748.0
5,280541,P14,0,689.0
6,280541,P15,1,630.0
7,280541,P16,1,800.0
8,280541,P17,1,1454.0
9,280541,P18,0,1486.0
10,280541,P19,0,1454.0
11,280541,P20,1,1475.0
12,280541,P21,0,1432.0
13,280541,P22,1,1356.0
0,280557,P09,1,716.0
1,280557,P10,0,635.0
2,280557,P11,1,770.0
3,280557,P12,0,608.0
4,280557,P13,1,748.0
5,280557,P14,0,689.0
6,280557,P15,1,630.0
7,280557,P16,1,800.0
8,280557,P17,1,1454.0
9,280557,P18,1,1486.0
10,280557,P19,0,1454.0
11,280557,P20,1,1475.0
12,280557,P21,0,1432.0
13,280557,P22,0,1356.0
0,280559,P09,0,716.0
1,280559,P10,0,635.0
2,280559,P11,0,770.0
3,280559,P12,0,608.0
4,280559,P13,0,748.0
5,280559,P14,0,689.0
6,280559,P15,1,630.0
7,280559,P16,1,800.0
8,280559,P17,1,1454.0
9,280559,P18,1,1486.0
10,280559,P19,1,1454.0
11,280559,P20,0,1475.0
12,280559,P21,1,1432.0
13,280559,P22,1,1356.0
0,280563,P09,1,716.0
1,280563,P10,0,635.0
2,280563,P11,1,770.0
3,280563,P12,0,608.0
4,280563,P13,0,748.0
5,280563,P14,0,689.0
6,280563,P15,1,630.0
7,280563,P16,1,800.0
8,280563,P17,1,1454.0
9,280563,P18,1,1486.0
10,280563,P19,0,1454.0
11,280563,P20,1,1475.0
12,280563,P21,1,1432.0
13,280563,P22,0,1356.0
0,280564,P09,1,716.0
1,280564,P10,0,635.0
2,280564,P11,1,770.0
3,280564,P12,0,608.0
4,280564,P13,0,748.0
5,280564,P14,0,689.0
6,280564,P15,1,630.0
7,280564,P16,1,800.0
8,280564,P17,1,1454.0
9,280564,P18,1,1486.0
10,280564,P19,0,1454.0
11,280564,P20,1,1475.0
12,280564,P21,1,1432.0
13,280564,P22,0,1356.0
0,280566,P09,1,716.0
1,280566,P10,0,635.0
2,280566,P11,1,770.0
3,280566,P12,0,608.0
4,280566,P13,0,748.0
5,280566,P14,0,689.0
6,280566,P15,1,630.0
7,280566,P16,1,800.0
8,280566,P17,1,1454.0
9,280566,P18,0,1486.0
10,280566,P19,0,1454.0
11,280566,P20,1,1475.0
12,280566,P21,1,1432.0
13,280566,P22,0,1356.0
0,280567,P09,1,716.0
1,280567,P10,1,635.0
2,280567,P11,1,770.0
3,280567,P12,0,608.0
4,280567,P13,1,748.0
5,280567,P14,0,689.0
6,280567,P15,1,630.0
7,280567,P16,1,800.0
8,280567,P17,1,1454.0
9,280567,P18,1,1486.0
10,280567,P19,1,1454.0
11,280567,P20,0,1475.0
12,280567,P21,1,1432.0
13,280567,P22,0,1356.0
0,280568,P09,0,716.0
1,280568,P10,0,635.0
2,280568,P11,0,770.0
3,280568,P12,0,608.0
4,280568,P13,0,748.0
5,280568,P14,0,689.0
6,280568,P15,0,630.0
7,280568,P16,0,800.0
8,280568,P17,0,1454.0
9,280568,P18,0,1486.0
10,280568,P19,0,1454.0
11,280568,P20,0,1475.0
12,280568,P21,0,1432.0
13,280568,P22,0,1356.0
0,280571,P09,1,716.0
1,280571,P10,0,635.0
2,280571,P11,1,770.0
3,280571,P12,0,608.0
4,280571,P13,1,748.0
5,280571,P14,1,689.0
6,280571,P15,0,630.0
7,280571,P16,0,800.0
8,280571,P17,0,1454.0
9,280571,P18,0,1486.0
10,280571,P19,0,1454.0
11,280571,P20,0,1475.0
12,280571,P21,0,1432.0
13,280571,P22,0,1356.0
0,280572,P09,1,716.0
1,280572,P10,0,635.0
2,280572,P11,1,770.0
3,280572,P12,0,608.0
4,280572,P13,1,748.0
5,280572,P14,1,689.0
6,280572,P15,0,630.0
7,280572,P16,0,800.0
8,280572,P17,0,1454.0
9,280572,P18,0,1486.0
10,280572,P19,0,1454.0
11,280572,P20,0,1475.0
12,280572,P21,0,1432.0
13,280572,P22,0,1356.0
0,280573,P09,1,716.0
1,280573,P10,0,635.0
2,280573,P11,1,770.0
3,280573,P12,0,608.0
4,280573,P13,1,748.0
5,280573,P14,1,689.0
6,280573,P15,0,630.0
7,280573,P16,0,800.0
8,280573,P17,0,1454.0
9,280573,P18,0,1486.0
10,280573,P19,0,1454.0
11,280573,P20,0,1475.0
12,280573,P21,0,1432.0
13,280573,P22,0,1356.0
0,280574,P09,1,716.0
1,280574,P10,0,635.0
2,280574,P11,1,770.0
3,280574,P12,0,608.0
4,280574,P13,1,748.0
5,280574,P14,1,689.0
6,280574,P15,0,630.0
7,280574,P16,0,800.0
8,280574,P17,0,1454.0
9,280574,P18,0,1486.0
10,280574,P19,0,1454.0
11,280574,P20,0,1475.0
12,280574,P21,0,1432.0
13,280574,P22,0,1356.0
0,280575,P09,0,716.0
1,280575,P10,0,635.0
2,280575,P11,1,770.0
3,280575,P12,0,608.0
4,280575,P13,1,748.0
5,280575,P14,1,689.0
6,280575,P15,0,630.0
7,280575,P16,0,800.0
8,280575,P17,0,1454.0
9,280575,P18,0,1486.0
10,280575,P19,0,1454.0
11,280575,P20,0,1475.0
12,280575,P21,0,1432.0
13,280575,P22,0,1356.0
0,280576,P09,1,716.0
1,280576,P10,0,635.0
2,280576,P11,1,770.0
3,280576,P12,0,608.0
4,280576,P13,1,748.0
5,280576,P14,1,689.0
6,280576,P15,0,630.0
7,280576,P16,0,800.0
8,280576,P17,0,1454.0
9,280576,P18,0,1486.0
10,280576,P19,0,1454.0
11,280576,P20,0,1475.0
12,280576,P21,0,1432.0
13,280576,P22,0,1356.0
0,280578,P09,1,716.0
1,280578,P10,0,635.0
2,280578,P11,1,770.0
3,280578,P12,0,608.0
4,280578,P13,1,748.0
5,280578,P14,1,689.0
6,280578,P15,0,630.0
7,280578,P16,0,800.0
8,280578,P17,0,1454.0
9,280578,P18,0,1486.0
10,280578,P19,0,1454.0
11,280578,P20,0,1475.0
12,280578,P21,0,1432.0
13,280578,P22,0,1356.0
0,280579,P09,0,716.0
1,280579,P10,0,635.0
2,280579,P11,1,770.0
3,280579,P12,0,608.0
4,280579,P13,1,748.0
5,280579,P14,1,689.0
6,280579,P15,0,630.0
7,280579,P16,0,800.0
8,280579,P17,0,1454.0
9,280579,P18,0,1486.0
10,280579,P19,0,1454.0
11,280579,P20,0,1475.0
12,280579,P21,0,1432.0
13,280579,P22,0,1356.0
0,280580,P09,1,716.0
1,280580,P10,0,635.0
2,280580,P11,1,770.0
3,280580,P12,0,608.0
4,280580,P13,1,748.0
5,280580,P14,1,689.0
6,280580,P15,0,630.0
7,280580,P16,0,800.0
8,280580,P17,0,1454.0
9,280580,P18,0,1486.0
10,280580,P19,0,1454.0
11,280580,P20,0,1475.0
12,280580,P21,0,1432.0
13,280580,P22,0,1356.0
0,280581,P09,1,716.0
1,280581,P10,0,635.0
2,280581,P11,1,770.0
3,280581,P12,0,608.0
4,280581,P13,1,748.0
5,280581,P14,1,689.0
6,280581,P15,0,630.0
7,280581,P16,0,800.0
8,280581,P17,0,1454.0
9,280581,P18,0,1486.0
10,280581,P19,0,1454.0
11,280581,P20,0,1475.0
12,280581,P21,0,1432.0
13,280581,P22,0,1356.0
0,280582,P09,1,716.0
1,280582,P10,0,635.0
2,280582,P11,1,770.0
3,280582,P12,0,608.0
4,280582,P13,1,748.0
5,280582,P14,1,689.0
6,280582,P15,0,630.0
7,280582,P16,0,800.0
8,280582,P17,0,1454.0
9,280582,P18,0,1486.0
10,280582,P19,0,1454.0
11,280582,P20,0,1475.0
12,280582,P21,0,1432.0
13,280582,P22,0,1356.0
0,280583,P09,1,716.0
1,280583,P10,0,635.0
2,280583,P11,0,770.0
3,280583,P12,0,608.0
4,280583,P13,0,748.0
5,280583,P14,0,689.0
6,280583,P15,0,630.0
7,280583,P16,0,800.0
8,280583,P17,0,1454.0
9,280583,P18,0,1486.0
10,280583,P19,0,1454.0
11,280583,P20,1,1475.0
12,280583,P21,0,1432.0
13,280583,P22,0,1356.0
0,280584,P09,1,716.0
1,280584,P10,0,635.0
2,280584,P11,0,770.0
3,280584,P12,0,608.0
4,280584,P13,0,748.0
5,280584,P14,0,689.0
6,280584,P15,0,630.0
7,280584,P16,0,800.0
8,280584,P17,0,1454.0
9,280584,P18,0,1486.0
10,280584,P19,0,1454.0
11,280584,P20,1,1475.0
12,280584,P21,0,1432.0
13,280584,P22,0,1356.0
0,280585,P09,1,716.0
1,280585,P10,0,635.0
2,280585,P11,0,770.0
3,280585,P12,0,608.0
4,280585,P13,0,748.0
5,280585,P14,0,689.0
6,280585,P15,0,630.0
7,280585,P16,0,800.0
8,280585,P17,0,1454.0
9,280585,P18,0,1486.0
10,280585,P19,0,1454.0
11,280585,P20,1,1475.0
12,280585,P21,0,1432.0
13,280585,P22,1,1356.0
0,280586,P09,1,716.0
1,280586,P10,0,635.0
2,280586,P11,0,770.0
3,280586,P12,0,608.0
4,280586,P13,0,748.0
5,280586,P14,0,689.0
6,280586,P15,0,630.0
7,280586,P16,0,800.0
8,280586,P17,0,1454.0
9,280586,P18,0,1486.0
10,280586,P19,0,1454.0
11,280586,P20,1,1475.0
12,280586,P21,0,1432.0
13,280586,P22,0,1356.0
0,280587,P09,1,716.0
1,280587,P10,0,635.0
2,280587,P11,0,770.0
3,280587,P12,0,608.0
4,280587,P13,0,748.0
5,280587,P14,0,689.0
6,280587,P15,0,630.0
7,280587,P16,0,800.0
8,280587,P17,0,1454.0
9,280587,P18,0,1486.0
10,280587,P19,0,1454.0
11,280587,P20,1,1475.0
12,280587,P21,0,1432.0
13,280587,P22,0,1356.0
0,280588,P09,1,716.0
1,280588,P10,0,635.0
2,280588,P11,0,770.0
3,280588,P12,0,608.0
4,280588,P13,0,748.0
5,280588,P14,0,689.0
6,280588,P15,0,630.0
7,280588,P16,0,800.0
8,280588,P17,0,1454.0
9,280588,P18,0,1486.0
10,280588,P19,0,1454.0
11,280588,P20,1,1475.0
12,280588,P21,0,1432.0
13,280588,P22,0,1356.0
0,280589,P09,1,716.0
1,280589,P10,0,635.0
2,280589,P11,0,770.0
3,280589,P12,0,608.0
4,280589,P13,0,748.0
5,280589,P14,0,689.0
6,280589,P15,0,630.0
7,280589,P16,0,800.0
8,280589,P17,0,1454.0
9,280589,P18,0,1486.0
10,280589,P19,0,1454.0
11,280589,P20,1,1475.0
12,280589,P21,0,1432.0
13,280589,P22,0,1356.0
0,280590,P09,1,716.0
1,280590,P10,0,635.0
2,280590,P11,1,770.0
3,280590,P12,0,608.0
4,280590,P13,0,748.0
5,280590,P14,0,689.0
6,280590,P15,0,630.0
7,280590,P16,1,800.0
8,280590,P17,1,1454.0
9,280590,P18,1,1486.0
10,280590,P19,1,1454.0
11,280590,P20,0,1475.0
12,280590,P21,1,1432.0
13,280590,P22,1,1356.0
0,280591,P09,0,716.0
1,280591,P10,0,635.0
2,280591,P11,0,770.0
3,280591,P12,0,608.0
4,280591,P13,0,748.0
5,280591,P14,0,689.0
6,280591,P15,1,630.0
7,280591,P16,1,800.0
8,280591,P17,1,1454.0
9,280591,P18,1,1486.0
10,280591,P19,1,1454.0
11,280591,P20,0,1475.0
12,280591,P21,1,1432.0
13,280591,P22,1,1356.0
0,280592,P09,1,716.0
1,280592,P10,0,635.0
2,280592,P11,1,770.0
3,280592,P12,0,608.0
4,280592,P13,0,748.0
5,280592,P14,0,689.0
6,280592,P15,1,630.0
7,280592,P16,1,800.0
8,280592,P17,1,1454.0
9,280592,P18,1,1486.0
10,280592,P19,1,1454.0
11,280592,P20,1,1475.0
12,280592,P21,1,1432.0
13,280592,P22,1,1356.0
0,280601,P09,0,716.0
1,280601,P10,0,635.0
2,280601,P11,1,770.0
3,280601,P12,0,608.0
4,280601,P13,0,748.0
5,280601,P14,1,689.0
6,280601,P15,0,630.0
7,280601,P16,0,800.0
8,280601,P17,0,1454.0
9,280601,P18,0,1486.0
10,280601,P19,0,1454.0
11,280601,P20,0,1475.0
12,280601,P21,0,1432.0
13,280601,P22,0,1356.0
0,280602,P09,0,716.0
1,280602,P10,0,635.0
2,280602,P11,1,770.0
3,280602,P12,0,608.0
4,280602,P13,0,748.0
5,280602,P14,1,689.0
6,280602,P15,0,630.0
7,280602,P16,0,800.0
8,280602,P17,0,1454.0
9,280602,P18,0,1486.0
10,280602,P19,0,1454.0
11,280602,P20,0,1475.0
12,280602,P21,0,1432.0
13,280602,P22,0,1356.0
0,280605,P09,0,716.0
1,280605,P10,0,635.0
2,280605,P11,0,770.0
3,280605,P12,1,608.0
4,280605,P13,0,748.0
5,280605,P14,0,689.0
6,280605,P15,1,630.0
7,280605,P16,0,800.0
8,280605,P17,0,1454.0
9,280605,P18,0,1486.0
10,280605,P19,0,1454.0
11,280605,P20,0,1475.0
12,280605,P21,0,1432.0
13,280605,P22,0,1356.0
0,280606,P09,0,716.0
1,280606,P10,0,635.0
2,280606,P11,0,770.0
3,280606,P12,1,608.0
4,280606,P13,0,748.0
5,280606,P14,0,689.0
6,280606,P15,1,630.0
7,280606,P16,0,800.0
8,280606,P17,0,1454.0
9,280606,P18,0,1486.0
10,280606,P19,0,1454.0
11,280606,P20,0,1475.0
12,280606,P21,0,1432.0
13,280606,P22,0,1356.0
0,280607,P09,0,716.0
1,280607,P10,0,635.0
2,280607,P11,0,770.0
3,280607,P12,1,608.0
4,280607,P13,0,748.0
5,280607,P14,0,689.0
6,280607,P15,1,630.0
7,280607,P16,0,800.0
8,280607,P17,0,1454.0
9,280607,P18,0,1486.0
10,280607,P19,0,1454.0
11,280607,P20,0,1475.0
12,280607,P21,0,1432.0
13,280607,P22,0,1356.0
0,280608,P09,0,716.0
1,280608,P10,0,635.0
2,280608,P11,0,770.0
3,280608,P12,1,608.0
4,280608,P13,0,748.0
5,280608,P14,0,689.0
6,280608,P15,0,630.0
7,280608,P16,0,800.0
8,280608,P17,0,1454.0
9,280608,P18,0,1486.0
10,280608,P19,0,1454.0
11,280608,P20,0,1475.0
12,280608,P21,0,1432.0
13,280608,P22,0,1356.0
0,280609,P09,0,716.0
1,280609,P10,0,635.0
2,280609,P11,0,770.0
3,280609,P12,0,608.0
4,280609,P13,0,748.0
5,280609,P14,0,689.0
6,280609,P15,1,630.0
7,280609,P16,0,800.0
8,280609,P17,0,1454.0
9,280609,P18,0,1486.0
10,280609,P19,0,1454.0
11,280609,P20,0,1475.0
12,280609,P21,0,1432.0
13,280609,P22,0,1356.0
0,280610,P09,0,716.0
1,280610,P10,0,635.0
2,280610,P11,0,770.0
3,280610,P12,1,608.0
4,280610,P13,0,748.0
5,280610,P14,0,689.0
6,280610,P15,1,630.0
7,280610,P16,0,800.0
8,280610,P17,0,1454.0
9,280610,P18,0,1486.0
10,280610,P19,0,1454.0
11,280610,P20,0,1475.0
12,280610,P21,0,1432.0
13,280610,P22,0,1356.0
0,280611,P09,0,716.0
1,280611,P10,0,635.0
2,280611,P11,0,770.0
3,280611,P12,1,608.0
4,280611,P13,0,748.0
5,280611,P14,0,689.0
6,280611,P15,1,630.0
7,280611,P16,0,800.0
8,280611,P17,0,1454.0
9,280611,P18,0,1486.0
10,280611,P19,0,1454.0
11,280611,P20,0,1475.0
12,280611,P21,0,1432.0
13,280611,P22,0,1356.0
0,280612,P09,0,716.0
1,280612,P10,0,635.0
2,280612,P11,0,770.0
3,280612,P12,1,608.0
4,280612,P13,0,748.0
5,280612,P14,0,689.0
6,280612,P15,1,630.0
7,280612,P16,0,800.0
8,280612,P17,0,1454.0
9,280612,P18,0,1486.0
10,280612,P19,0,1454.0
11,280612,P20,0,1475.0
12,280612,P21,0,1432.0
13,280612,P22,0,1356.0
0,280613,P09,0,716.0
1,280613,P10,0,635.0
2,280613,P11,0,770.0
3,280613,P12,1,608.0
4,280613,P13,0,748.0
5,280613,P14,0,689.0
6,280613,P15,1,630.0
7,280613,P16,0,800.0
8,280613,P17,0,1454.0
9,280613,P18,0,1486.0
10,280613,P19,0,1454.0
11,280613,P20,0,1475.0
12,280613,P21,0,1432.0
13,280613,P22,0,1356.0
0,280614,P09,0,716.0
1,280614,P10,0,635.0
2,280614,P11,0,770.0
3,280614,P12,1,608.0
4,280614,P13,0,748.0
5,280614,P14,0,689.0
6,280614,P15,1,630.0
7,280614,P16,0,800.0
8,280614,P17,0,1454.0
9,280614,P18,0,1486.0
10,280614,P19,0,1454.0
11,280614,P20,0,1475.0
12,280614,P21,0,1432.0
13,280614,P22,0,1356.0
0,280615,P09,0,716.0
1,280615,P10,0,635.0
2,280615,P11,0,770.0
3,280615,P12,1,608.0
4,280615,P13,0,748.0
5,280615,P14,0,689.0
6,280615,P15,1,630.0
7,280615,P16,0,800.0
8,280615,P17,0,1454.0
9,280615,P18,0,1486.0
10,280615,P19,0,1454.0
11,280615,P20,0,1475.0
12,280615,P21,0,1432.0
13,280615,P22,0,1356.0
0,280616,P09,0,716.0
1,280616,P10,0,635.0
2,280616,P11,0,770.0
3,280616,P12,0,608.0
4,280616,P13,0,748.0
5,280616,P14,0,689.0
6,280616,P15,1,630.0
7,280616,P16,0,800.0
8,280616,P17,0,1454.0
9,280616,P18,0,1486.0
10,280616,P19,0,1454.0
11,280616,P20,0,1475.0
12,280616,P21,0,1432.0
13,280616,P22,0,1356.0
0,280617,P09,0,716.0
1,280617,P10,0,635.0
2,280617,P11,0,770.0
3,280617,P12,0,608.0
4,280617,P13,0,748.0
5,280617,P14,0,689.0
6,280617,P15,1,630.0
