Year Start,Month Start,Day Start,Machine,Product,Tons,gen_idtypemaille,Year End,Month End,Day End,Hours
2027,6,7,P05,120463,30,4,2027,6,14,38.716
2027,6,14,P05,120463,54.72,4,2027,6,21,70.618
2027,6,28,P05,120463,30,4,2027,7,5,38.716
2027,7,5,P05,120463,34.08,4,2027,7,12,43.982
2027,7,12,P05,120463,30.22,4,2027,7,19,39
2027,7,19,P05,120463,30,4,2027,7,26,38.716
2027,7,26,P05,120463,31.02,4,2027,8,2,40.033
2027,8,2,P05,120463,33.61,4,2027,8,9,43.375
2027,8,9,P05,120463,34.49,4,2027,8,16,44.511
2027,8,16,P05,120463,34.49,4,2027,8,23,44.511
2027,8,23,P05,120463,34.49,4,2027,8,30,44.511
2027,8,30,P05,120463,34.56,4,2027,9,6,44.601
2027,9,6,P05,120463,34.87,4,2027,9,13,45.001
2027,9,13,P05,120463,34.87,4,2027,9,20,45.001
2027,9,20,P05,120463,34.87,4,2027,9,27,45.001
2027,9,27,P05,120463,34.87,4,2027,10,4,45.001
2027,10,4,P05,120463,29.72,4,2027,10,11,38.355
2027,10,11,P05,120463,29.72,4,2027,10,18,38.355
2027,10,18,P05,120463,29.72,4,2027,10,25,38.355
2027,10,25,P05,120463,29.72,4,2027,11,1,38.355
2027,11,1,P05,120463,28.75,4,2027,11,8,37.103
2027,11,8,P05,120463,28.1,4,2027,11,15,36.264
2027,11,15,P05,120463,52.818,4,2027,11,22,68.164
2027,11,22,P05,120463,3.382,4,2027,11,29,4.365
2027,11,29,P05,120463,28.1,4,2027,12,6,36.264
2027,12,6,P05,120463,24.15,4,2027,12,13,31.167
2027,12,13,P05,120463,24.15,4,2027,12,20,31.167
2027,12,20,P05,120463,24.15,4,2027,12,27,31.167
2027,12,27,P05,120463,24.15,4,2028,1,3,31.167
2028,1,3,P05,120463,24.7,4,2028,1,10,31.876
2028,1,10,P05,120463,24.85,4,2028,1,17,32.07
2028,1,17,P05,120463,24.84,4,2028,1,24,32.057
2028,1,24,P05,120463,24.85,4,2028,1,31,32.07
2028,1,31,P05,120463,23.4,4,2028,2,7,30.199
2026,8,31,P05,221800,97.247,4,2026,9,7,124.063
2026,10,12,P05,221800,79.889,4,2026,10,19,100.763
2026,11,16,P05,221800,85.474,4,2026,11,23,110.148
2027,1,4,P05,221800,76.498,4,2027,1,11,98.724
2027,2,15,P05,221800,89.105,4,2027,2,22,114.994
2027,3,29,P05,221800,102.941,4,2027,4,5,132.849
2027,5,10,P05,221800,102.264,4,2027,5,17,131.976
2027,6,21,P05,221800,103.434,4,2027,6,28,133.486
2027,8,2,P05,221800,67.1,4,2027,8,9,86.595
2027,8,30,P05,221800,18.014,4,2027,9,6,23.248
2027,9,6,P05,221800,18.86,4,2027,9,13,24.34
2027,9,13,P05,221800,18.86,4,2027,9,20,24.34
2027,9,20,P05,221800,18.612,4,2027,9,27,24.02
2027,9,27,P05,221800,16.94,4,2027,10,4,21.862
2027,10,4,P05,221800,14.994,4,2027,10,11,19.35
2027,10,11,P05,221800,15,4,2027,10,18,19.358
2027,10,18,P05,221800,14.908,4,2027,10,25,19.239
2027,10,25,P05,221800,14.322,4,2027,11,1,18.483
2027,11,1,P05,221800,13.394,4,2027,11,8,17.285
2027,11,8,P05,221800,13.01,4,2027,11,15,16.79
2027,11,15,P05,221800,13.01,4,2027,11,22,16.79
2027,11,22,P05,221800,12.902,4,2027,11,29,16.651
2027,11,29,P05,221800,11.4,4,2027,12,6,14.712
2027,12,6,P05,221800,9.394,4,2027,12,13,12.123
2027,12,13,P05,221800,9.396,4,2027,12,20,12.126
2027,12,20,P05,221800,9.378,4,2027,12,27,12.103
2027,12,27,P05,221800,9.524,4,2028,1,3,12.291
2028,1,3,P05,221800,9.814,4,2028,1,10,12.665
2028,1,10,P05,221800,9.88,4,2028,1,17,12.751
2028,1,17,P05,221800,9.868,4,2028,1,24,12.735
2028,1,24,P05,221800,9.598,4,2028,1,31,12.387
2028,1,31,P05,221800,5.532,4,2028,2,7,7.139
2026,8,31,P05,221801,17.602,4,2026,9,7,22.456
2026,10,12,P05,221801,9,4,2026,10,19,11.352
2026,11,16,P05,221801,11.136,4,2026,11,23,14.351
2027,1,4,P05,221801,10.278,4,2027,1,11,13.264
2027,2,15,P05,221801,11.084,4,2027,2,22,14.304
2027,3,29,P05,221801,14.065,4,2027,4,5,18.151
2027,5,10,P05,221801,11.165,4,2027,5,17,14.409
2027,6,21,P05,221801,13.426,4,2027,6,28,17.327
2027,8,2,P05,221801,9,4,2027,8,9,11.615
2027,8,30,P05,221801,1.456,4,2027,9,6,1.879
2027,9,6,P05,221801,2.43,4,2027,9,13,3.136
2027,9,13,P05,221801,2.43,4,2027,9,20,3.136
2027,9,20,P05,221801,2.43,4,2027,9,27,3.136
2027,9,27,P05,221801,1.95,4,2027,10,4,2.517
2027,10,4,P05,221801,1.848,4,2027,10,11,2.385
2027,10,11,P05,221801,1.85,4,2027,10,18,2.387
2027,10,18,P05,221801,1.85,4,2027,10,25,2.387
2027,10,25,P05,221801,1.69,4,2027,11,1,2.181
2027,11,1,P05,221801,1.55,4,2027,11,8,2
2027,11,8,P05,221801,1.53,4,2027,11,15,1.975
2027,11,15,P05,221801,1.53,4,2027,11,22,1.975
2027,11,22,P05,221801,1.538,4,2027,11,29,1.985
2027,11,29,P05,221801,1.804,4,2027,12,6,2.328
2027,12,6,P05,221801,1.84,4,2027,12,13,2.375
2027,12,13,P05,221801,1.84,4,2027,12,20,2.375
2027,12,20,P05,221801,1.84,4,2027,12,27,2.375
2027,12,27,P05,221801,1.796,4,2028,1,3,2.318
2028,1,3,P05,221801,1.774,4,2028,1,10,2.289
2028,1,10,P05,221801,1.768,4,2028,1,17,2.282
2028,1,17,P05,221801,1.772,4,2028,1,24,2.287
2028,1,24,P05,221801,1.734,4,2028,1,31,2.238
2028,1,31,P05,221801,0.292,4,2028,2,7,0.377
2026,8,3,P05,280323,95,4,2026,8,10,122.601
2026,8,10,P05,280323,38,4,2026,8,17,49.04
2026,8,24,P05,280323,43.846,4,2026,8,31,56.585
2026,10,19,P05,280323,64.318,4,2026,10,26,81.124
2026,10,26,P05,280323,62.95,4,2026,11,2,79.398
2027,1,11,P05,280323,27.03,4,2027,1,18,34.883
2027,2,1,P05,280323,30.059,4,2027,2,8,38.792
2027,2,8,P05,280323,37.35,4,2027,2,15,48.202
2027,2,15,P05,280323,22.24,4,2027,2,22,28.702
2027,2,22,P05,280323,18,4,2027,3,1,23.23
2027,3,1,P05,280323,18,4,2027,3,8,23.23
2027,3,8,P05,280323,18,4,2027,3,15,23.23
2027,3,22,P05,280323,23.165,4,2027,3,29,29.896
2027,4,5,P05,280323,35.292,4,2027,4,12,45.546
2027,4,12,P05,280323,42.38,4,2027,4,19,54.693
2027,4,19,P05,280323,18,4,2027,4,26,23.23
2027,5,3,P05,280323,35.911,4,2027,5,10,46.345
2027,5,24,P05,280323,35.947,4,2027,5,31,46.391
2027,5,31,P05,280323,53.503,4,2027,6,7,69.048
2027,6,7,P05,280323,66.95,4,2027,6,14,86.402
2027,9,6,P05,280323,29.884,4,2027,9,13,38.567
2027,11,29,P05,280323,25.896,4,2027,12,6,33.42
2027,12,6,P05,280323,26.87,4,2027,12,13,34.677
2027,12,27,P05,280323,5.506,4,2028,1,3,7.105
2028,1,10,P05,280323,1.041,4,2028,1,17,1.343
2028,1,17,P05,280323,26.35,4,2028,1,24,34.006
2026,9,14,P05,280571,66.914,4,2026,9,21,85.366
2026,9,21,P05,280571,48.392,4,2026,9,28,61.736
2026,9,28,P05,280571,15.133,4,2026,10,5,19.087
2026,10,19,P05,280571,9,4,2026,10,26,11.352
2026,11,2,P05,280571,65.43,4,2026,11,9,84.318
2026,11,9,P05,280571,32.286,4,2026,11,16,41.606
2026,11,16,P05,280571,25.997,4,2026,11,23,33.501
2026,12,7,P05,280571,83.067,4,2026,12,14,109.422
2026,12,14,P05,280571,22.758,4,2026,12,21,29.978
2026,12,28,P05,280571,26.346,4,2027,1,4,34
2027,1,4,P05,280571,10.983,4,2027,1,11,14.175
2027,1,11,P05,280571,18.83,4,2027,1,18,24.3
2027,1,25,P05,280571,51.904,4,2027,2,1,66.984
2027,2,1,P05,280571,50.9,4,2027,2,8,65.688
2027,2,8,P05,280571,33.68,4,2027,2,15,43.465
2027,3,1,P05,280571,47.12,4,2027,3,8,60.81
2027,3,8,P05,280571,46.68,4,2027,3,15,60.242
2027,3,22,P05,280571,47.536,4,2027,3,29,61.347
2027,4,12,P05,280571,12.589,4,2027,4,19,16.246
2027,4,19,P05,280571,33.364,4,2027,4,26,43.057
2027,4,26,P05,280571,50.344,4,2027,5,3,64.971
2027,5,3,P05,280571,36.069,4,2027,5,10,46.548
2027,5,17,P05,280571,48.834,4,2027,5,24,63.022
2027,5,24,P05,280571,9,4,2027,5,31,11.615
2027,5,31,P05,280571,27.377,4,2027,6,7,35.331
2027,6,7,P05,280571,13.259,4,2027,6,14,17.112
2027,6,14,P05,280571,23.743,4,2027,6,21,30.642
2027,7,26,P05,280571,91.409,4,2027,8,2,117.967
2027,8,2,P05,280571,12.719,4,2027,8,9,16.415
2027,8,16,P05,280571,82.515,4,2027,8,23,106.489
2027,8,23,P05,280571,48.139,4,2027,8,30,62.126
2027,9,6,P05,280571,9.985,4,2027,9,13,12.886
2027,9,13,P05,280571,35.107,4,2027,9,20,45.306
2027,9,20,P05,280571,65.927,4,2027,9,27,85.082
2027,9,27,P05,280571,48.641,4,2027,10,4,62.773
2027,10,4,P05,280571,38.907,4,2027,10,11,50.21
2027,10,11,P05,280571,16.491,4,2027,10,18,21.282
2027,10,25,P05,280571,47.717,4,2027,11,1,61.581
2027,11,1,P05,280571,43.306,4,2027,11,8,55.888
2027,11,8,P05,280571,15.95,4,2027,11,15,20.584
2027,11,15,P05,280571,34.149,4,2027,11,22,44.071
2027,12,6,P05,280571,16.685,4,2027,12,13,21.533
2027,12,20,P05,280571,6.268,4,2027,12,27,8.089
2027,12,27,P05,280571,18.16,4,2028,1,3,23.436
2028,1,17,P05,280571,2.263,4,2028,1,24,2.921
2026,10,19,P05,280573,11.95,4,2026,10,26,15.072
2026,11,9,P05,280573,13.491,4,2026,11,16,17.385
2027,9,6,P05,280573,25.84,4,2027,9,13,33.348
2027,9,27,P05,280573,3.9,4,2027,10,4,5.033
2027,10,4,P05,280573,0.167,4,2027,10,11,0.216
2027,10,25,P05,280573,13.89,4,2027,11,1,17.926
2027,11,8,P05,280573,10.588,4,2027,11,15,13.664
2027,11,15,P05,280573,14.938,4,2027,11,22,19.278
2027,3,22,P05,280573,12.338,4,2027,3,29,15.923
2027,4,19,P05,280573,10.349,4,2027,4,26,13.355
2027,5,3,P05,280573,12.98,4,2027,5,10,16.751
2027,5,17,P05,280573,17.66,4,2027,5,24,22.791
2027,6,7,P05,280573,12.22,4,2027,6,14,15.77
2027,8,23,P05,280573,39.8,4,2027,8,30,51.363
2026,12,14,P05,280573,48.29,4,2026,12,21,63.611
2027,1,4,P05,280573,14.67,4,2027,1,11,18.932
2027,1,25,P05,280573,24.75,4,2027,2,1,31.941
2027,2,1,P05,280573,11.471,4,2027,2,8,14.803
2027,2,8,P05,280573,11.849,4,2027,2,15,15.292
2027,3,8,P05,280573,11.89,4,2027,3,15,15.345
2027,12,6,P05,280573,10.84,4,2027,12,13,13.989
2027,12,20,P05,280573,10.84,4,2027,12,27,13.989
2027,12,27,P05,280573,9.765,4,2028,1,3,12.602
2028,1,10,P05,280573,10.88,4,2028,1,17,14.041
2028,1,24,P05,280699,10,4,2028,1,31,12.905
2026,8,24,P05,280699,18.19,4,2026,8,31,23.475
2027,12,6,P05,280699,12,4,2027,12,13,15.486
2027,12,20,P05,280699,11,4,2027,12,27,14.196
2028,1,3,P05,280699,9,4,2028,1,10,11.615
2028,1,10,P05,280699,10,4,2028,1,17,12.905
2026,8,10,P05,280699,15,4,2026,8,17,19.358
2026,8,17,P05,280700,70,4,2026,8,24,90.338
2026,9,14,P05,280700,10,4,2026,9,21,12.757
2026,9,21,P05,280700,10,4,2026,9,28,12.757
2026,8,3,P05,280701,10,4,2026,8,10,12.905
2026,8,3,P05,280702,9.002,4,2026,8,10,11.617
2026,8,3,P05,280706,9.001,4,2026,8,10,11.616
2026,8,17,P05,280708,44,4,2026,8,24,56.784
2026,8,24,P05,280708,20,4,2026,8,31,25.811
2026,9,7,P05,280708,48.013,4,2026,9,14,61.253
2026,9,28,P05,280708,10,4,2026,10,5,12.613
2026,10,5,P05,280708,11,4,2026,10,12,13.874
2026,10,12,P05,280708,9,4,2026,10,19,11.352
2026,10,19,P05,280708,10,4,2026,10,26,12.613
2026,10,26,P05,280708,10,4,2026,11,2,12.613
2026,11,2,P05,280708,9,4,2026,11,9,11.598
2026,11,9,P05,280708,15,4,2026,11,16,19.33
2027,12,6,P05,280708,11,4,2027,12,13,14.196
2027,12,20,P05,280708,9,4,2027,12,27,11.615
2027,12,27,P05,280708,9,4,2028,1,3,11.615
2028,1,3,P05,280708,15,4,2028,1,10,19.358
2028,1,24,P05,280708,9,4,2028,1,31,11.615
2026,8,10,P05,280717,39,4,2026,8,17,50.331
2026,9,7,P05,280717,39.8,4,2026,9,14,50.775
2027,11,29,P05,280717,0.463,4,2027,12,6,0.598
2027,12,6,P05,280717,9.65,4,2027,12,13,12.454
2027,12,13,P05,280717,9.66,4,2027,12,20,12.467
2027,12,20,P05,280717,9.66,4,2027,12,27,12.467
2027,12,27,P05,280717,9.66,4,2028,1,3,12.467
2028,1,3,P05,280717,9.66,4,2028,1,10,12.467
2028,1,10,P05,280717,9.66,4,2028,1,17,12.467
2028,1,17,P05,280717,9.66,4,2028,1,24,12.467
2028,1,24,P05,280717,9.58,4,2028,1,31,12.363
2028,1,31,P05,280717,7.57,4,2028,2,7,9.769
2026,8,31,P05,570487,9,4,2026,9,7,11.482
2026,10,12,P05,570487,13,4,2026,10,19,16.397
2027,1,4,P05,570487,10,4,2027,1,11,12.905
2027,5,10,P05,570487,9,4,2027,5,17,11.615
2027,8,30,P05,570487,0.108,4,2027,9,6,0.139
2027,9,6,P05,570487,0.56,4,2027,9,13,0.723
2027,10,25,P05,570487,0.56,4,2027,11,1,0.723
2027,11,1,P05,570487,0.56,4,2027,11,8,0.723
2027,11,8,P05,570487,0.56,4,2027,11,15,0.723
2027,11,15,P05,570487,0.56,4,2027,11,22,0.723
2027,9,13,P05,570487,0.56,4,2027,9,20,0.723
2027,9,20,P05,570487,0.59,4,2027,9,27,0.761
2027,9,27,P05,570487,0.59,4,2027,10,4,0.761
2027,10,4,P05,570487,0.59,4,2027,10,11,0.761
2027,10,11,P05,570487,0.59,4,2027,10,18,0.761
2027,10,18,P05,570487,0.57,4,2027,10,25,0.736
2026,8,17,P05,Capacity T,8.431,4,2026,8,24,10.88
2026,11,16,P06,120436,49.438,4,2026,11,23,61.658
2026,11,23,P06,120436,18.442,4,2026,11,30,23
2027,1,11,P06,120436,22.905,4,2027,1,18,29.56
2027,2,8,P06,120436,10.864,4,2027,2,15,14.02
2027,2,15,P06,120436,14.041,4,2027,2,22,18.12
2027,3,1,P06,120436,11.691,4,2027,3,8,15.088
2027,3,8,P06,120436,23.889,4,2027,3,15,30.83
2027,3,15,P06,120436,49.747,4,2027,3,22,64.201
2027,3,22,P06,120436,36.372,4,2027,3,29,46.939
2027,3,29,P06,120436,10,4,2027,4,5,12.905
2027,4,26,P06,120436,30.059,4,2027,5,3,38.792
2027,5,3,P06,120436,34.605,4,2027,5,10,44.659
2027,5,10,P06,120436,17.931,4,2027,5,17,23.14
2027,5,17,P06,120436,59.084,4,2027,5,24,76.251
2027,5,31,P06,120436,46.704,4,2027,6,7,60.274
2027,6,7,P06,120436,23.914,4,2027,6,14,30.862
2027,6,21,P06,120436,27.445,4,2027,6,28,35.419
2027,6,28,P06,120436,10,4,2027,7,5,12.905
2027,9,6,P06,120436,26.525,4,2027,9,13,34.232
2027,10,4,P06,120436,25.447,4,2027,10,11,32.841
2027,10,18,P06,120436,24.758,4,2027,10,25,31.952
2027,10,25,P06,120436,44.421,4,2027,11,1,57.327
2027,11,29,P06,120436,59.819,4,2027,12,6,77.199
2027,12,6,P06,120436,115.779,4,2027,12,13,149.417
2027,12,13,P06,120436,21.321,4,2027,12,20,27.516
2028,1,3,P06,120436,7.974,4,2028,1,10,10.29
2028,1,24,P06,120436,42.131,4,2028,1,31,54.372
2026,10,5,P06,120535,9,4,2026,10,12,10.993
2026,8,17,P06,280166,40,4,2026,8,24,50.027
2026,8,24,P06,280166,77.754,4,2026,8,31,97.244
2026,9,7,P06,280166,13.775,4,2026,9,14,17.013
2026,9,14,P06,280166,63.277,4,2026,9,21,78.15
2026,10,5,P06,280166,16.66,4,2026,10,12,20.35
2026,10,19,P06,280166,40,4,2026,10,26,48.86
2026,10,26,P06,280166,12.684,4,2026,11,2,15.494
2026,11,2,P06,280166,109.368,4,2026,11,9,136.399
2026,11,9,P06,280166,126.688,4,2026,11,16,158
2026,11,16,P06,280166,29.73,4,2026,11,23,37.079
2026,12,7,P06,280166,116.177,4,2026,12,14,148
2026,12,14,P06,280166,124.026,4,2026,12,21,158
2026,12,21,P06,280166,43.959,4,2026,12,28,56
2026,12,28,P06,280166,26.346,4,2027,1,4,34
2027,1,4,P06,280166,82.438,4,2027,1,11,106.389
2027,1,11,P06,280166,85.1,4,2027,1,18,109.825
2027,1,25,P06,280166,79.392,4,2027,2,1,102.458
2027,2,8,P06,280166,94.346,4,2027,2,15,121.757
2027,2,15,P06,280166,67.094,4,2027,2,22,86.588
2027,2,22,P06,280166,81.258,4,2027,3,1,104.866
2027,3,1,P06,280166,76.078,4,2027,3,8,98.182
2027,3,8,P06,280166,75.18,4,2027,3,15,97.023
2027,3,15,P06,280166,14.112,4,2027,3,22,18.213
2027,3,22,P06,280166,73.15,4,2027,3,29,94.403
2027,3,29,P06,280166,31.639,4,2027,4,5,40.832
2027,4,5,P06,280166,79.4,4,2027,4,12,102.469
2027,4,12,P06,280166,80.168,4,2027,4,19,103.46
2027,4,19,P06,280166,82.754,4,2027,4,26,106.797
2027,4,26,P06,280166,77.752,4,2027,5,3,100.342
2027,5,3,P06,280166,72.316,4,2027,5,10,93.327
2027,5,10,P06,280166,40.618,4,2027,5,17,52.419
2027,5,17,P06,280166,63.345,4,2027,5,24,81.749
2027,5,24,P06,280166,64.136,4,2027,5,31,82.77
2027,5,31,P06,280166,62.925,4,2027,6,7,81.207
2027,6,7,P06,280166,59.307,4,2027,6,14,76.537
2027,6,14,P06,280166,50.798,4,2027,6,21,65.557
2027,6,21,P06,280166,47.614,4,2027,6,28,61.448
2027,7,12,P06,280166,117.005,4,2027,7,19,151
2027,7,19,P06,280166,122.429,4,2027,7,26,158
2027,7,26,P06,280166,68.701,4,2027,8,2,88.661
2027,8,2,P06,280166,105.163,4,2027,8,9,135.717
2027,8,9,P06,280166,38.803,4,2027,8,16,50.076
2027,8,16,P06,280166,117.005,4,2027,8,23,151
2027,8,23,P06,280166,46.074,4,2027,8,30,59.46
2027,8,30,P06,280166,79.883,4,2027,9,6,103.093
2027,9,6,P06,280166,76.076,4,2027,9,13,98.179
2027,9,13,P06,280166,30.22,4,2027,9,20,39
2027,9,20,P06,280166,80.144,4,2027,9,27,103.429
2027,9,27,P06,280166,74.706,4,2027,10,4,96.411
2027,10,4,P06,280166,72.892,4,2027,10,11,94.07
2027,10,11,P06,280166,74.634,4,2027,10,18,96.318
2027,10,18,P06,280166,53.997,4,2027,10,25,69.685
2027,10,25,P06,280166,68.458,4,2027,11,1,88.348
2027,11,1,P06,280166,68.814,4,2027,11,8,88.807
2027,11,8,P06,280166,56.766,4,2027,11,15,73.258
2027,11,15,P06,280166,36.586,4,2027,11,22,47.216
2027,11,22,P06,280166,17.822,4,2027,11,29,23
2027,11,29,P06,280166,62.61,4,2027,12,6,80.801
2027,12,6,P06,280166,6.651,4,2027,12,13,8.583
2027,12,13,P06,280166,62.148,4,2027,12,20,80.204
2027,12,20,P06,280166,16.312,4,2027,12,27,21.052
2027,12,27,P06,280166,66.532,4,2028,1,3,85.862
2028,1,3,P06,280166,44.725,4,2028,1,10,57.719
2028,1,10,P06,280166,68.08,4,2028,1,17,87.86
2028,1,17,P06,280166,67.272,4,2028,1,24,86.817
2028,1,24,P06,280166,55.444,4,2028,1,31,71.553
2028,2,7,P06,280166,0.9,4,2028,2,14,1.161
2028,2,14,P06,280166,0.83,4,2028,2,21,1.071
2028,2,21,P06,280166,0.43,4,2028,2,28,0.555
2026,8,10,P06,280323,60,4,2026,8,17,75.04
2026,8,17,P06,280323,15,4,2026,8,24,18.76
2026,8,24,P06,280323,21.215,4,2026,8,31,26.533
2026,9,21,P06,280323,120.338,4,2026,9,28,148.624
2026,10,12,P06,280323,89.349,4,2026,10,19,109.14
2026,10,19,P06,280323,49.349,4,2026,10,26,60.28
2026,10,26,P06,280323,9,4,2026,11,2,10.993
2026,11,2,P06,280323,17.32,4,2026,11,9,21.601
2026,11,30,P06,280323,64.395,4,2026,12,7,82.034
2027,1,4,P06,280323,30.991,4,2027,1,11,39.996
2027,1,11,P06,280323,9,4,2027,1,18,11.615
2027,1,18,P06,280323,16.429,4,2027,1,25,21.203
2027,1,25,P06,280323,43.038,4,2027,2,1,55.542
2027,2,22,P06,280323,35.748,4,2027,3,1,46.134
2027,3,1,P06,280323,22.88,4,2027,3,8,29.528
2027,3,8,P06,280323,23.36,4,2027,3,15,30.147
2027,3,22,P06,280323,12.908,4,2027,3,29,16.658
2027,3,29,P06,280323,32.999,4,2027,4,5,42.586
2027,4,19,P06,280323,24.38,4,2027,4,26,31.463
2027,4,26,P06,280323,14.619,4,2027,5,3,18.866
2027,5,10,P06,280323,63.881,4,2027,5,17,82.44
2027,6,14,P06,280323,66.207,4,2027,6,21,85.443
2027,6,21,P06,280323,47.37,4,2027,6,28,61.133
2027,6,28,P06,280323,24.102,4,2027,7,5,31.105
2027,8,2,P06,280323,17.266,4,2027,8,9,22.283
2027,8,9,P06,280323,23.42,4,2027,8,16,30.224
2027,8,23,P06,280323,76.356,4,2027,8,30,98.54
2027,9,20,P06,280323,27.718,4,2027,9,27,35.771
2027,9,27,P06,280323,24.768,4,2027,10,4,31.964
2027,10,4,P06,280323,24.09,4,2027,10,11,31.089
2027,10,11,P06,280323,24.09,4,2027,10,18,31.089
2027,10,18,P06,280323,24.09,4,2027,10,25,31.089
2027,10,25,P06,280323,9.55,4,2027,11,1,12.325
2027,11,1,P06,280323,41.124,4,2027,11,8,53.072
2027,12,13,P06,280323,26.87,4,2027,12,20,34.677
2027,12,20,P06,280323,26.87,4,2027,12,27,34.677
2027,12,27,P06,280323,21.028,4,2028,1,3,27.138
2028,1,3,P06,280323,15.411,4,2028,1,10,19.888
2028,1,10,P06,280323,25.309,4,2028,1,17,32.663
2028,1,24,P06,280323,24.854,4,2028,1,31,32.075
2026,8,31,P06,280521,65.25,4,2026,9,7,80.587
2026,9,7,P06,280521,13.87,4,2026,9,14,17.13
2026,9,21,P06,280521,7.59,4,2026,9,28,9.374
2026,9,28,P06,280521,63.755,4,2026,10,5,77.876
2026,8,24,P06,280522,27.364,4,2026,8,31,34.223
2026,8,31,P06,280522,62.68,4,2026,9,7,77.413
2026,9,7,P06,280522,92.188,4,2026,9,14,113.857
2026,9,14,P06,280522,20,4,2026,9,21,24.701
2026,9,28,P06,280522,55.774,4,2026,10,5,68.128
2026,10,5,P06,280522,40,4,2026,10,12,48.86
2026,10,12,P06,280522,40,4,2026,10,19,48.86
2026,10,19,P06,280522,40,4,2026,10,26,48.86
2027,1,18,P06,280528,9,4,2027,1,25,11.615
2027,2,1,P06,280528,14.16,4,2027,2,8,18.274
2028,1,10,P06,280528,15.04,4,2028,1,17,19.41
2026,8,3,P06,280571,125,4,2026,8,10,156.333
2026,8,10,P06,280571,65,4,2026,8,17,81.293
2026,9,14,P06,280571,44.65,4,2026,9,21,55.145
2026,10,5,P06,280571,51.739,4,2026,10,12,63.2
2026,10,26,P06,280571,62.639,4,2026,11,2,76.513
2026,11,16,P06,280571,35.089,4,2026,11,23,43.762
2026,11,30,P06,280571,59.631,4,2026,12,7,75.966
2027,1,4,P06,280571,9,4,2027,1,11,11.615
2027,2,8,P06,280571,17.22,4,2027,2,15,22.223
2027,2,15,P06,280571,41.295,4,2027,2,22,53.292
2027,3,15,P06,280571,46.68,4,2027,3,22,60.242
2027,3,29,P06,280571,42.367,4,2027,4,5,54.677
2027,4,5,P06,280571,31.919,4,2027,4,12,41.193
2027,4,12,P06,280571,42.261,4,2027,4,19,54.54
2027,4,19,P06,280571,9.871,4,2027,4,26,12.739
2027,5,3,P06,280571,12.409,4,2027,5,10,16.015
2027,5,24,P06,280571,9,4,2027,5,31,11.615
2027,6,7,P06,280571,39.209,4,2027,6,14,50.601
2027,6,28,P06,280571,51.908,4,2027,7,5,66.99
2027,7,5,P06,280571,34.869,4,2027,7,12,45
2027,7,26,P06,280571,53.729,4,2027,8,2,69.339
2027,8,9,P06,280571,60.207,4,2027,8,16,77.7
2027,8,30,P06,280571,42.546,4,2027,9,6,54.907
2027,9,6,P06,280571,19.828,4,2027,9,13,25.589
2027,9,20,P06,280571,6.731,4,2027,9,27,8.686
2027,9,27,P06,280571,22.955,4,2027,10,4,29.625
2027,10,11,P06,280571,7.996,4,2027,10,18,10.319
2027,11,8,P06,280571,12.973,4,2027,11,15,16.742
2027,11,15,P06,280571,79.645,4,2027,11,22,102.784
2027,12,13,P06,280571,1.25,4,2027,12,20,1.614
2027,12,20,P06,280571,38.954,4,2027,12,27,50.271
2028,1,3,P06,280571,48.896,4,2028,1,10,63.102
2028,1,17,P06,280571,44.277,4,2028,1,24,57.142
2026,8,17,P06,280573,77,4,2026,8,24,96.301
2026,10,5,P06,280573,11.95,4,2026,10,12,14.597
2027,9,20,P06,280573,7.837,4,2027,9,27,10.114
2027,10,11,P06,280573,14.16,4,2027,10,18,18.274
2027,10,18,P06,280573,14.16,4,2027,10,25,18.274
2027,11,1,P06,280573,12.492,4,2027,11,8,16.121
2027,12,13,P06,280573,10.84,4,2027,12,20,13.989
2028,1,17,P06,280573,10.88,4,2028,1,24,14.041
2026,11,16,P06,280573,12.43,4,2026,11,23,15.502
2027,3,1,P06,280573,11.78,4,2027,3,8,15.203
2027,3,15,P06,280573,11.89,4,2027,3,22,15.345
2027,4,5,P06,280573,11.11,4,2027,4,12,14.338
2027,5,24,P06,280573,9,4,2027,5,31,11.615
2027,5,31,P06,280573,12.8,4,2027,6,7,16.519
2027,1,18,P06,280700,82,4,2027,1,25,105.824
2027,2,1,P06,280700,81.269,4,2027,2,8,104.881
2027,2,1,P06,280701,9,4,2027,2,8,11.615
2027,1,18,P06,280702,15,4,2027,1,25,19.358
2027,2,1,P06,280702,18,4,2027,2,8,23.23
2028,1,10,P06,280702,14,4,2028,1,17,18.068
2027,3,22,P07,120436,16.429,4,2027,3,29,21.203
2027,8,23,P07,120436,31.429,4,2027,8,30,40.561
2027,9,20,P07,120436,4.729,4,2027,9,27,6.104
2028,1,31,P07,120436,31.809,4,2028,2,7,41.051
2026,8,3,P07,120464,84,4,2026,8,10,114.198
2026,8,10,P07,120464,102,4,2026,8,17,138.669
2026,8,17,P07,120464,124,4,2026,8,24,168.578
2026,9,7,P07,120464,17.84,4,2026,9,14,23.961
2026,9,21,P07,120464,18,4,2026,9,28,24.176
2026,10,5,P07,120464,31.539,4,2026,10,12,41.855
2026,10,26,P07,120464,18,4,2026,11,2,23.887
2026,11,9,P07,120464,43.432,4,2026,11,16,58.955
2027,2,22,P07,120464,18,4,2027,3,1,23.23
2027,3,1,P07,120464,23.029,4,2027,3,8,29.72
2027,3,8,P07,120464,32.405,4,2027,3,15,41.821
