line,sku,is_double_line,first_run,last_run,n_runs,hrs,kg,rate_kgph,rate_p20,rate_p80,oee_mean_hw,recent_n_runs,recent_hrs,recent_kg,recent_rate_kgph,recent_rate_p20,recent_rate_p80,recent_oee_mean_hw,low_evidence,capable,calc_rate_kgph,in_capability_table,measured_over_calc,recent_over_calc
P09,120430,False,2018-05-18,2026-02-12,4,35.5,25082.0,706.5,602.3,812.5,0.629,1.0,12.0,9084.0,757.0,757.0,757.0,0.674,False,,,False,,
P09,120431,False,2018-03-22,2020-12-01,2,34.0,21794.0,641.0,572.9,661.0,0.5707,,,,,,,,True,,,False,,
P09,120433,False,2019-11-19,2019-11-19,1,70.0,43500.0,621.2,621.2,621.2,0.5531,,,,,,,,True,,,False,,
P09,120436,False,2018-02-20,2026-02-12,29,1213.6,1001018.0,824.8,768.1,900.8,0.7343,6.0,314.0,265630.0,846.0,768.3,918.2,0.7532,False,1.0,716.0,True,1.152,1.182
P09,120437,False,2018-01-18,2025-02-16,19,772.2,618911.0,801.4,726.1,842.0,0.7135,2.0,115.0,94990.0,826.0,820.1,839.0,0.7354,False,1.0,716.0,True,1.119,1.154
P09,120444,False,2018-02-28,2021-09-12,8,175.0,130435.0,745.3,706.5,793.5,0.6636,,,,,,,,False,1.0,716.0,True,1.041,
P09,120448,False,2018-01-22,2026-02-15,20,688.5,576003.0,836.7,737.8,922.7,0.7449,5.0,91.0,70739.0,777.4,616.4,927.9,0.6921,False,1.0,716.0,True,1.169,1.086
P09,120450,False,2018-04-26,2019-03-25,4,46.8,25952.0,555.1,384.9,747.8,0.4942,,,,,,,,False,0.0,716.0,True,0.775,
P09,120464,False,2018-02-07,2025-01-26,50,2267.5,1854192.0,817.7,758.6,888.2,0.728,7.0,394.7,333140.0,844.0,794.0,903.2,0.7515,False,,,False,,
P09,120465,False,2018-05-21,2018-05-21,1,19.0,9697.0,510.4,510.4,510.4,0.4544,,,,,,,,True,1.0,716.0,True,0.713,
P09,120536,False,2018-04-12,2018-04-12,1,20.5,16965.0,827.6,827.6,827.6,0.7368,,,,,,,,True,1.0,716.0,True,1.156,
P09,241283,False,2019-04-08,2026-07-04,31,1005.5,736086.0,732.1,613.9,816.8,0.6518,6.0,157.5,121000.0,768.3,723.1,828.8,0.684,False,1.0,716.0,True,1.022,1.073
P09,241287,False,2020-04-12,2026-02-04,25,1099.0,872669.0,794.0,729.8,859.3,0.7069,4.0,89.0,66240.0,744.3,703.4,816.8,0.6626,False,,,False,,
P09,241288,False,2018-02-13,2024-01-10,13,597.5,465198.0,778.6,656.8,887.4,0.6932,,,,,,,,False,,,False,,
P09,241658,False,2018-01-09,2018-01-09,1,67.5,56727.0,840.4,840.4,840.4,0.7482,,,,,,,,True,,,False,,
P09,242027,False,2018-01-15,2018-10-08,24,1389.2,1165670.0,839.1,802.5,901.0,0.747,,,,,,,,False,,,False,,
P09,242030,False,2018-04-24,2019-12-02,14,551.2,434803.0,788.8,660.1,918.9,0.7022,,,,,,,,False,,,False,,
P09,251200,False,2018-01-24,2026-08-16,55,1844.0,1299964.0,705.0,614.9,805.7,0.6276,10.0,312.0,224498.0,719.5,619.6,792.4,0.6406,False,1.0,716.0,True,0.985,1.005
P09,280013,False,2020-08-29,2020-08-29,1,8.0,6251.0,781.4,781.4,781.4,0.6957,,,,,,,,True,,,False,,
P09,280039,False,2018-05-21,2018-07-23,3,181.0,147842.0,816.8,716.0,899.1,0.7272,,,,,,,,False,1.0,716.0,True,1.141,
P09,280040,False,2018-09-12,2019-05-01,7,125.8,91030.0,723.9,530.2,866.9,0.6445,,,,,,,,False,,,False,,
P09,280052,False,2018-10-22,2023-09-06,56,3133.5,2417234.0,771.4,694.2,856.5,0.6868,,,,,,,,False,1.0,716.0,True,1.077,
P09,280065,False,2020-09-07,2023-06-03,70,3211.9,2230170.0,694.4,603.6,775.5,0.6182,,,,,,,,False,,,False,,
P09,280068,False,2018-01-02,2020-01-24,9,274.8,205139.0,746.4,622.4,841.5,0.6646,,,,,,,,False,,,False,,
P09,280103,False,2018-07-12,2026-03-29,44,1506.9,1155772.0,767.0,657.4,865.1,0.6829,14.0,335.0,257348.0,768.2,685.1,856.8,0.6839,False,1.0,716.0,True,1.071,1.073
P09,280104,False,2020-02-26,2026-03-22,38,1366.6,984807.0,720.6,639.4,822.0,0.6416,13.0,369.0,262601.0,711.7,623.8,841.6,0.6336,False,1.0,716.0,True,1.006,0.994
P09,280105,False,2018-05-15,2025-11-09,77,3148.9,2405988.0,764.1,680.9,847.1,0.6803,4.0,79.0,62279.0,788.3,747.5,827.4,0.7019,False,,,False,,
P09,280106,False,2020-02-09,2025-10-14,25,1095.6,813413.0,742.5,617.1,830.8,0.661,4.0,115.0,81797.0,711.3,436.2,926.4,0.6333,False,,,False,,
P09,280107,False,2018-06-12,2026-02-03,11,296.6,216706.0,730.7,673.1,850.2,0.6506,4.0,122.6,96357.0,786.1,710.0,871.4,0.6999,False,1.0,716.0,True,1.021,1.098
P09,280114,False,2018-06-13,2018-06-13,1,16.0,9857.0,616.0,616.0,616.0,0.5485,,,,,,,,True,,,False,,
P09,280121,False,2021-06-20,2026-05-21,5,163.0,109171.0,669.8,522.1,776.8,0.5963,2.0,67.0,50475.0,753.4,745.9,759.8,0.6707,False,1.0,716.0,True,0.935,1.052
P09,280135,False,2018-06-14,2018-06-14,1,29.2,27278.0,932.6,932.6,932.6,0.8303,,,,,,,,True,1.0,716.0,True,1.303,
P09,280136,False,2018-07-09,2018-07-09,1,91.0,71959.0,790.8,790.8,790.8,0.704,,,,,,,,True,,,False,,
P09,280142,False,2019-05-28,2019-06-17,4,452.8,344328.0,760.5,680.4,848.4,0.6129,,,,,,,,False,,,False,,
P09,280147,False,2018-08-13,2019-08-01,8,542.5,474497.0,874.7,806.5,922.8,0.7787,,,,,,,,False,,,False,,
P09,280155,False,2020-02-17,2020-06-16,2,80.0,49169.0,614.6,551.1,657.0,0.5472,,,,,,,,True,,,False,,
P09,280166,False,2019-04-22,2026-01-05,53,1740.5,1298839.0,746.2,661.5,824.3,0.6644,8.0,208.0,174957.0,841.1,736.1,944.6,0.7489,False,,,False,,
P09,280169,False,2020-06-08,2026-07-01,57,2119.1,1521419.0,718.0,594.1,820.5,0.6392,5.0,247.0,178901.0,724.3,593.3,825.0,0.6448,False,1.0,716.0,True,1.003,1.012
P09,280172,False,2019-09-23,2022-09-01,16,742.2,539499.0,726.9,643.2,833.5,0.6472,,,,,,,,False,1.0,716.0,True,1.015,
P09,280196,False,2019-02-11,2019-02-11,1,102.0,78605.0,770.6,770.6,770.6,0.6861,,,,,,,,True,,,False,,
P09,280198,False,2020-02-14,2021-03-30,17,774.9,571382.0,737.4,636.9,858.4,0.6565,,,,,,,,False,,,False,,
P09,280205,False,2019-04-17,2021-05-13,5,269.8,232372.0,861.1,767.6,933.1,0.7667,,,,,,,,False,,,False,,
P09,280206,False,2019-05-15,2020-08-23,13,761.8,492143.0,646.1,530.6,759.6,0.5752,,,,,,,,False,,,False,,
P09,280212,False,2020-01-12,2022-04-11,9,225.0,167762.0,745.6,656.8,841.4,0.6638,,,,,,,,False,1.0,716.0,True,1.041,
P09,280213,False,2019-10-21,2022-07-20,7,283.7,205585.0,724.7,604.7,845.7,0.6452,,,,,,,,False,1.0,716.0,True,1.012,
P09,280214,False,2020-03-29,2021-03-21,12,566.8,462926.0,816.7,761.7,886.5,0.7272,,,,,,,,False,,,False,,
P09,280222,False,2020-02-16,2024-04-09,22,947.9,677643.0,714.9,615.7,812.3,0.6365,,,,,,,,False,1.0,716.0,True,0.998,
P09,280235,False,2022-01-11,2022-01-11,1,12.0,8545.0,712.1,712.1,712.1,0.5261,,,,,,,,True,,,False,,
P09,280244,False,2024-06-18,2025-05-04,3,143.0,113813.0,795.9,633.5,947.9,0.7086,2.0,119.0,92190.0,774.7,633.5,950.6,0.6897,False,,,False,,
P09,280246,False,2024-06-24,2024-07-01,4,60.0,48532.0,808.9,648.6,932.4,0.7201,,,,,,,,False,,,False,,
P09,280256,False,2025-04-04,2025-08-10,5,169.0,117112.0,693.0,573.0,803.8,0.617,5.0,169.0,117112.0,693.0,573.0,803.8,0.617,False,0.0,716.0,True,0.968,0.968
P09,280264,False,2024-12-01,2026-08-23,7,366.2,241823.0,660.4,611.1,738.8,0.588,7.0,366.2,241823.0,660.4,611.1,738.8,0.588,False,1.0,716.0,True,0.922,0.922
P09,280286,False,2021-02-02,2021-02-21,2,72.0,48642.0,675.6,534.8,816.4,0.6015,,,,,,,,True,,,False,,
P09,280315,False,2021-02-08,2023-06-16,46,1802.6,1254502.0,696.0,588.3,808.4,0.6196,,,,,,,,False,,,False,,
P09,280316,False,2021-03-12,2023-05-04,26,662.6,459092.0,692.9,600.5,816.1,0.6169,,,,,,,,False,,,False,,
P09,280317,False,2018-01-02,2023-05-05,28,878.0,615304.0,700.8,582.9,806.0,0.6239,,,,,,,,False,,,False,,
P09,280318,False,2021-02-03,2026-04-05,39,1240.5,959048.0,773.1,666.0,888.6,0.6883,3.0,84.0,71670.0,853.2,839.2,874.2,0.7596,False,1.0,716.0,True,1.08,1.192
P09,280323,False,2022-12-05,2026-08-14,4,145.0,114534.0,789.9,810.7,858.1,0.7033,1.0,6.0,170.0,28.4,28.4,28.4,0.0252,False,1.0,716.0,True,1.103,0.04
P09,280324,False,2020-11-21,2025-11-22,41,2742.0,1846594.0,673.4,604.8,800.8,0.5996,5.0,163.0,104700.0,642.3,450.8,833.5,0.5719,False,1.0,716.0,True,0.941,0.897
P09,280325,False,2020-11-24,2022-03-23,14,620.7,426243.0,686.7,582.2,779.1,0.6114,,,,,,,,False,1.0,716.0,True,0.959,
P09,280344,False,2024-08-07,2026-07-05,4,208.0,157962.0,759.4,668.3,848.9,0.6761,3.0,184.0,143094.0,777.7,733.3,849.7,0.6924,False,1.0,716.0,True,1.061,1.086
P09,280351,False,2021-09-03,2025-04-16,10,257.0,166580.0,648.2,538.5,787.3,0.5771,4.0,135.0,84486.0,625.8,641.5,683.2,0.5572,False,1.0,716.0,True,0.905,0.874
P09,280355,False,2021-05-16,2021-05-16,1,24.0,18393.0,766.4,766.4,766.4,0.6823,,,,,,,,True,1.0,716.0,True,1.07,
P09,280391,False,2022-09-17,2025-07-01,23,775.0,579593.0,747.9,714.5,839.7,0.6658,7.0,268.0,190087.0,709.3,536.9,868.2,0.6315,False,,,False,,
P09,280405,False,2022-03-27,2024-08-21,4,247.0,192288.0,778.5,735.3,832.3,0.6931,,,,,,,,False,1.0,716.0,True,1.087,
P09,280421,False,2023-04-21,2026-08-30,34,1189.2,907728.0,763.3,703.9,844.7,0.6796,16.0,545.2,428687.0,786.2,709.1,861.5,0.7,False,1.0,716.0,True,1.066,1.098
P09,280425,False,2025-06-12,2026-04-06,3,131.5,95063.0,722.9,554.0,829.9,0.6436,3.0,131.5,95063.0,722.9,554.0,829.9,0.6436,False,1.0,716.0,True,1.01,1.01
P09,280450,False,2023-07-24,2026-08-11,12,215.0,160890.0,748.3,593.8,912.9,0.6662,3.0,78.0,54204.0,694.9,585.2,826.2,0.6187,False,1.0,716.0,True,1.045,0.971
P09,280451,False,2023-05-10,2026-09-01,43,1385.0,1000770.0,722.6,589.8,823.5,0.6433,24.0,641.6,471419.0,734.8,593.0,831.2,0.6542,False,1.0,716.0,True,1.009,1.026
P09,280452,False,2023-08-24,2026-07-26,35,991.8,724063.0,730.0,668.5,809.6,0.65,19.0,494.8,359630.0,726.8,635.1,809.1,0.6471,False,1.0,716.0,True,1.02,1.015
P09,280453,False,2023-06-09,2026-06-23,33,1134.0,844192.0,744.4,658.2,800.6,0.6628,13.0,511.0,377383.0,738.5,650.8,790.8,0.6575,False,1.0,716.0,True,1.04,1.031
P09,280478,False,2024-06-12,2026-07-28,25,934.5,702470.0,751.7,681.3,842.9,0.6693,20.0,687.5,525081.0,763.8,701.0,825.3,0.68,False,1.0,716.0,True,1.05,1.067
P09,280480,False,2026-08-18,2026-08-18,1,12.0,9517.0,793.1,793.1,793.1,0.7061,1.0,12.0,9517.0,793.1,793.1,793.1,0.7061,True,1.0,716.0,True,1.108,1.108
P09,280489,False,2025-07-27,2025-07-27,1,24.0,21336.0,889.0,889.0,889.0,0.7915,1.0,24.0,21336.0,889.0,889.0,889.0,0.7915,True,1.0,716.0,True,1.242,1.242
P09,280490,False,2025-11-13,2025-11-13,1,54.0,34703.0,642.6,642.6,642.6,0.5722,1.0,54.0,34703.0,642.6,642.6,642.6,0.5722,True,1.0,716.0,True,0.897,0.897
P09,280493,False,2024-05-02,2026-09-01,18,502.5,382209.0,760.6,694.2,821.3,0.6772,13.0,339.5,263818.0,777.1,737.3,829.8,0.6918,False,1.0,716.0,True,1.062,1.085
P09,280517,False,2024-09-18,2024-09-18,1,36.0,24080.0,668.9,668.9,668.9,0.5955,1.0,36.0,24080.0,668.9,668.9,668.9,0.5955,True,1.0,716.0,True,0.934,0.934
P09,280541,False,2025-05-30,2026-08-25,3,114.0,80743.0,708.3,549.4,833.9,0.6306,3.0,114.0,80743.0,708.3,549.4,833.9,0.6306,False,1.0,716.0,True,0.989,0.989
P09,280557,False,2025-07-14,2025-07-14,1,24.0,17319.0,721.6,721.6,721.6,0.6425,1.0,24.0,17319.0,721.6,721.6,721.6,0.6425,True,1.0,716.0,True,1.008,1.008
P09,280563,False,2026-03-17,2026-03-17,1,48.0,36681.0,764.2,764.2,764.2,0.6804,1.0,48.0,36681.0,764.2,764.2,764.2,0.6804,True,1.0,716.0,True,1.067,1.067
P09,280566,False,2026-03-11,2026-08-24,5,174.5,126367.0,724.2,560.4,852.6,0.6447,5.0,174.5,126367.0,724.2,560.4,852.6,0.6447,False,1.0,716.0,True,1.011,1.011
P09,280571,False,2025-05-22,2026-02-17,9,386.0,293656.0,760.8,664.5,888.2,0.6773,9.0,386.0,293656.0,760.8,664.5,888.2,0.6773,False,1.0,716.0,True,1.063,1.063
P09,280572,False,2025-06-29,2026-03-01,6,210.0,174982.0,833.2,750.6,923.5,0.7419,6.0,210.0,174982.0,833.2,750.6,923.5,0.7419,False,1.0,716.0,True,1.164,1.164
P09,280573,False,2026-01-10,2026-04-10,4,114.0,89047.0,781.1,650.1,880.2,0.6954,4.0,114.0,89047.0,781.1,650.1,880.2,0.6954,False,1.0,716.0,True,1.091,1.091
P09,280574,False,2025-04-23,2025-06-04,5,366.0,301889.0,824.8,793.1,870.0,0.7344,5.0,366.0,301889.0,824.8,793.1,870.0,0.7344,False,1.0,716.0,True,1.152,1.152
P09,280576,False,2025-04-22,2026-03-15,4,120.0,98235.0,818.6,786.7,841.6,0.7288,4.0,120.0,98235.0,818.6,786.7,841.6,0.7288,False,1.0,716.0,True,1.143,1.143
P09,280578,False,2025-08-29,2026-04-12,3,54.0,42533.0,787.6,646.9,885.4,0.7012,3.0,54.0,42533.0,787.6,646.9,885.4,0.7012,False,1.0,716.0,True,1.1,1.1
P09,280581,False,2025-03-30,2026-08-12,24,948.0,734112.0,774.4,661.0,883.8,0.6894,24.0,948.0,734112.0,774.4,661.0,883.8,0.6894,False,1.0,716.0,True,1.082,1.082
P09,280582,False,2025-05-26,2026-02-22,8,169.0,138389.0,818.9,728.3,893.3,0.7291,8.0,169.0,138389.0,818.9,728.3,893.3,0.7291,False,1.0,716.0,True,1.144,1.144
P09,280583,False,2025-06-24,2026-03-27,8,294.0,193454.0,658.0,412.4,821.4,0.5858,8.0,294.0,193454.0,658.0,412.4,821.4,0.5858,False,1.0,716.0,True,0.919,0.919
P09,280584,False,2025-05-18,2026-07-21,6,211.5,164414.0,777.4,721.7,810.6,0.6921,6.0,211.5,164414.0,777.4,721.7,810.6,0.6921,False,1.0,716.0,True,1.086,1.086
P09,280585,False,2025-11-16,2026-06-09,7,203.0,167427.0,824.8,699.0,944.2,0.7343,7.0,203.0,167427.0,824.8,699.0,944.2,0.7343,False,1.0,716.0,True,1.152,1.152
P09,280586,False,2025-04-16,2026-06-21,11,332.0,259384.0,781.3,702.8,854.6,0.6956,11.0,332.0,259384.0,781.3,702.8,854.6,0.6956,False,1.0,716.0,True,1.091,1.091
P09,280587,False,2025-04-19,2026-07-19,10,282.0,184866.0,655.6,481.4,798.2,0.5836,10.0,282.0,184866.0,655.6,481.4,798.2,0.5836,False,1.0,716.0,True,0.916,0.916
P09,280588,False,2025-04-21,2026-03-23,7,243.0,177052.0,728.6,564.6,858.9,0.6487,7.0,243.0,177052.0,728.6,564.6,858.9,0.6487,False,1.0,716.0,True,1.018,1.018
P09,280590,False,2026-06-08,2026-06-08,1,64.0,54009.0,843.9,843.9,843.9,0.7513,1.0,64.0,54009.0,843.9,843.9,843.9,0.7513,True,1.0,716.0,True,1.179,1.179
P09,280592,False,2025-06-22,2025-06-22,1,42.0,42403.0,1009.6,1009.6,1009.6,0.8989,1.0,42.0,42403.0,1009.6,1009.6,1009.6,0.8989,True,1.0,716.0,True,1.41,1.41
P09,280659,False,2026-04-30,2026-05-01,2,42.0,33451.0,796.5,792.3,802.0,0.7091,2.0,42.0,33451.0,796.5,792.3,802.0,0.7091,True,1.0,716.0,True,1.112,1.112
P09,280660,False,2025-02-05,2026-05-31,6,246.0,221193.0,899.2,876.8,934.9,0.8005,6.0,246.0,221193.0,899.2,876.8,934.9,0.8005,False,1.0,716.0,True,1.256,1.256
P09,280673,False,2026-04-12,2026-05-12,4,184.0,130919.0,711.5,659.9,818.1,0.6335,4.0,184.0,130919.0,711.5,659.9,818.1,0.6335,False,1.0,716.0,True,0.994,0.994
P09,280684,False,2026-03-19,2026-03-19,1,24.0,16191.0,674.6,674.6,674.6,0.6006,1.0,24.0,16191.0,674.6,674.6,674.6,0.6006,True,1.0,716.0,True,0.942,0.942
P09,280686,False,2026-06-06,2026-06-06,1,36.0,30687.0,852.4,852.4,852.4,0.7589,1.0,36.0,30687.0,852.4,852.4,852.4,0.7589,True,1.0,716.0,True,1.191,1.191
P09,570223,False,2025-07-28,2026-07-24,4,96.0,67963.0,707.9,607.3,798.8,0.6303,4.0,96.0,67963.0,707.9,607.3,798.8,0.6303,False,1.0,716.0,True,0.989,0.989
P09,570468,False,2026-01-12,2026-08-10,9,184.5,131368.0,712.0,597.2,794.5,0.6339,9.0,184.5,131368.0,712.0,597.2,794.5,0.6339,False,1.0,716.0,True,0.994,0.994
P10,120430,False,2018-08-15,2019-03-27,3,51.0,37419.0,733.7,634.3,810.2,0.6532,,,,,,,,False,,,False,,
P10,120431,False,2018-03-21,2018-07-27,2,50.5,34817.0,689.4,682.4,690.5,0.6138,,,,,,,,True,,,False,,
P10,120433,False,2018-01-18,2019-03-25,6,178.2,130781.0,733.7,685.5,756.6,0.6532,,,,,,,,False,,,False,,
P10,120435,False,2018-01-18,2018-01-18,1,16.0,7460.0,466.2,466.2,466.2,0.4151,,,,,,,,True,0.0,635.0,True,0.734,
P10,120436,False,2018-02-08,2019-06-29,12,317.9,254300.0,799.9,731.4,891.6,0.7122,,,,,,,,False,0.0,635.0,True,1.26,
P10,120437,False,2018-04-09,2019-04-11,9,377.2,298925.0,792.6,700.4,873.1,0.7057,,,,,,,,False,0.0,635.0,True,1.248,
P10,120441,False,2020-07-16,2020-07-16,1,16.0,4372.0,273.3,273.3,273.3,0.2433,,,,,,,,True,,,False,,
P10,120442,False,2018-09-06,2018-09-06,1,16.0,11429.0,714.3,714.3,714.3,0.636,,,,,,,,True,,,False,,
P10,120444,False,2019-03-13,2019-03-13,1,24.0,17864.0,744.3,744.3,744.3,0.6627,,,,,,,,True,0.0,635.0,True,1.172,
P10,120448,False,2018-07-30,2019-09-30,6,148.8,120118.0,807.5,688.8,898.1,0.7189,,,,,,,,False,0.0,635.0,True,1.272,
P10,120450,False,2018-08-21,2018-08-21,1,24.0,16394.0,683.1,683.1,683.1,0.6081,,,,,,,,True,0.0,635.0,True,1.076,
P10,120451,False,2018-09-24,2018-09-24,1,11.0,8796.0,799.7,799.7,799.7,0.7119,,,,,,,,True,0.0,635.0,True,1.259,
P10,120452,False,2018-10-22,2018-10-22,1,19.0,15180.0,798.9,798.9,798.9,0.7113,,,,,,,,True,,,False,,
P10,120453,False,2018-04-26,2018-04-26,1,28.0,19085.0,681.6,681.6,681.6,0.6068,,,,,,,,True,0.0,635.0,True,1.073,
P10,120464,False,2018-02-12,2022-06-03,18,1062.2,895630.0,843.2,777.5,916.0,0.7507,,,,,,,,False,,,False,,
P10,120465,False,2018-03-20,2018-11-29,8,136.2,106959.0,785.6,691.4,859.2,0.6994,,,,,,,,False,0.0,635.0,True,1.237,
P10,120531,False,2020-07-17,2020-07-17,1,8.0,2449.0,306.1,306.1,306.1,0.2726,,,,,,,,True,0.0,635.0,True,0.482,
P10,120532,False,2018-04-06,2018-04-06,1,2.7,2946.0,1091.2,1091.2,1091.2,0.9715,,,,,,,,True,0.0,635.0,True,1.718,
P10,241283,False,2018-10-15,2020-08-02,4,127.8,82508.0,645.9,486.4,789.1,0.575,,,,,,,,False,0.0,635.0,True,1.017,
P10,241287,False,2020-03-15,2020-04-09,2,143.4,83602.0,583.0,496.7,609.6,0.5191,,,,,,,,True,,,False,,
P10,241288,False,2018-08-13,2023-10-01,8,294.2,227800.0,774.4,649.0,872.0,0.6895,,,,,,,,False,,,False,,
P10,242027,False,2018-01-16,2018-07-23,16,1009.5,810094.0,802.5,754.0,852.4,0.7145,,,,,,,,False,,,False,,
P10,242030,False,2018-02-26,2019-06-26,6,233.2,196046.0,840.9,777.3,913.4,0.7486,,,,,,,,False,,,False,,
P10,251200,False,2018-05-23,2020-04-07,9,274.0,210870.0,769.5,675.2,860.5,0.6851,,,,,,,,False,0.0,635.0,True,1.212,
P10,280003,False,2018-06-26,2018-06-26,1,24.0,12020.0,500.8,500.9,500.9,0.4459,,,,,,,,True,,,False,,
P10,280012,False,2018-09-05,2018-12-03,2,35.0,27751.0,792.9,775.7,825.7,0.7059,,,,,,,,True,,,False,,
P10,280013,False,2018-09-24,2018-09-24,1,16.0,8047.0,503.0,503.0,503.0,0.4478,,,,,,,,True,,,False,,
P10,280040,False,2018-07-16,2018-10-29,3,54.0,46931.0,869.1,807.1,966.0,0.7738,,,,,,,,False,,,False,,
P10,280052,False,2018-12-03,2022-04-24,33,2016.5,1598336.0,792.6,687.0,885.2,0.7057,,,,,,,,False,1.0,635.0,True,1.248,
P10,280068,False,2018-01-02,2019-05-09,27,1722.6,1362132.0,790.8,745.3,845.2,0.704,,,,,,,,False,,,False,,
P10,280107,False,2019-01-23,2023-08-04,2,40.0,34913.0,872.8,734.5,965.1,0.7771,,,,,,,,True,0.0,635.0,True,1.374,
P10,280115,False,2018-08-20,2018-08-20,1,27.0,17085.0,632.8,632.8,632.8,0.5634,,,,,,,,True,,,False,,
P10,280129,False,2018-05-10,2020-10-22,20,371.9,240923.0,647.8,555.5,719.5,0.5768,,,,,,,,False,0.0,635.0,True,1.02,
P10,280130,False,2018-05-10,2020-10-25,31,886.9,574587.0,647.9,559.4,718.4,0.5768,,,,,,,,False,0.0,635.0,True,1.02,
P10,280133,False,2018-05-21,2018-05-21,1,59.0,45334.0,768.4,768.4,768.4,0.6841,,,,,,,,True,,,False,,
P10,280134,False,2018-05-29,2018-06-01,2,83.0,68563.0,826.1,824.5,835.7,0.7355,,,,,,,,True,1.0,635.0,True,1.301,
P10,280135,False,2018-06-01,2018-06-28,3,81.4,65809.0,808.7,781.8,891.5,0.72,,,,,,,,False,1.0,635.0,True,1.274,
P10,280147,False,2019-01-29,2019-06-24,3,102.0,81110.0,795.2,740.3,842.2,0.708,,,,,,,,False,,,False,,
P10,280169,False,2021-10-05,2021-10-10,2,134.0,57964.0,432.6,380.8,566.8,0.3851,,,,,,,,True,0.0,635.0,True,0.681,
P10,280172,False,2020-05-15,2021-06-06,2,75.0,39456.0,526.1,489.1,734.0,0.4684,,,,,,,,True,0.0,635.0,True,0.829,
P10,280205,False,2019-04-16,2020-12-13,3,128.8,106051.0,823.7,755.8,868.2,0.7333,,,,,,,,False,,,False,,
P10,280206,False,2019-05-13,2021-09-01,127,11554.1,8637860.0,747.6,672.5,830.9,0.6656,,,,,,,,False,,,False,,
P10,280212,False,2019-10-14,2020-07-01,4,114.0,69738.0,611.7,488.6,812.0,0.5446,,,,,,,,False,1.0,635.0,True,0.963,
P10,280213,False,2019-09-19,2021-12-01,4,74.1,45696.0,616.7,446.6,758.1,0.549,,,,,,,,False,1.0,635.0,True,0.971,
P10,280214,False,2020-03-26,2020-07-12,3,175.5,118076.0,672.8,512.7,755.6,0.599,,,,,,,,False,,,False,,
P10,280222,False,2020-01-05,2023-06-19,14,972.2,647412.0,665.9,560.2,759.3,0.5929,,,,,,,,False,1.0,635.0,True,1.049,
P10,280240,False,2023-10-16,2023-10-16,1,24.0,22514.0,938.1,938.1,938.1,0.8352,,,,,,,,True,,,False,,
P10,280256,False,2022-01-20,2022-05-15,7,624.7,459474.0,735.5,691.3,843.0,0.6549,,,,,,,,False,1.0,635.0,True,1.158,
P10,280315,False,2024-01-02,2024-01-02,1,12.0,6854.0,571.1,571.1,571.1,0.5085,,,,,,,,True,,,False,,
P10,280351,False,2019-02-04,2026-09-01,206,23587.1,17265927.0,732.0,649.2,820.2,0.6522,47.0,5452.5,3489822.0,640.0,561.3,727.5,0.5719,False,1.0,635.0,True,1.153,1.008
P10,280352,False,2023-08-02,2023-08-02,1,24.0,21010.0,875.4,875.4,875.4,0.7794,,,,,,,,True,,,False,,
P10,280388,False,2022-05-11,2024-02-17,5,72.0,59234.0,822.7,760.7,905.7,0.7325,,,,,,,,False,1.0,635.0,True,1.296,
P10,280391,False,2023-11-30,2023-11-30,1,4.0,3713.0,928.3,928.3,928.3,0.8264,,,,,,,,True,,,False,,
P10,280405,False,2023-06-21,2023-06-21,1,79.0,59770.0,756.6,756.6,756.6,0.6736,,,,,,,,True,0.0,635.0,True,1.191,
P10,280452,False,2023-10-15,2023-10-15,1,19.0,17174.0,903.9,903.9,903.9,0.8048,,,,,,,,True,0.0,635.0,True,1.423,
P11,120430,False,2018-04-02,2023-12-12,10,225.0,177331.0,788.0,626.6,890.1,0.7015,,,,,,,,False,,,False,,
P11,120431,False,2018-01-24,2018-09-14,5,203.5,173876.0,854.4,833.5,869.1,0.7607,,,,,,,,False,,,False,,
P11,120433,False,2018-01-22,2024-05-08,6,129.6,97570.0,752.6,671.4,807.5,0.67,,,,,,,,False,,,False,,
P11,120435,False,2018-03-29,2020-12-21,2,44.0,31663.0,719.6,651.7,869.0,0.6407,,,,,,,,True,1.0,770.0,True,0.935,
P11,120436,False,2018-02-07,2026-06-09,47,1601.3,1310851.0,818.6,729.4,906.4,0.7288,12.0,552.0,428658.0,776.6,595.8,917.4,0.6914,False,1.0,770.0,True,1.063,1.009
P11,120437,False,2018-01-18,2025-08-04,27,984.0,748716.0,760.9,682.5,902.0,0.6774,5.0,118.5,76378.0,644.5,451.3,835.8,0.5738,False,1.0,770.0,True,0.988,0.837
P11,120442,False,2019-08-05,2019-08-05,1,8.0,1566.0,195.8,195.8,195.8,0.1743,,,,,,,,True,,,False,,
P11,120444,False,2018-01-10,2023-12-01,8,205.2,156428.0,762.1,714.9,865.0,0.6785,,,,,,,,False,1.0,770.0,True,0.99,
P11,120445,False,2020-02-17,2020-11-22,2,84.0,46149.0,549.4,540.2,572.6,0.4891,,,,,,,,True,1.0,770.0,True,0.714,
P11,120447,False,2020-02-20,2020-04-14,2,64.0,44478.0,695.0,651.0,738.9,0.6187,,,,,,,,True,,,False,,
P11,120448,False,2018-08-09,2026-08-24,31,1514.8,1224888.0,808.6,754.0,892.5,0.7199,12.0,491.3,375015.0,763.3,635.5,841.8,0.6795,False,1.0,770.0,True,1.05,0.991
