line,sku,is_double_line,first_run,last_run,n_runs,hrs,kg,rate_kgph,rate_p20,rate_p80,oee_mean_hw,recent_n_runs,recent_hrs,recent_kg,recent_rate_kgph,recent_rate_p20,recent_rate_p80,recent_oee_mean_hw,low_evidence,capable,calc_rate_kgph,in_capability_table,measured_over_calc,recent_over_calc
P20,280587,True,2025-04-10,2025-12-01,2,90.1,118437.0,1314.2,1006.9,1583.9,0.585,2.0,90.1,118437.0,1314.2,1006.9,1583.9,0.585,True,1.0,1475.0,True,0.891,0.891
P20,280588,True,2025-04-06,2025-04-06,1,12.0,16854.0,1404.5,1404.5,1404.5,0.6252,1.0,12.0,16854.0,1404.5,1404.5,1404.5,0.6252,True,1.0,1475.0,True,0.952,0.952
P20,280589,True,2025-04-27,2025-04-27,1,36.0,60428.0,1678.6,1678.6,1678.6,0.7472,1.0,36.0,60428.0,1678.6,1678.6,1678.6,0.7472,True,1.0,1475.0,True,1.138,1.138
P20,280659,True,2026-03-05,2026-04-12,5,192.5,335495.0,1742.8,1646.0,1838.6,0.7758,5.0,192.5,335495.0,1742.8,1646.0,1838.6,0.7758,False,1.0,1475.0,True,1.182,1.182
P20,280674,True,2026-02-26,2026-03-17,2,184.0,298173.0,1620.5,1613.5,1625.1,0.7214,2.0,184.0,298173.0,1620.5,1613.5,1625.1,0.7214,True,,,False,,
P20,570261,True,2025-12-19,2026-06-16,5,181.0,225731.0,1247.1,1025.8,1546.7,0.5552,5.0,181.0,225731.0,1247.1,1025.8,1546.7,0.5552,False,1.0,1475.0,True,0.845,0.845
P21,120464,True,2025-08-14,2025-08-14,1,24.0,16330.0,680.4,680.4,680.4,0.3029,1.0,24.0,16330.0,680.4,680.4,680.4,0.3029,True,,,False,,
P21,280166,True,2025-08-13,2025-08-13,1,24.0,37974.0,1582.2,1582.2,1582.2,0.7043,1.0,24.0,37974.0,1582.2,1582.2,1582.2,0.7043,True,,,False,,
P21,280212,True,2025-06-22,2026-07-17,6,288.5,435780.0,1510.5,1458.0,1616.1,0.6724,6.0,288.5,435780.0,1510.5,1458.0,1616.1,0.6724,False,1.0,1432.0,True,1.055,1.055
P21,280213,True,2025-07-13,2026-04-14,6,316.0,456692.0,1445.2,1253.6,1624.9,0.6434,6.0,316.0,456692.0,1445.2,1253.6,1624.9,0.6434,False,1.0,1432.0,True,1.009,1.009
P21,280222,True,2025-05-06,2025-10-01,14,879.6,1315580.0,1495.7,1350.8,1649.3,0.6658,14.0,879.6,1315580.0,1495.7,1350.8,1649.3,0.6658,False,1.0,1432.0,True,1.044,1.044
P21,280256,True,2025-08-08,2025-08-08,1,24.0,23782.0,990.9,990.9,990.9,0.4411,1.0,24.0,23782.0,990.9,990.9,990.9,0.4411,True,0.0,1432.0,True,0.692,0.692
P21,280323,True,2025-04-21,2026-07-03,7,307.5,456674.0,1485.1,1358.8,1635.0,0.6611,7.0,307.5,456674.0,1485.1,1358.8,1635.0,0.6611,False,1.0,1432.0,True,1.037,1.037
P21,280324,True,2024-10-29,2026-09-01,25,1753.1,2549964.0,1454.5,1259.8,1642.4,0.65,25.0,1753.1,2549964.0,1454.5,1259.8,1642.4,0.65,False,1.0,1432.0,True,1.016,1.016
P21,280405,True,2025-08-06,2025-08-06,1,37.0,55220.0,1492.4,1492.4,1492.4,0.6644,1.0,37.0,55220.0,1492.4,1492.4,1492.4,0.6644,True,1.0,1432.0,True,1.042,1.042
P21,280451,True,2025-11-02,2025-11-02,1,63.0,89555.0,1421.5,1421.5,1421.5,0.6328,1.0,63.0,89555.0,1421.5,1421.5,1421.5,0.6328,True,0.0,1432.0,True,0.993,0.993
P21,280480,True,2024-11-06,2026-08-30,35,2910.8,4102578.0,1409.4,1316.8,1593.7,0.636,35.0,2910.8,4102578.0,1409.4,1316.8,1593.7,0.636,False,1.0,1432.0,True,0.984,0.984
P21,280489,True,2025-04-28,2025-05-22,5,262.0,406083.0,1549.9,1503.8,1599.4,0.69,5.0,262.0,406083.0,1549.9,1503.8,1599.4,0.69,False,1.0,1432.0,True,1.082,1.082
P21,280490,True,2025-08-12,2026-08-23,12,489.0,739829.0,1512.9,1406.5,1600.3,0.6735,12.0,489.0,739829.0,1512.9,1406.5,1600.3,0.6735,False,1.0,1432.0,True,1.056,1.056
P21,280559,True,2025-07-11,2026-08-09,4,160.0,233347.0,1458.4,1395.2,1518.1,0.6492,4.0,160.0,233347.0,1458.4,1395.2,1518.1,0.6492,False,1.0,1432.0,True,1.018,1.018
P21,280564,True,2025-09-06,2026-08-08,4,136.0,179863.0,1322.5,1049.4,1549.2,0.5887,4.0,136.0,179863.0,1322.5,1049.4,1549.2,0.5887,False,1.0,1432.0,True,0.924,0.924
P21,280590,True,2025-06-26,2026-08-03,6,265.0,313706.0,1183.8,887.0,1461.1,0.527,6.0,265.0,313706.0,1183.8,887.0,1461.1,0.527,False,1.0,1432.0,True,0.827,0.827
P21,280591,True,2020-06-21,2026-08-12,10,464.0,577011.0,1243.6,999.4,1441.5,0.5536,9.0,452.0,561811.0,1242.9,996.1,1445.0,0.5533,False,1.0,1432.0,True,0.868,0.868
P21,280592,True,2025-04-30,2026-07-14,4,109.2,161615.0,1479.3,1248.7,1662.4,0.6585,4.0,109.2,161615.0,1479.3,1248.7,1662.4,0.6585,False,1.0,1432.0,True,1.033,1.033
P21,280647,True,2026-01-25,2026-04-10,3,111.0,167182.0,1506.1,1371.8,1603.2,0.6705,3.0,111.0,167182.0,1506.1,1371.8,1603.2,0.6705,False,,,False,,
P21,280682,True,2026-03-01,2026-03-01,1,88.0,126999.0,1443.2,1443.2,1443.2,0.6424,1.0,88.0,126999.0,1443.2,1443.2,1443.2,0.6424,True,1.0,1432.0,True,1.008,1.008
P21,280683,True,2026-03-08,2026-03-08,1,40.0,65409.0,1635.2,1635.2,1635.2,0.7279,1.0,40.0,65409.0,1635.2,1635.2,1635.2,0.7279,True,1.0,1432.0,True,1.142,1.142
P21,280686,True,2026-05-25,2026-07-15,8,748.5,1071630.0,1431.7,1288.1,1568.5,0.6505,8.0,748.5,1071630.0,1431.7,1288.1,1568.5,0.6505,False,1.0,1432.0,True,1.0,1.0
P21,570261,True,2025-11-02,2026-05-19,12,594.5,780332.0,1312.6,1179.2,1420.1,0.5843,12.0,594.5,780332.0,1312.6,1179.2,1420.1,0.5843,False,1.0,1432.0,True,0.917,0.917
P22,120436,True,2025-12-19,2025-12-21,2,60.0,72156.0,1202.6,1111.1,1477.0,0.5353,2.0,60.0,72156.0,1202.6,1111.1,1477.0,0.5353,True,1.0,1356.0,True,0.887,0.887
P22,120437,True,2026-03-22,2026-03-22,1,112.0,142227.0,1269.9,1269.9,1269.9,0.5653,1.0,112.0,142227.0,1269.9,1269.9,1269.9,0.5653,True,0.0,1356.0,True,0.937,0.937
P22,120448,True,2026-01-02,2026-08-16,6,387.3,471945.0,1218.5,1085.6,1281.3,0.5424,6.0,387.3,471945.0,1218.5,1085.6,1281.3,0.5424,False,1.0,1356.0,True,0.899,0.899
P22,120464,True,2026-04-05,2026-04-05,1,88.0,148357.0,1685.9,1685.9,1685.9,0.7505,1.0,88.0,148357.0,1685.9,1685.9,1685.9,0.7505,True,,,False,,
P22,241283,True,2026-04-14,2026-08-20,3,88.0,129515.0,1471.8,1308.5,1601.8,0.6552,3.0,88.0,129515.0,1471.8,1308.5,1601.8,0.6552,False,1.0,1356.0,True,1.085,1.085
P22,241287,True,2026-04-19,2026-04-19,1,24.0,35996.0,1499.9,1499.8,1499.8,0.6677,1.0,24.0,35996.0,1499.9,1499.8,1499.8,0.6677,True,,,False,,
P22,251200,True,2026-08-08,2026-08-09,2,24.0,22678.0,944.9,702.3,1187.5,0.4206,2.0,24.0,22678.0,944.9,702.3,1187.5,0.4206,True,1.0,1356.0,True,0.697,0.697
P22,280103,True,2026-04-20,2026-06-21,4,177.0,268307.0,1515.9,1308.0,1712.4,0.6748,4.0,177.0,268307.0,1515.9,1308.0,1712.4,0.6748,False,0.0,1356.0,True,1.118,1.118
P22,280104,True,2026-04-22,2026-05-24,3,76.0,107429.0,1413.5,1217.5,1676.7,0.6292,3.0,76.0,107429.0,1413.5,1217.5,1676.7,0.6292,False,0.0,1356.0,True,1.042,1.042
P22,280107,True,2026-04-03,2026-06-17,2,134.0,198364.0,1480.3,1352.4,1694.7,0.659,2.0,134.0,198364.0,1480.3,1352.4,1694.7,0.659,True,0.0,1356.0,True,1.092,1.092
P22,280121,True,2026-08-07,2026-08-07,1,36.0,43754.0,1215.4,1215.4,1215.4,0.541,1.0,36.0,43754.0,1215.4,1215.4,1215.4,0.541,True,0.0,1356.0,True,0.896,0.896
P22,280169,True,2025-12-21,2026-04-26,5,258.0,328230.0,1272.2,956.8,1643.9,0.6175,5.0,258.0,328230.0,1272.2,956.8,1643.9,0.6175,False,1.0,1356.0,True,0.938,0.938
P22,280212,True,2026-06-10,2026-08-27,4,168.0,217949.0,1297.3,1148.4,1483.4,0.5775,4.0,168.0,217949.0,1297.3,1148.4,1483.4,0.5775,False,1.0,1356.0,True,0.957,0.957
P22,280318,True,2025-11-07,2026-08-04,5,252.0,317542.0,1260.1,1130.8,1377.7,0.5609,5.0,252.0,317542.0,1260.1,1130.8,1377.7,0.5609,False,1.0,1356.0,True,0.929,0.929
P22,280323,True,2026-05-12,2026-08-25,5,156.0,232309.0,1489.2,1320.4,1727.9,0.6629,5.0,156.0,232309.0,1489.2,1320.4,1727.9,0.6629,False,1.0,1356.0,True,1.098,1.098
P22,280324,True,2025-10-21,2026-08-23,11,353.0,574344.0,1627.0,1514.3,1827.4,0.7243,11.0,353.0,574344.0,1627.0,1514.3,1827.4,0.7243,False,1.0,1356.0,True,1.2,1.2
P22,280344,True,2026-05-22,2026-07-12,2,107.0,147258.0,1376.2,1130.7,1678.0,0.6126,2.0,107.0,147258.0,1376.2,1130.7,1678.0,0.6126,True,1.0,1356.0,True,1.015,1.015
P22,280421,True,2025-11-10,2026-04-23,2,113.0,146404.0,1295.6,1220.8,1350.9,0.5767,2.0,113.0,146404.0,1295.6,1220.8,1350.9,0.5767,True,1.0,1356.0,True,0.955,0.955
P22,280425,True,2026-06-15,2026-06-15,1,46.0,74614.0,1622.0,1622.0,1622.0,0.7221,1.0,46.0,74614.0,1622.0,1622.0,1622.0,0.7221,True,1.0,1356.0,True,1.196,1.196
P22,280451,True,2025-12-12,2026-07-06,4,164.0,238806.0,1456.1,1298.1,1703.1,0.6482,4.0,164.0,238806.0,1456.1,1298.1,1703.1,0.6482,False,1.0,1356.0,True,1.074,1.074
P22,280452,True,2025-12-12,2026-07-08,4,138.0,170763.0,1237.4,1087.3,1338.2,0.5508,4.0,138.0,170763.0,1237.4,1087.3,1338.2,0.5508,False,1.0,1356.0,True,0.913,0.913
P22,280453,True,2025-11-16,2026-07-09,3,154.0,164604.0,1068.9,985.5,1244.7,0.4758,3.0,154.0,164604.0,1068.9,985.5,1244.7,0.4758,False,1.0,1356.0,True,0.788,0.788
P22,280480,True,2025-11-02,2026-08-21,15,917.0,1366618.0,1490.3,1279.0,1675.7,0.6634,15.0,917.0,1366618.0,1490.3,1279.0,1675.7,0.6634,False,1.0,1356.0,True,1.099,1.099
P22,280490,True,2026-06-25,2026-07-25,4,228.0,351602.0,1542.1,1525.6,1665.0,0.6865,4.0,228.0,351602.0,1542.1,1525.6,1665.0,0.6865,False,1.0,1356.0,True,1.137,1.137
P22,280590,True,2025-11-21,2026-08-30,5,200.0,308118.0,1540.6,1415.0,1630.5,0.6858,5.0,200.0,308118.0,1540.6,1415.0,1630.5,0.6858,False,1.0,1356.0,True,1.136,1.136
P22,280591,True,2025-12-07,2026-09-01,6,398.0,615863.0,1547.4,1372.0,1772.3,0.6888,6.0,398.0,615863.0,1547.4,1372.0,1772.3,0.6888,False,1.0,1356.0,True,1.141,1.141
P22,280642,True,2026-04-09,2026-04-09,1,12.0,17196.0,1433.0,1433.0,1433.0,0.6379,1.0,12.0,17196.0,1433.0,1433.0,1433.0,0.6379,True,,,False,,
P22,280647,True,2026-01-23,2026-02-15,4,289.0,460284.0,1592.7,1544.7,1683.9,0.709,4.0,289.0,460284.0,1592.7,1544.7,1683.9,0.709,False,,,False,,
P22,280659,True,2026-04-09,2026-05-03,7,251.0,392298.0,1562.9,1451.9,1667.2,0.7324,7.0,251.0,392298.0,1562.9,1451.9,1667.2,0.7324,False,1.0,1356.0,True,1.153,1.153
P22,280674,True,2026-04-14,2026-04-14,1,24.0,41103.0,1712.6,1712.6,1712.6,0.7624,1.0,24.0,41103.0,1712.6,1712.6,1712.6,0.7624,True,,,False,,
P22,280682,True,2026-03-27,2026-04-28,3,196.0,332747.0,1697.7,1614.7,1759.9,0.7675,3.0,196.0,332747.0,1697.7,1614.7,1759.9,0.7675,False,1.0,1356.0,True,1.252,1.252
P22,280684,True,2026-03-05,2026-03-05,1,63.0,70175.0,1113.9,1113.9,1113.9,0.4959,1.0,63.0,70175.0,1113.9,1113.9,1113.9,0.4959,True,1.0,1356.0,True,0.821,0.821
P22,570261,True,2025-11-02,2025-12-14,3,164.0,203417.0,1240.3,772.3,1409.0,0.5521,3.0,164.0,203417.0,1240.3,772.3,1409.0,0.5521,False,1.0,1356.0,True,0.915,0.915
