line,from_sku,to_sku,n,recent_n,last_seen,setup_hours,ttp_change,ffs_change,tpld_change,cspkr_change,conv_to_org,cinn_to_non_cinn,added_flavors,cip_req_after,in_changeover_table
P11,280316,280206,1,0,2021-04-18,,,,,,,,,,False
P11,280316,280264,1,0,2021-04-21,,,,,,,,,,False
P11,280318,120436,1,1,2025-01-23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,True
P11,280318,120448,1,0,2024-03-02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,True
P11,280318,120464,1,1,2024-10-30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P11,280318,241283,1,0,2024-04-10,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True
P11,280318,251200,1,1,2025-01-10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,True
P11,280318,280107,1,1,2025-10-21,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,True
P11,280318,280130,1,1,2025-02-27,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-2.0,0.0,True
P11,280318,280264,1,0,2023-12-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P11,280318,280352,1,0,2023-04-28,,,,,,,,,,False
P11,280323,241288,1,0,2024-04-08,1.25,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,True
P11,280325,241287,1,0,2021-11-08,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P11,280325,280129,1,0,2021-11-16,1.25,1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,True
P11,280325,280206,1,0,2021-07-18,,,,,,,,,,False
P11,280325,280351,1,0,2022-01-23,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True
P11,280326,120437,1,0,2021-05-02,,,,,,,,,,False
P11,280326,120448,1,0,2021-04-01,,,,,,,,,,False
P11,280326,280052,1,0,2022-02-24,,,,,,,,,,False
P11,280326,280107,1,0,2021-12-02,,,,,,,,,,False
P11,280326,280236,1,0,2021-06-06,,,,,,,,,,False
P11,280326,280264,1,0,2022-08-24,,,,,,,,,,False
P11,280326,280352,1,0,2021-08-31,,,,,,,,,,False
P11,280327,120464,1,0,2021-06-29,,,,,,,,,,False
P11,280327,241283,1,0,2021-04-04,,,,,,,,,,False
P11,280327,251200,1,0,2021-05-09,,,,,,,,,,False
P11,280327,280238,1,0,2024-04-15,,,,,,,,,,False
P11,280327,280240,1,0,2022-11-18,,,,,,,,,,False
P11,280327,280325,1,0,2022-01-22,,,,,,,,,,False
P11,280327,280365,1,0,2024-05-13,,,,,,,,,,False
P11,280345,280256,1,1,2025-07-17,1.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,True
P11,280351,241288,1,0,2022-05-08,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P11,280351,251200,1,0,2024-08-26,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P11,280351,280052,1,0,2023-08-09,1.5,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,True
P11,280351,280107,1,0,2024-06-05,0.75,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,True
P11,280351,280129,1,0,2023-08-01,0.75,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,True
P11,280351,280212,1,0,2022-11-27,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True
P11,280351,280222,1,0,2022-08-12,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True
P11,280351,280240,1,0,2023-10-16,,,,,,,,,,False
P11,280351,280298,1,0,2021-10-25,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P11,280351,280325,1,0,2021-11-02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P11,280351,280326,1,0,2022-01-19,,,,,,,,,,False
P11,280351,280327,1,0,2021-12-17,,,,,,,,,,False
P11,280352,120436,1,0,2023-08-04,,,,,,,,,,False
P11,280352,280212,1,0,2023-03-15,,,,,,,,,,False
P11,280352,280256,1,0,2022-08-07,,,,,,,,,,False
P11,280352,280326,1,0,2022-08-22,,,,,,,,,,False
P11,280358,280169,1,1,2025-05-28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P11,280362,241283,1,1,2024-11-17,,,,,,,,,,False
P11,280362,280351,1,0,2024-05-23,,,,,,,,,,False
P11,280365,280130,1,1,2024-09-05,,,,,,,,,,False
P11,280365,280169,1,0,2024-05-14,,,,,,,,,,False
P11,280365,280327,1,0,2024-04-14,,,,,,,,,,False
P11,280365,280351,1,0,2024-06-10,,,,,,,,,,False
P11,280365,280362,1,1,2024-11-16,,,,,,,,,,False
P11,280365,280435,1,1,2024-10-14,,,,,,,,,,False
P11,280405,251200,1,0,2022-02-18,0.5,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,0.0,True
P11,280405,280169,1,0,2022-04-03,0.5,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,0.0,True
P11,280405,280264,1,0,2022-12-04,0.75,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,True
P11,280405,280352,1,0,2022-03-04,,,,,,,,,,False
P11,280425,280246,1,0,2024-07-20,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True
P11,280425,280264,1,0,2024-05-06,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True
P11,280435,280130,1,0,2023-12-09,,,,,,,,,,False
P11,280435,280169,1,1,2024-10-15,,,,,,,,,,False
P11,280435,280264,1,0,2024-03-06,,,,,,,,,,False
P11,280435,280365,1,0,2024-07-06,,,,,,,,,,False
P11,280450,280318,1,1,2025-10-19,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True
P11,280450,280581,1,1,2025-05-05,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True
P11,280480,280213,1,1,2024-10-09,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,True
P11,280480,280256,1,0,2024-02-12,0.75,1.0,0.0,1.0,0.0,0.0,1.0,-3.0,0.0,True
P11,280541,241287,1,1,2025-04-09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P11,280563,120448,1,1,2025-08-10,0.25,1.0,0.0,1.0,1.0,0.0,0.0,-3.0,0.0,True
P11,280563,280566,1,1,2025-09-22,0.75,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,True
P11,280563,280581,1,1,2026-04-25,0.5,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,0.0,True
P11,280563,280590,1,1,2026-06-20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,True
P11,280563,280660,1,1,2026-05-26,0.25,1.0,0.0,1.0,1.0,0.0,0.0,-3.0,0.0,True
P11,280564,280264,1,1,2026-06-06,1.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,True
P11,280566,120436,1,1,2025-09-11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,True
P11,280566,241287,1,1,2025-09-26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,True
P11,280566,280563,1,1,2025-09-15,1.25,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,True
P11,280572,280573,1,1,2025-12-01,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
P11,280572,280581,1,1,2026-08-27,0.75,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
P11,280572,280591,1,1,2025-11-21,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,True
P11,280573,280425,1,1,2025-12-03,1.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,True
P11,280574,280581,1,1,2025-05-20,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True
P11,280574,280582,1,1,2025-04-29,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True
P11,280576,280256,1,1,2025-03-31,1.25,1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,True
P11,280578,241283,1,1,2026-07-22,1.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,True
P11,280578,280566,1,1,2025-09-14,1.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,True
P11,280578,280572,1,1,2025-11-20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,True
P11,280578,280673,1,1,2026-06-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P11,280581,251200,1,1,2025-05-22,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True
P11,280581,280264,1,1,2025-08-22,1.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,True
P11,280581,280318,1,1,2025-05-08,1.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,True
P11,280581,280578,1,1,2026-06-15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P11,280581,280659,1,1,2026-04-28,0.75,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,True
P11,280582,251200,1,1,2025-05-01,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True
P11,280582,280107,1,1,2025-08-15,1.25,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,True
P11,280582,280541,1,1,2025-04-06,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True
P11,280590,280563,1,1,2026-07-07,0.75,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,True
P11,280592,241283,1,1,2025-06-11,2.25,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,True
P11,280592,280298,1,1,2026-06-22,1.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,True
P11,280601,280602,1,1,2025-07-13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P11,280602,280345,1,1,2025-07-14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P11,280659,280264,1,1,2026-04-29,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True
P11,280660,251200,1,1,2026-05-20,1.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,True
P11,280660,280264,1,1,2026-05-12,1.5,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,True
P11,280660,280564,1,1,2026-06-05,1.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,True
P11,280660,280571,1,1,2026-03-28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P11,280660,280682,1,1,2026-07-01,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P11,280673,280264,1,1,2026-06-17,1.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,True
P11,280673,280566,1,1,2026-04-14,1.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,True
P11,280682,280590,1,1,2026-07-02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P11,280682,280660,1,1,2026-07-01,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P11,280683,280682,1,1,2026-06-30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,True
P12,120436,120437,13,0,2024-01-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280095,280093,13,0,2020-01-27,,,,,,,,,,False
P12,120437,120448,12,0,2024-01-20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120448,120436,12,3,2026-02-11,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
P12,280096,280095,12,0,2020-02-10,,,,,,,,,,False
P12,120436,120448,10,1,2024-11-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120436,280256,10,5,2025-07-02,1.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,True
P12,280093,280095,10,0,2020-08-20,,,,,,,,,,False
P12,120431,120532,9,0,2023-06-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120437,120431,9,0,2022-11-28,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,120437,120444,9,1,2024-11-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280095,280096,9,0,2020-03-23,,,,,,,,,,False
P12,120431,120437,8,0,2022-05-15,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,120448,280256,8,0,2024-04-21,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,True
P12,120532,120431,8,2,2026-02-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280107,120436,8,2,2025-11-20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280256,120437,8,3,2025-02-01,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,280377,280376,8,2,2026-08-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120430,120431,7,0,2024-05-23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120430,120433,7,0,2024-05-08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120430,120436,7,0,2024-01-28,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,120431,120430,7,1,2025-11-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120444,120437,7,0,2022-08-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120448,120437,7,1,2024-11-14,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
P12,120450,120451,7,0,2020-10-02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280096,280093,7,0,2020-03-24,,,,,,,,,,False
P12,280107,120448,7,3,2025-11-10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280223,280230,7,0,2021-05-13,,,,,,,,,,False
P12,280256,280107,7,4,2025-03-10,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,280376,280375,7,4,2025-07-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280376,280379,7,2,2026-08-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280377,280375,7,2,2026-01-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280379,280377,7,0,2023-11-30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280380,280376,7,4,2025-12-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280380,280426,7,2,2026-01-22,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True
P12,280539,280397,7,7,2026-08-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True
P12,120430,120450,6,1,2025-01-22,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True
P12,120430,120531,6,1,2025-11-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120431,120465,6,0,2021-04-21,,,,,,,,,,False
P12,120435,120430,6,0,2019-11-21,,,,,,,,,,False
P12,120436,120430,6,0,2024-01-28,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,120437,280256,6,2,2025-02-01,1.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,True
P12,120450,120453,6,1,2025-09-02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120536,280164,6,0,2024-04-29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280107,280256,6,1,2025-01-08,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,280256,120436,6,2,2025-03-01,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,280375,280377,6,1,2026-06-23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280375,280378,6,2,2025-12-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280376,280377,6,3,2026-03-31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280378,280380,6,4,2026-04-14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120435,120444,5,0,2022-10-05,,,,,,,,,,False
P12,120436,120444,5,0,2024-06-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120437,120436,5,0,2021-11-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120437,120532,5,0,2021-12-12,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,120444,120435,5,0,2020-04-02,,,,,,,,,,False
P12,120448,120430,5,0,2024-03-27,1.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,True
P12,120450,120430,5,0,2024-04-24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120531,120430,5,1,2025-01-20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120532,120450,5,0,2022-03-05,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True
P12,120532,120536,5,1,2025-10-04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280225,280226,5,0,2021-04-13,,,,,,,,,,False
P12,280226,280227,5,0,2021-04-13,,,,,,,,,,False
P12,280256,120448,5,1,2024-11-11,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,280375,280488,5,5,2026-04-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280376,280378,5,2,2026-01-15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280376,280380,5,3,2026-07-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280379,280376,5,4,2026-03-31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280426,280380,5,1,2025-12-07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True
P12,280426,280436,5,5,2026-08-02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120430,120532,4,1,2025-01-30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120430,120534,4,1,2025-10-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120431,280090,4,0,2024-06-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120433,120430,4,1,2025-09-08,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
P12,120437,241281,4,0,2022-09-27,,,,,,,,,,False
P12,120444,120436,4,0,2021-08-28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120450,280107,4,0,2024-05-30,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,120451,120431,4,0,2023-10-04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120453,120431,4,1,2025-09-03,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
P12,120465,120431,4,0,2020-10-21,,,,,,,,,,False
P12,120532,280090,4,1,2025-07-30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120536,280090,4,2,2025-10-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120536,280383,4,0,2024-08-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280003,120433,4,0,2019-04-03,,,,,,,,,,False
P12,280090,280164,4,1,2024-09-25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280093,120430,4,0,2019-10-23,,,,,,,,,,False
P12,280228,280229,4,0,2021-04-09,,,,,,,,,,False
P12,280256,120430,4,3,2025-08-10,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,280256,120431,4,0,2024-06-16,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,280256,120450,4,0,2024-04-23,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,280375,280380,4,2,2026-05-14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280377,280378,4,3,2026-06-24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280379,280375,4,2,2026-06-22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280379,280380,4,2,2025-12-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280380,280375,4,2,2026-04-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280380,280377,4,3,2026-08-04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120430,120435,3,0,2022-02-11,,,,,,,,,,False
P12,120430,120451,3,1,2025-09-15,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True
P12,120430,280095,3,0,2019-09-16,,,,,,,,,,False
P12,120431,120435,3,0,2021-06-07,,,,,,,,,,False
P12,120433,120435,3,0,2022-01-25,,,,,,,,,,False
P12,120433,280003,3,0,2018-08-23,,,,,,,,,,False
P12,120435,120536,3,0,2021-10-25,,,,,,,,,,False
P12,120436,120450,3,0,2023-10-17,1.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,True
P12,120436,120465,3,0,2021-04-02,,,,,,,,,,False
P12,120436,280107,3,1,2025-11-09,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True
P12,120444,120448,3,0,2024-03-22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120444,120536,3,0,2023-06-28,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,120444,280256,3,1,2024-11-21,1.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,True
P12,120448,120444,3,0,2021-11-03,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
P12,120448,120534,3,1,2026-02-07,1.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,True
P12,120448,120536,3,0,2024-06-02,1.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,True
P12,120448,241281,3,0,2021-10-21,,,,,,,,,,False
P12,120450,120465,3,0,2022-02-08,,,,,,,,,,False
P12,120450,280256,3,2,2025-08-06,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,120451,120437,3,0,2022-04-13,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,120453,120448,3,1,2025-10-11,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,120453,120450,3,0,2023-07-15,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
P12,120453,280107,3,0,2021-01-29,1.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,True
P12,120453,280256,3,1,2025-02-20,1.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,True
P12,120465,120435,3,0,2022-11-02,,,,,,,,,,False
P12,120465,120448,3,0,2022-04-08,,,,,,,,,,False
P12,120532,120437,3,1,2025-01-31,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,120532,120465,3,0,2021-12-13,,,,,,,,,,False
P12,120532,280164,3,1,2025-08-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120534,120532,3,1,2025-10-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120536,120430,3,1,2025-10-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120536,120435,3,0,2022-10-04,,,,,,,,,,False
P12,120536,120531,3,1,2025-02-18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120536,120532,3,0,2022-10-30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,241281,280107,3,0,2021-10-22,,,,,,,,,,False
P12,280107,120437,3,0,2022-09-25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280114,120453,3,0,2022-04-10,,,,,,,,,,False
P12,280114,280115,3,0,2022-02-18,,,,,,,,,,False
P12,280164,120431,3,1,2025-11-15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280164,120531,3,0,2024-05-21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280227,280228,3,0,2021-03-02,,,,,,,,,,False
P12,280229,280225,3,0,2021-04-11,,,,,,,,,,False
P12,280230,280223,3,0,2020-05-01,,,,,,,,,,False
P12,280230,280232,3,0,2021-05-14,,,,,,,,,,False
P12,280375,280376,3,2,2025-09-29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280375,280379,3,0,2024-04-08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280377,280379,3,2,2025-03-15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280377,280380,3,1,2025-07-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280378,280426,3,3,2026-06-25,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True
P12,280379,280488,3,2,2026-05-15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280380,280378,3,1,2026-07-18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280380,280379,3,2,2026-05-14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280384,120536,3,0,2024-06-08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,280397,280539,3,3,2026-06-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True
P12,280426,280256,3,1,2024-12-10,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,280488,280378,3,3,2026-07-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120430,120437,2,0,2022-10-23,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,120430,120448,2,0,2024-04-25,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,120430,120536,2,1,2025-08-02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120430,280114,2,0,2019-09-09,,,,,,,,,,False
P12,120431,120433,2,1,2025-09-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120431,120434,2,0,2024-04-13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P12,120431,120436,2,0,2024-05-12,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True
P12,120431,120453,2,1,2025-10-10,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True
