sku,line,hrs,n_runs,share_of_sku_hrs,recent_hrs,recent_n_runs,recent_share_of_sku_hrs,rank_by_recent_hrs
280318,P20,319.0,9,0.097,288.0,7.0,0.198,3.0
280318,P22,252.0,5,0.077,252.0,5.0,0.173,4.0
280318,P13,404.0,16,0.123,96.0,3.0,0.066,5.0
280318,P09,1240.5,39,0.379,84.0,3.0,0.058,6.0
280318,P15,223.0,10,0.068,72.0,3.0,0.049,7.0
280318,P17,24.0,1,0.007,24.0,1.0,0.016,8.0
280318,P18,24.0,1,0.007,24.0,1.0,0.016,9.0
280323,P19,1978.5,29,0.302,554.0,9.0,0.235,1.0
280323,P16,679.25,14,0.104,540.25,12.0,0.229,2.0
280323,P21,307.5,7,0.047,307.5,7.0,0.131,3.0
280323,P17,1036.25,30,0.158,305.25,9.0,0.13,4.0
280323,P20,497.75,11,0.076,273.75,7.0,0.116,5.0
280323,P18,965.0,24,0.147,188.0,6.0,0.08,6.0
280323,P22,156.0,5,0.024,156.0,5.0,0.066,7.0
280323,P15,770.0,18,0.117,24.0,1.0,0.01,8.0
280323,P09,145.0,4,0.022,6.0,1.0,0.003,9.0
280323,P11,12.0,1,0.002,,,,
280323,P14,12.0,1,0.002,,,,
280324,P21,1753.12,25,0.077,1753.12,25.0,0.241,1.0
280324,P18,4992.25,76,0.22,1633.5,27.0,0.225,2.0
280324,P19,3066.5,46,0.135,1216.0,19.0,0.167,3.0
280324,P17,5237.5,85,0.231,973.0,19.0,0.134,4.0
280324,P20,956.5,17,0.042,884.5,15.0,0.122,5.0
280324,P22,353.0,11,0.016,353.0,11.0,0.049,6.0
280324,P16,2249.13,31,0.099,270.0,5.0,0.037,7.0
280324,P09,2742.0,41,0.121,163.0,5.0,0.022,8.0
280324,P15,1292.8,29,0.057,24.0,1.0,0.003,9.0
280324,P13,12.0,1,0.001,,,,
280325,P09,620.69,14,0.196,,,,
280325,P11,242.0,6,0.076,,,,
280325,P12,12.0,1,0.004,,,,
280325,P13,812.0,12,0.257,,,,
280325,P15,882.0,12,0.279,,,,
280325,P16,584.0,9,0.185,,,,
280325,P17,12.0,1,0.004,,,,
280326,P11,428.0,13,0.775,,,,
280326,P13,57.0,3,0.103,,,,
280326,P14,67.0,1,0.121,,,,
280327,P11,384.0,13,0.296,,,,
280327,P13,901.0,21,0.695,,,,
280327,P16,12.0,1,0.009,,,,
280344,P18,1430.1,30,0.483,1270.1,28.0,0.512,1.0
280344,P20,871.12,22,0.294,579.12,15.0,0.233,2.0
280344,P09,208.0,4,0.07,184.0,3.0,0.074,3.0
280344,P17,172.0,4,0.058,172.0,4.0,0.069,4.0
280344,P15,170.53,5,0.058,170.53,5.0,0.069,5.0
280344,P22,107.0,2,0.036,107.0,2.0,0.043,6.0
280345,P14,536.63,20,0.905,536.63,20.0,0.905,1.0
280345,P11,56.5,2,0.095,56.5,2.0,0.095,2.0
280347,P14,371.0,14,1.0,371.0,14.0,1.0,1.0
280348,P15,1704.35,37,0.794,1216.35,24.0,0.739,1.0
280348,P16,442.0,12,0.206,430.0,11.0,0.261,2.0
280351,P19,6389.15,68,0.095,6389.15,68.0,0.269,1.0
280351,P10,23587.11,206,0.351,5452.5,47.0,0.229,2.0
280351,P16,20518.55,197,0.305,4827.15,45.0,0.203,3.0
280351,P13,6429.72,75,0.096,4580.72,54.0,0.193,4.0
280351,P15,5449.95,73,0.081,2279.95,28.0,0.096,5.0
280351,P09,257.0,10,0.004,135.0,4.0,0.006,6.0
280351,P20,64.0,1,0.001,64.0,1.0,0.003,7.0
280351,P11,3832.2,60,0.057,60.0,2.0,0.003,8.0
280351,P12,24.0,2,0.0,,,,
280351,P17,31.0,2,0.0,,,,
280351,P18,708.0,4,0.011,,,,
280352,P15,12.0,1,0.005,12.0,1.0,0.5,1.0
280352,P16,12.0,1,0.005,12.0,1.0,0.5,2.0
280352,P10,24.0,1,0.01,,,,
280352,P11,2464.0,46,0.976,,,,
280352,P12,12.0,1,0.005,,,,
280355,P09,24.0,1,0.333,,,,
280355,P13,48.0,2,0.667,,,,
280357,P13,134.0,1,1.0,,,,
280358,P11,90.0,3,1.0,90.0,3.0,1.0,1.0
280362,P14,714.0,16,0.574,98.0,3.0,0.49,1.0
280362,P13,391.5,15,0.315,61.0,4.0,0.305,2.0
280362,P11,139.0,6,0.112,41.0,2.0,0.205,3.0
280365,P11,261.0,10,0.201,132.0,4.0,0.632,1.0
280365,P13,351.0,9,0.271,57.0,2.0,0.273,2.0
280365,P14,685.0,13,0.528,20.0,1.0,0.096,3.0
280375,P12,769.0,34,0.985,401.0,18.0,1.0,1.0
280375,P13,12.0,1,0.015,,,,
280376,P12,922.5,34,1.0,443.0,16.0,1.0,1.0
280377,P12,894.5,35,1.0,289.0,13.0,1.0,1.0
280378,P12,489.49,28,1.0,254.12,15.0,1.0,1.0
280379,P12,1040.0,36,1.0,518.0,17.0,1.0,1.0
280380,P12,1316.5,40,1.0,575.0,18.0,1.0,1.0
280383,P14,158.0,9,0.396,67.0,3.0,1.0,1.0
280383,P12,241.0,12,0.604,,,,
280384,P14,120.0,7,0.374,60.0,3.0,1.0,1.0
280384,P12,201.0,12,0.626,,,,
280385,P12,151.0,10,0.759,,,,
280385,P14,48.0,3,0.241,,,,
280388,P10,72.0,5,0.545,,,,
280388,P16,60.0,3,0.455,,,,
280391,P09,775.0,23,0.305,268.0,7.0,0.618,1.0
280391,P18,138.0,3,0.054,126.0,2.0,0.29,2.0
280391,P15,1100.5,20,0.434,24.0,1.0,0.055,3.0
280391,P17,440.5,11,0.174,16.0,1.0,0.037,4.0
280391,P10,4.0,1,0.002,,,,
280391,P20,79.0,2,0.031,,,,
280395,P15,325.0,1,1.0,,,,
280396,P15,12.0,1,0.158,,,,
280396,P17,64.0,1,0.842,,,,
280397,P12,292.0,14,1.0,292.0,14.0,1.0,1.0
280401,P14,24.0,2,0.099,12.0,1.0,1.0,1.0
280401,P12,218.0,11,0.901,,,,
280403,P12,105.0,6,1.0,,,,
280404,P14,36.0,2,0.429,12.0,1.0,1.0,1.0
280404,P12,48.0,2,0.571,,,,
280405,P17,974.0,21,0.177,268.0,5.0,0.249,1.0
280405,P18,438.0,9,0.079,244.0,5.0,0.227,2.0
280405,P11,552.0,14,0.1,234.0,5.0,0.218,3.0
280405,P15,1719.0,26,0.312,174.0,4.0,0.162,4.0
280405,P19,94.0,3,0.017,94.0,3.0,0.087,5.0
280405,P21,37.0,1,0.007,37.0,1.0,0.034,6.0
280405,P16,565.5,11,0.102,24.0,1.0,0.022,7.0
280405,P09,247.0,4,0.045,,,,
280405,P10,79.0,1,0.014,,,,
280405,P13,812.0,13,0.147,,,,
280421,P18,877.83,19,0.255,697.83,16.0,0.356,1.0
280421,P09,1189.25,34,0.345,545.25,16.0,0.278,2.0
280421,P20,424.0,10,0.123,382.0,9.0,0.195,3.0
280421,P15,379.0,11,0.11,132.0,3.0,0.067,4.0
280421,P22,113.0,2,0.033,113.0,2.0,0.058,5.0
280421,P17,466.0,10,0.135,92.0,5.0,0.047,6.0
280425,P09,131.5,3,0.271,131.5,3.0,0.334,1.0
280425,P16,108.0,4,0.222,108.0,4.0,0.274,2.0
280425,P13,84.0,4,0.173,48.0,2.0,0.122,3.0
280425,P15,48.0,2,0.099,48.0,2.0,0.122,4.0
280425,P22,46.0,1,0.095,46.0,1.0,0.117,5.0
280425,P11,68.5,4,0.141,12.0,1.0,0.03,6.0
280426,P12,567.6,21,1.0,389.6,12.0,1.0,1.0
280435,P11,76.5,4,1.0,16.5,1.0,1.0,1.0
280436,P12,236.0,10,1.0,236.0,10.0,1.0,1.0
280450,P09,215.0,12,0.428,78.0,3.0,0.364,1.0
280450,P11,66.0,3,0.131,66.0,3.0,0.308,2.0
280450,P16,37.0,2,0.074,37.0,2.0,0.173,3.0
280450,P13,148.0,6,0.295,33.0,1.0,0.154,4.0
280450,P15,36.0,1,0.072,,,,
280451,P09,1385.05,43,0.428,641.55,24.0,0.363,1.0
280451,P20,292.0,7,0.09,292.0,7.0,0.165,2.0
280451,P17,736.1,11,0.227,216.1,5.0,0.122,3.0
280451,P18,227.0,6,0.07,203.0,5.0,0.115,4.0
280451,P15,372.55,9,0.115,186.55,6.0,0.106,5.0
280451,P22,164.0,4,0.051,164.0,4.0,0.093,6.0
280451,P21,63.0,1,0.019,63.0,1.0,0.036,7.0
280452,P09,991.8,35,0.542,494.8,19.0,0.429,1.0
280452,P18,276.0,8,0.151,264.0,7.0,0.229,2.0
280452,P17,236.0,5,0.129,172.0,3.0,0.149,3.0
280452,P22,138.0,4,0.075,138.0,4.0,0.12,4.0
280452,P15,168.0,5,0.092,84.0,3.0,0.073,5.0
280452,P10,19.0,1,0.01,,,,
280453,P09,1134.0,33,0.614,511.0,13.0,0.48,1.0
280453,P18,196.0,5,0.106,196.0,5.0,0.184,2.0
280453,P22,154.0,3,0.083,154.0,3.0,0.145,3.0
280453,P20,148.0,4,0.08,148.0,4.0,0.139,4.0
280453,P15,143.0,3,0.077,31.0,1.0,0.029,5.0
280453,P17,72.0,2,0.039,24.0,1.0,0.023,6.0
280454,P16,180.0,6,0.236,180.0,6.0,0.75,1.0
280454,P18,301.0,6,0.394,48.0,1.0,0.2,2.0
280454,P20,12.0,1,0.016,12.0,1.0,0.05,3.0
280454,P15,194.0,4,0.254,,,,
280454,P17,12.0,1,0.016,,,,
280454,P19,64.0,1,0.084,,,,
280478,P14,972.0,29,0.51,972.0,29.0,0.586,1.0
280478,P09,934.5,25,0.49,687.5,20.0,0.414,2.0
280480,P21,2910.85,35,0.198,2910.85,35.0,0.277,1.0
280480,P17,2897.75,42,0.197,2355.5,34.0,0.224,2.0
280480,P18,3399.75,59,0.231,2052.75,37.0,0.195,3.0
280480,P19,3297.33,45,0.224,1278.33,18.0,0.121,4.0
280480,P22,917.0,15,0.062,917.0,15.0,0.087,5.0
280480,P20,463.25,8,0.031,463.25,8.0,0.044,6.0
280480,P16,276.32,5,0.019,276.32,5.0,0.026,7.0
280480,P13,112.0,2,0.008,112.0,2.0,0.011,8.0
280480,P15,341.0,6,0.023,96.0,1.0,0.009,9.0
280480,P11,84.0,2,0.006,48.0,1.0,0.005,10.0
280480,P09,12.0,1,0.001,12.0,1.0,0.001,11.0
280488,P12,220.27,16,1.0,204.27,14.0,1.0,1.0
280489,P21,262.0,5,0.231,262.0,5.0,0.337,1.0
280489,P19,411.0,5,0.362,251.0,3.0,0.323,2.0
280489,P18,373.0,5,0.329,176.0,2.0,0.227,3.0
280489,P17,64.0,2,0.056,64.0,2.0,0.082,4.0
280489,P09,24.0,1,0.021,24.0,1.0,0.031,5.0
280490,P18,732.0,14,0.299,732.0,14.0,0.299,1.0
280490,P21,489.0,12,0.2,489.0,12.0,0.2,2.0
280490,P17,457.0,7,0.187,457.0,7.0,0.187,3.0
280490,P16,314.0,6,0.128,314.0,6.0,0.128,4.0
280490,P22,228.0,4,0.093,228.0,4.0,0.093,5.0
280490,P20,96.0,3,0.039,96.0,3.0,0.039,6.0
280490,P09,54.0,1,0.022,54.0,1.0,0.022,7.0
280490,P15,54.0,2,0.022,54.0,2.0,0.022,8.0
280490,P13,24.0,2,0.01,24.0,2.0,0.01,9.0
280493,P09,502.5,18,0.738,339.5,13.0,0.762,1.0
280493,P15,70.0,2,0.103,70.0,2.0,0.157,2.0
280493,P18,108.0,3,0.159,36.0,1.0,0.081,3.0
280516,P20,95.0,1,1.0,,,,
280517,P09,36.0,1,0.268,36.0,1.0,0.643,1.0
280517,P11,20.0,1,0.149,20.0,1.0,0.357,2.0
280517,P13,78.5,3,0.584,,,,
280539,P12,313.5,11,1.0,313.5,11.0,1.0,1.0
280541,P09,114.0,3,0.444,114.0,3.0,0.444,1.0
280541,P11,50.0,1,0.195,50.0,1.0,0.195,2.0
280541,P16,42.0,1,0.163,42.0,1.0,0.163,3.0
280541,P15,36.0,1,0.14,36.0,1.0,0.14,4.0
280541,P18,15.0,1,0.058,15.0,1.0,0.058,5.0
280557,P09,24.0,1,1.0,24.0,1.0,1.0,1.0
280559,P16,248.5,8,0.505,248.5,8.0,0.505,1.0
280559,P21,160.0,4,0.325,160.0,4.0,0.325,2.0
280559,P15,60.0,2,0.122,60.0,2.0,0.122,3.0
280559,P18,24.0,1,0.049,24.0,1.0,0.049,4.0
280563,P16,620.0,15,0.512,620.0,15.0,0.512,1.0
280563,P11,484.0,8,0.399,484.0,8.0,0.399,2.0
280563,P15,60.0,1,0.05,60.0,1.0,0.05,3.0
280563,P09,48.0,1,0.04,48.0,1.0,0.04,4.0
280564,P16,240.5,6,0.531,240.5,6.0,0.531,1.0
280564,P21,136.0,4,0.301,136.0,4.0,0.301,2.0
280564,P18,40.0,2,0.088,40.0,2.0,0.088,3.0
280564,P11,36.0,1,0.08,36.0,1.0,0.08,4.0
280566,P11,306.0,5,0.421,306.0,5.0,0.421,1.0
280566,P09,174.5,5,0.24,174.5,5.0,0.24,2.0
280566,P16,150.0,4,0.206,150.0,4.0,0.206,3.0
280566,P15,96.0,2,0.132,96.0,2.0,0.132,4.0
280567,P18,248.0,2,0.954,248.0,2.0,0.954,1.0
280567,P16,12.0,1,0.046,12.0,1.0,0.046,2.0
280571,P14,435.0,11,0.511,435.0,11.0,0.511,1.0
280571,P09,386.0,9,0.453,386.0,9.0,0.453,2.0
280571,P11,30.5,2,0.036,30.5,2.0,0.036,3.0
280572,P14,217.0,6,0.388,217.0,6.0,0.388,1.0
280572,P09,210.0,6,0.376,210.0,6.0,0.376,2.0
280572,P11,132.0,3,0.236,132.0,3.0,0.236,3.0
280573,P09,114.0,4,0.502,114.0,4.0,0.502,1.0
280573,P14,108.0,3,0.475,108.0,3.0,0.475,2.0
280573,P11,5.23,1,0.023,5.23,1.0,0.023,3.0
280574,P09,366.0,5,0.455,366.0,5.0,0.455,1.0
280574,P11,318.0,4,0.396,318.0,4.0,0.396,2.0
280574,P14,108.0,4,0.134,108.0,4.0,0.134,3.0
280574,P13,12.0,1,0.015,12.0,1.0,0.015,4.0
280576,P09,120.0,4,0.556,120.0,4.0,0.556,1.0
280576,P13,60.0,1,0.278,60.0,1.0,0.278,2.0
280576,P11,36.0,1,0.167,36.0,1.0,0.167,3.0
280578,P11,147.0,4,0.731,147.0,4.0,0.731,1.0
280578,P09,54.0,3,0.269,54.0,3.0,0.269,2.0
280581,P09,948.0,24,0.684,948.0,24.0,0.684,1.0
280581,P11,438.0,9,0.316,438.0,9.0,0.316,2.0
280582,P09,169.0,8,0.701,169.0,8.0,0.701,1.0
280582,P11,72.0,3,0.299,72.0,3.0,0.299,2.0
280583,P20,719.0,19,0.71,719.0,19.0,0.71,1.0
280583,P09,294.0,8,0.29,294.0,8.0,0.29,2.0
280584,P20,800.0,22,0.782,800.0,22.0,0.782,1.0
280584,P09,211.5,6,0.207,211.5,6.0,0.207,2.0
280584,P19,12.0,1,0.012,12.0,1.0,0.012,3.0
280585,P20,824.0,17,0.802,824.0,17.0,0.802,1.0
280585,P09,203.0,7,0.198,203.0,7.0,0.198,2.0
280586,P20,516.0,10,0.608,516.0,10.0,0.608,1.0
280586,P09,332.0,11,0.392,332.0,11.0,0.392,2.0
280587,P09,282.0,10,0.758,282.0,10.0,0.758,1.0
280587,P20,90.12,2,0.242,90.12,2.0,0.242,2.0
280588,P09,243.0,7,0.953,243.0,7.0,0.953,1.0
280588,P20,12.0,1,0.047,12.0,1.0,0.047,2.0
280589,P20,36.0,1,1.0,36.0,1.0,1.0,1.0
280590,P21,265.0,6,0.233,265.0,6.0,0.233,1.0
280590,P22,200.0,5,0.176,200.0,5.0,0.176,2.0
280590,P16,197.5,6,0.174,197.5,6.0,0.174,3.0
280590,P18,161.5,6,0.142,161.5,6.0,0.142,4.0
280590,P11,124.0,5,0.109,124.0,5.0,0.109,5.0
280590,P17,84.0,2,0.074,84.0,2.0,0.074,6.0
280590,P09,64.0,1,0.056,64.0,1.0,0.056,7.0
280590,P19,40.0,1,0.035,40.0,1.0,0.035,8.0
280591,P21,464.0,10,0.302,452.0,9.0,0.297,1.0
280591,P22,398.0,6,0.259,398.0,6.0,0.261,2.0
280591,P16,278.5,6,0.181,278.5,6.0,0.183,3.0
280591,P17,152.0,3,0.099,152.0,3.0,0.1,4.0
280591,P18,126.0,3,0.082,126.0,3.0,0.083,5.0
280591,P15,66.0,1,0.043,66.0,1.0,0.043,6.0
280591,P11,36.0,1,0.023,36.0,1.0,0.024,7.0
280591,P19,14.0,1,0.009,14.0,1.0,0.009,8.0
280592,P17,136.0,2,0.274,136.0,2.0,0.274,1.0
280592,P16,132.0,5,0.265,132.0,5.0,0.265,2.0
280592,P21,109.25,4,0.22,109.25,4.0,0.22,3.0
280592,P11,54.0,2,0.109,54.0,2.0,0.109,4.0
280592,P09,42.0,1,0.084,42.0,1.0,0.084,5.0
280592,P18,24.0,1,0.048,24.0,1.0,0.048,6.0
280601,P14,328.78,11,0.863,328.78,11.0,0.863,1.0
280601,P11,36.0,2,0.095,36.0,2.0,0.095,2.0
280601,P16,16.0,1,0.042,16.0,1.0,0.042,3.0
280602,P14,265.0,12,0.936,265.0,12.0,0.936,1.0
280602,P11,18.0,1,0.064,18.0,1.0,0.064,2.0
280605,P15,222.5,4,0.538,222.5,4.0,0.538,1.0
280605,P12,191.0,5,0.462,191.0,5.0,0.462,2.0
280607,P15,110.0,3,0.615,110.0,3.0,0.615,1.0
280607,P12,69.0,2,0.385,69.0,2.0,0.385,2.0
280609,P15,118.5,5,1.0,118.5,5.0,1.0,1.0
280610,P15,305.0,7,1.0,305.0,7.0,1.0,1.0
280611,P12,246.8,5,1.0,246.8,5.0,1.0,1.0
280612,P12,279.5,11,0.889,279.5,11.0,0.889,1.0
280612,P15,35.0,1,0.111,35.0,1.0,0.111,2.0
280613,P12,245.5,9,0.588,245.5,9.0,0.588,1.0
280613,P15,172.0,4,0.412,172.0,4.0,0.412,2.0
280614,P12,304.7,9,0.705,304.7,9.0,0.705,1.0
280614,P15,127.75,3,0.295,127.75,3.0,0.295,2.0
280615,P12,68.2,3,1.0,68.2,3.0,1.0,1.0
280616,P15,72.0,1,1.0,72.0,1.0,1.0,1.0
280617,P15,217.0,5,1.0,217.0,5.0,1.0,1.0
280622,P15,155.5,4,0.633,155.5,4.0,0.633,1.0
280622,P12,90.0,4,0.367,90.0,4.0,0.367,2.0
280624,P15,28.5,1,1.0,28.5,1.0,1.0,1.0
280642,P14,20.0,1,0.625,20.0,1.0,0.625,1.0
280642,P22,12.0,1,0.375,12.0,1.0,0.375,2.0
280644,P16,24.0,2,1.0,24.0,2.0,1.0,1.0
280647,P22,289.0,4,0.46,289.0,4.0,0.46,1.0
280647,P18,128.0,2,0.204,128.0,2.0,0.204,2.0
280647,P21,111.0,3,0.177,111.0,3.0,0.177,3.0
280647,P17,100.0,2,0.159,100.0,2.0,0.159,4.0
280652,P15,215.0,4,1.0,215.0,4.0,1.0,1.0
280659,P14,497.0,7,0.491,497.0,7.0,0.491,1.0
280659,P22,251.0,7,0.248,251.0,7.0,0.248,2.0
280659,P20,192.5,5,0.19,192.5,5.0,0.19,3.0
280659,P09,42.0,2,0.041,42.0,2.0,0.041,4.0
280659,P11,30.0,1,0.03,30.0,1.0,0.03,5.0
280660,P11,369.0,7,0.431,369.0,7.0,0.431,1.0
280660,P09,246.0,6,0.287,246.0,6.0,0.287,2.0
280660,P14,242.0,7,0.282,242.0,7.0,0.282,3.0
280673,P09,184.0,4,0.692,184.0,4.0,0.692,1.0
280673,P11,82.0,3,0.308,82.0,3.0,0.308,2.0
280674,P20,184.0,2,0.773,184.0,2.0,0.773,1.0
280674,P16,30.0,1,0.126,30.0,1.0,0.126,2.0
280674,P22,24.0,1,0.101,24.0,1.0,0.101,3.0
280682,P22,196.0,3,0.636,196.0,3.0,0.636,1.0
280682,P21,88.0,1,0.286,88.0,1.0,0.286,2.0
280682,P11,24.0,2,0.078,24.0,2.0,0.078,3.0
280683,P16,140.0,2,0.686,140.0,2.0,0.686,1.0
280683,P21,40.0,1,0.196,40.0,1.0,0.196,2.0
280683,P11,24.0,1,0.118,24.0,1.0,0.118,3.0
280684,P22,63.0,1,0.724,63.0,1.0,0.724,1.0
280684,P09,24.0,1,0.276,24.0,1.0,0.276,2.0
280686,P21,748.5,8,0.53,748.5,8.0,0.53,1.0
280686,P18,593.0,8,0.42,593.0,8.0,0.42,2.0
280686,P09,36.0,1,0.025,36.0,1.0,0.025,3.0
280686,P17,36.0,1,0.025,36.0,1.0,0.025,4.0
280689,P15,799.75,13,1.0,799.75,13.0,1.0,1.0
280698,P15,152.0,4,1.0,152.0,4.0,1.0,1.0
570223,P09,96.0,4,0.522,96.0,4.0,0.522,1.0
570223,P18,64.0,2,0.348,64.0,2.0,0.348,2.0
570223,P15,24.0,1,0.13,24.0,1.0,0.13,3.0
570261,P17,1290.5,25,0.517,1290.5,25.0,0.517,1.0
570261,P21,594.5,12,0.238,594.5,12.0,0.238,2.0
570261,P18,200.0,5,0.08,200.0,5.0,0.08,3.0
570261,P20,181.0,5,0.073,181.0,5.0,0.073,4.0
570261,P22,164.0,3,0.066,164.0,3.0,0.066,5.0
570261,P16,66.0,1,0.026,66.0,1.0,0.026,6.0
570468,P09,184.5,9,1.0,184.5,9.0,1.0,1.0
570471,P16,60.0,2,1.0,60.0,2.0,1.0,1.0
570475,P14,90.0,2,1.0,90.0,2.0,1.0,1.0
570560,P16,84.0,3,1.0,84.0,3.0,1.0,1.0
