mo_start_date,LINE,MO,PRODUCT CODE,Sum of OEE,Max of mo_scheduled_hrs,pouches_produced,pouch_weight_g,kg_per_hr
44977,P15,18196,280391,0.783876425,36,352180,90,880.45
44978,P14,18188,120430,0.779850427,30,291976,90,875.93
44978,P15,18195,280166,0.736063778,79,725700,90,826.75
44978,P16,18198,280351,0.733021978,70,640368,90,823.33
44979,P13,18210,280052,0.641472939,79,632441,90,720.50
44980,P09,18178,280316,0.52576774,43,282148,90,590.54
44980,P14,18189,120431,0.612580128,24,183480,90,688.05
44981,P14,18190,120536,0.463274573,12,69380,90,520.35
44981,P14,18191,120444,0.56717033,7,49548,90,637.05
44981,P15,18194,280204,0.581797543,24,174260,90,653.48
44981,P17,18201,280405,0.843162393,12,252544,90,1894.08
44982,P09,18281,280318,0.65782967,7,57468,90,738.87
44982,P12,18280,120448,0.760026042,24,227643,90,853.66
44982,P14,18192,120448,0.672773279,19,159528,90,755.66
44983,P09,18229,280318,0.634935897,12,95088,90,713.16
44983,P09,18230,241283,0.72900641,12,109176,90,818.82
44983,P10,18232,280351,0.748670111,67,626008,90,840.91
44983,P11,18233,280264,0.73483185,67,614437,90,825.36
44983,P12,18237,120448,0.815749378,67,682097,90,916.25
44983,P13,18238,280052,0.585867621,43,314400,90,658.05
44983,P14,18240,120448,0.809855769,12,121284,90,909.63
44983,P14,18241,280107,0.724759615,36,325620,90,814.05
44983,P15,18247,280166,0.783520299,12,117340,90,880.05
44983,P15,18248,280324,0.639004953,55,438613,90,717.73
44983,P16,18260,280325,0.801761151,48,480287,90,900.54
44984,P09,18282,241283,0.51696047,12,77420,90,580.65
44984,P09,18286,280052,0.710799501,36,319348,90,798.37
44985,P13,18239,280405,0.679513889,24,203528,90,763.23
44985,P14,18242,120453,0.795005342,12,119060,90,892.95
44985,P14,18243,120454,0.535844017,12,80248,90,601.86
44985,P16,18287,280324,0.739740251,24,221567,90,830.88
44986,P09,18294,280052,0.582709177,19,138172,90,654.50
44986,P10,18295,280351,0.753986378,96,903336,90,846.88
44986,P11,18296,280264,0.771976981,55,529885,90,867.08
44986,P12,18236,280256,0.562104143,67,470009,90,631.36
44986,P12,18297,120448,0.558620459,12,83659,90,627.44
44986,P13,18298,280405,0.767656382,91,871812,90,862.23
44986,P14,18244,280383,0.744551282,19,176548,90,836.28
44986,P14,18299,120454,0.545726496,12,81728,90,612.96
44986,P15,18300,280324,0.77416878,91,879208,90,869.55
44986,P16,18301,280324,0.685338402,86,735560,90,769.77
44987,P09,18227,280315,0.730448718,24,218784,90,820.44
44987,P11,18235,280130,0.713385862,36,320510,90,801.28
44987,P14,18245,280090,0.597649573,24,179008,90,671.28
44988,P09,18228,280317,0.565847578,36,254224,90,635.56
44988,P09,18228,280324,0.707371795,12,105936,90,794.52
44988,P14,18246,120532,0.722569444,36,324636,90,811.59
44988,P17,18302,280323,#DIV/0!,0,0,90,0.00
44989,P12,18356,120436,0.791713408,12,118567,90,889.25
44990,P09,18305,280316,0.740491453,12,110896,90,831.72
44990,P09,18306,280065,0.659299656,67,551280,90,740.53
44990,P10,18309,280351,0.617788985,153,1179631,90,693.90
44990,P11,18310,280264,0.658828106,103,846884,90,740.00
44990,P12,18342,120436,0.757929354,48,454030,90,851.31
44990,P13,18315,280169,0.783616486,163,1594064,90,880.16
44990,P14,18316,120431,0.739308266,67,618180,90,830.39
44990,P15,18324,280169,0.707211538,12,105912,90,794.34
44990,P15,18325,280103,0.731858352,103,940760,90,822.02
44990,P16,18327,280324,0.771051105,163,1568503,90,866.04
44992,P12,18343,120437,0.62057227,31,240087,90,697.03
44993,P09,18308,251200,0.716947115,48,429480,90,805.28
44993,P12,18344,280256,0.786000935,24,235423,90,882.84
44993,P14,18317,120531,0.689797009,12,103304,90,774.78
44993,P14,18347,280385,0.74019765,12,110852,90,831.39
44994,P11,18311,280352,0.602447552,55,413520,90,676.67
44994,P12,18386,120437,0.743572382,60,556787,90,835.18
44994,P14,18348,280384,0.464690171,12,69592,90,521.94
44994,P14,18349,120451,0.757505342,24,226888,90,850.83
44995,P09,18307,280315,0.424866453,12,63628,90,477.21
44995,P09,18307,280318,0.79104251,19,187572,90,888.50
44995,P14,18350,280013,0.523637821,12,78420,90,588.15
44995,P15,18326,280391,0.800580929,48,479580,90,899.21
44995,P17,18385,280405,0.779262821,10,194504,90,1750.54
44996,P14,18351,280166,0.806957799,24,241700,90,906.38
44997,P09,18361,280052,0.739823718,48,443184,90,830.97
44997,P10,18362,280351,0.690160453,163,1403952,90,775.19
44997,P11,18363,280352,0.656230922,84,687940,90,737.08
44997,P12,18363,280352,0.682612179,12,102228,90,766.71
44997,P12,18387,120448,0.755497403,79,744860,90,848.57
44997,P13,18367,280325,0.752587451,151,1418236,90,845.31
44997,P14,18368,280166,0.7363694,91,836280,90,827.09
44997,P15,18373,280391,0.732891107,79,722572,90,823.18
44997,P16,18376,280324,0.806101399,55,553308,90,905.41
44999,P09,18358,280317,0.448659674,55,307960,90,503.93
44999,P16,18377,280052,0.807230769,100,1007424,90,906.68
45000,P11,18364,280212,0.642679901,31,248640,90,721.86
45000,P15,18375,280052,0.846401331,79,834484,90,950.68
45000,P17,18394,280324,0.383928571,56,536640,90,862.46
45001,P09,18359,280315,0.701949786,48,420496,90,788.43
45001,P12,18389,120536,0.688782051,24,206304,90,773.64
45001,P14,18369,280204,0.748397436,12,112080,90,840.60
45001,P14,18370,120430,0.600314685,55,412056,90,674.27
45002,P11,18365,280052,0.394818376,48,236512,90,443.46
45002,P12,18390,280164,0.716987179,12,107376,90,805.32
45002,P12,18391,120430,0.829558405,36,372704,90,931.76
45003,P09,18406,280065,0.550080128,36,247140,90,617.85
45003,P13,18420,280169,0.830521092,31,321312,90,932.84
45004,P10,18411,280351,0.699180602,115,1003464,90,785.32
45004,P11,18412,280052,0.668349971,65.5,546336,90,750.69
45004,P12,18418,120436,0.791295547,19,187632,90,888.78
45004,P14,18423,280239,0.598357372,24,179220,90,672.08
45004,P15,18426,280052,0.782825855,36,351708,90,879.27
45004,P16,18429,280052,0.663221154,12,99324,90,744.93
45004,P16,18430,280324,0.767689761,151,1446696,90,862.27
45004,P17,18431,280324,0.396186099,159,1572320,90,889.99
45005,P09,18407,280318,0.69599359,12,104232,90,781.74
45005,P12,18417,120437,0.787039263,48,471468,90,884.00
45005,P13,18421,280326,0.672275641,12,100680,90,755.10
45005,P13,18422,280327,0.811520655,36,364600,90,911.50
45005,P14,18425,280365,0.691422943,48,414190,90,776.61
45005,P15,18427,280213,0.70503792,35.5,312360,90,791.90
45006,P09,18408,251200,0.667866005,31,258384,90,750.15
45007,P09,18409,280169,0.596875,36,268164,90,670.41
45007,P11,18413,280240,0.568643162,36,255480,90,638.70
45007,P12,18419,120448,0.704594017,36,316560,90,791.40
45007,P13,18456,280052,0.73690124,91,836884,90,827.69
45007,P14,18413,280166,0.857371795,12,128400,90,963.00
45007,P14,18424,280362,0.738104043,91,838250,90,829.04
45007,P15,18428,280405,0.619482045,103,796307,90,695.80
45008,P11,18414,280130,0.357491987,24,107076,90,401.54
45008,P12,18451,280256,0.725151822,19,171948,90,814.49
45009,P09,18410,280169,0.73974359,12,110784,90,830.88
45009,P09,18410,280324,0.626949786,36,281676,90,704.19
45009,P10,18454,280351,0.777057245,43,417000,90,872.79
45009,P11,18415,280264,0.587748139,31,227388,90,660.16
45009,P12,18452,120431,0.608333333,24,182208,90,683.28
45010,P12,18500,280107,0.789342949,12,118212,90,886.59
45011,P09,18457,280052,0.761902539,103,979380,90,855.77
45011,P10,18501,280351,0.780893747,139,1354632,90,877.10
45011,P11,18461,280264,0.711135913,84,745498,90,798.75
45011,P12,18466,280107,0.808553686,36,363267,90,908.17
45011,P13,18467,280052,0.808060109,61,615160,90,907.61
45011,P14,18469,280362,0.702867087,64,561394,90,789.46
45011,P15,18472,280405,0.786811024,127,1247064,90,883.75
45011,P16,18499,280405,0.831257176,134,1390128,90,933.67
45012,P12,18465,280256,0.778723736,36,349865,90,874.66
45013,P17,18474,280104,0.507301683,48,607788,90,1139.60
45014,P11,18498,280052,0.481025641,50,300160,90,540.29
45014,P12,18463,120431,0.584021263,41,298832,90,655.97
45014,P13,18468,280212,0.769497863,72,691440,90,864.30
45014,P14,18470,280238,0.665403469,17,141172,90,747.38
45015,P09,18458,280169,0.636734905,31,246340,90,715.18
45015,P14,18471,280166,0.765958868,24,229420,90,860.33
45016,P12,18464,120430,0.522462607,24,156488,90,586.83
45016,P12,18557,280166,0.570405983,12,85424,90,640.68
45016,P14,18557,280166,0.868589744,19,205960,90,975.60
45016,P17,18483,280324,0.488721955,8,97588,90,1097.87
45016,P17,18560,280324,0.785977564,48,941664,90,1765.62
45016,P18,18484,280052,0.658333333,20,328640,90,1478.88
45016,P18,18484,280213,0.657093455,19,311620,90,1476.09
45017,P09,18552,280169,0.646676788,19,153340,90,726.35
45017,P10,18553,280351,0.859935897,24,257568,90,965.88
45017,P11,18554,280052,0.528340081,19,125280,90,593.43
45017,P12,18555,120430,0.587286325,12,87952,90,659.64
45017,P13,18562,280052,0.691212607,24,207032,90,776.37
45017,P14,18513,280166,0.741377993,151,1397112,90,832.72
45017,P15,18558,280405,0.846437634,24,253525,90,950.72
45017,P16,18559,280405,0.574089069,19,136128,90,644.82
45018,P09,18502,280324,0.654696121,158,1290956,90,735.35
45018,P10,18503,280351,0.726219129,163,1477304,90,815.69
45018,P11,18504,280052,0.531997863,12,79672,90,597.54
45018,P11,18506,280264,0.70231871,80,701195,90,788.84
45018,P12,18507,120531,0.742307692,12,111168,90,833.76
45018,P12,18508,120532,0.697394541,31,269808,90,783.31
45018,P13,18511,280052,0.758416046,31,293416,90,851.85
45018,P15,18515,280405,0.700313228,55,480695,90,786.59
45018,P16,18518,280405,0.816185897,12,122232,90,916.74
45018,P16,18519,280351,0.791737109,91,899160,90,889.28
45019,P13,18510,280212,0.690533186,48,413657,90,775.61
45020,P12,18523,280256,0.770453595,115,1105755,90,865.37
45020,P15,18516,280324,0.750974893,36,337398,90,843.50
45021,P13,18512,280327,0.69228335,79,682536,90,777.57
45022,P11,18505,280352,0.646741453,60,484280,90,726.42
45022,P15,18517,280391,0.776023728,67,648880,90,871.63
45022,P16,18520,280256,0.779545455,55,535080,90,875.59
45024,P14,18514,120444,0.675480769,12,101160,90,758.70
45025,P09,18565,241287,0.736416084,55,505476,90,827.14
45025,P10,18568,280351,0.679782328,139,1179232,90,763.53
45025,P11,18569,280130,0.609127938,12,91223,90,684.17
45025,P11,18570,280264,0.63098633,117,921341,90,708.72
45025,P12,18572,280401,0.558653846,12,83664,90,627.48
45025,P12,18573,280403,0.577083333,24,172848,90,648.18
45025,P13,18580,280237,0.597773104,24,179045,90,671.42
45025,P13,18580,280327,0.6980836,12,104545,90,784.09
45025,P14,18583,280090,0.45803953,24,137192,90,514.47
45025,P15,18585,280391,0.702742165,36,315728,90,789.32
45025,P16,18588,280351,0.793561873,115,1138920,90,891.33
45025,P17,18590,280324,0.696889569,88,1530704,90,1565.49
45025,P18,18591,280052,0.720026588,88,1581524,90,1617.47
45026,P12,18574,280403,0.721714744,12,108084,90,810.63
45026,P12,18584,280378,0.266084093,7,21010,110,330.16
45026,P12,18584,280379,0.582779255,12,78885,110,723.11
45026,P13,18581,241283,0.72287001,79,712692,90,811.93
45026,P14,18584,280166,0.585383673,136,993560,90,657.50
45026,P15,18586,280405,0.716454674,127,1135552,90,804.72
45027,P09,18566,251200,0.729065452,57,518628,90,818.89
45027,P12,18575,280376,0.578091755,48,313002,110,717.30
45030,P09,18567,280065,0.605485987,43,324928,90,680.08
45030,P10,16868,280351,0.815384615,12,122112,90,915.84
45030,P12,18577,280379,0.296323385,36,120331,110,367.68
45030,P13,18582,280405,0.783814103,48,469536,90,880.38
45030,P16,18600,280388,0.538701923,24,161352,90,605.07
45031,P11,18571,241287,0.572836538,24,171576,90,643.41
45031,P12,18678,280375,1.159270517,7,91536,110,1438.42
45031,P16,18589,280222,0.799358974,24,239424,90,897.84
45032,P09,18620,280065,0.650178063,36,292112,90,730.28
45032,P10,18625,280351,0.760106969,163,1546240,90,853.75
45032,P11,18676,241287,0.680916132,24,203948,90,764.81
45032,P12,18677,280377,0.550716608,12,74545,110,683.33
45032,P12,280377,280380,0.533089539,12,72159,110,661.46
45032,P13,18633,280405,0.831356838,36,373512,90,933.78
45032,P14,18637,280166,0.660021368,75,617780,90,741.34
45032,P15,18641,280405,0.645032051,12,96600,90,724.50
45032,P15,18642,280391,0.692097136,68.5,591660,90,777.36
45032,P16,18644,280222,0.727190171,12,108904,90,816.78
45032,P16,18645,280351,0.740645855,146,1349516,90,831.89
45033,P09,18621,280316,0.691253102,31,267432,90,776.42
45033,P11,18626,280169,0.710042735,48,425344,90,797.52
45033,P12,18630,280380,0.545438091,24,147661,110,676.78
45033,P13,18634,280212,0.713533912,31,276052,90,801.44
45034,P12,18631,280426,0.591265398,19,126720,110,733.64
45035,P09,18622,280317,0.764443755,31,295748,90,858.62
45035,P11,18629,280351,0.626019814,55,429700,90,703.15
45035,P12,18632,280256,0.687778779,96,824014,90,772.51
45035,P13,18635,280052,0.681372863,60,510212,90,765.32
45035,P14,18638,280204,0.555956197,12,83260,90,624.45
45036,P09,18623,251200,0.430916132,24,129068,90,484.01
45036,P14,18639,120536,0.644871795,24,193152,90,724.32
45036,P15,18643,280103,0.754233639,67,630660,90,847.16
45037,P09,18624,280421,0.657229345,36,295280,90,738.20
45037,P11,18627,280130,0.593108974,36,266472,90,666.18
45037,P13,18636,280169,0.646164185,31,249988,90,725.77
45037,P14,18640,120431,0.614646691,43,329844,90,690.37
45037,P17,18698,280324,0.672836538,64,1074816,90,1511.46
45037,P18,18650,280324,0.817628205,48,979584,90,1836.72
45039,P09,18681,280106,0.710510003,91,806912,90,798.04
45039,P10,18683,280351,0.722979552,158,1425600,90,812.05
45039,P11,18729,280130,0.459294872,12,68784,90,515.88
45039,P11,18730,280264,0.610798817,26,198192,90,686.05
45039,P12,18687,280256,0.727744805,145,1316927,90,817.40
45039,P13,18688,280169,0.690142639,151,1300560,90,775.17
45039,P14,18689,280236,0.778044872,12,116520,90,873.90
45039,P14,18690,280238,0.488648504,12,73180,90,548.85
45039,P15,18693,280103,0.556071937,36,249832,90,624.58
45039,P15,18694,280318,0.632411859,24,189420,90,710.33
45039,P16,18697,280351,0.820167965,158,1617240,90,921.21
45039,P18,18700,280324,0.82142094,24,492064,90,1845.24
45040,P11,18684,280318,0.733517815,43,393635,90,823.89
45040,P14,18691,280239,0.549539263,24,164598,90,617.24
45040,P15,18696,280212,0.84822516,60,635151,90,952.73
45041,P14,18692,280365,0.556123252,55,381723,90,624.64
45043,P09,18682,241287,0.828565705,72,744516,90,930.65
45043,P14,18768,280166,0.579967949,60,434280,90,651.42
45043,P15,18695,280222,0.818043754,43,438995,90,918.83
45044,P11,18686,280352,0.629057223,41,321876,90,706.56
45044,P17,18699,280052,0.72671274,48,870660,90,1632.49
45044,P18,18701,280052,0.847960069,48,1015924,90,1904.86
45045,P13,18747,241283,0.709134615,36,318600,90,796.50
45046,P09,18733,241287,0.683031674,17,144912,90,767.18
45046,P10,18736,280351,0.638621795,24,191280,90,717.30
45046,P11,18737,280352,0.634495192,24,190044,90,712.67
45046,P12,18740,280256,0.697475962,24,208908,90,783.41
45046,P14,18751,280166,0.836726998,17,177520,90,939.81
45046,P15,18752,280103,0.726829594,24,217700,90,816.38
45046,P16,18755,280351,0.751041667,24,224952,90,843.57
45046,P17,18756,280052,0.841880342,12,252160,90,1891.20
45047,P09,18787,241287,0.775308341,79,764392,90,870.83
45047,P10,18795,280351,0.779690094,139,1352544,90,875.75
45047,P11,18797,280264,0.638994057,48,382783,90,717.72
45047,P12,18798,280256,0.775376722,67,648339,90,870.90
45047,P13,18799,241283,0.690040184,67,576984,90,775.05
45047,P14,18800,280166,0.707055098,84,741220,90,794.16
45047,P15,18802,280103,0.72983871,31,282360,90,819.75
45047,P16,18803,280351,0.783536248,139,1359216,90,880.07
45047,P18,18803,280351,0.718397098,616,11045614,90,1613.81
45048,P15,18753,280106,0.810730502,48,485660,90,910.61
45049,P11,18739,280052,0.717272471,91,814592,90,805.64
45049,P17,18757,280324,0.709588675,12,212536,90,1594.02
45050,P09,18734,280316,0.581196581,24,174080,90,652.80
45050,P12,18741,120450,0.557264957,24,166912,90,625.92
45050,P12,19741,120450,0.764529915,12,114496,90,858.72
45050,P13,18748,280052,0.644377671,72,579012,90,723.77
45050,P14,18769,280384,0.549332265,24,164536,90,617.01
45050,P15,18754,280391,0.826019814,55,566980,90,927.79
45051,P09,18735,280317,0.707799145,24,212000,90,795.00
45051,P12,18742,120454,0.732051282,12,109632,90,822.24
45051,P14,18770,120532,0.692661943,19,164244,90,778.00
45052,P09,18858,251200,0.823477564,12,123324,90,924.93
45052,P12,18743,280164,0.721437634,24,216085,90,810.32
45052,P14,18771,120536,0.633360043,12,94852,90,711.39
45053,P09,18806,251200,0.857258065,31,331656,90,962.87
45053,P10,18811,280351,0.682904672,163,1389192,90,767.04
45053,P11,18812,280129,0.511030983,12,76532,90,573.99
45053,P12,18812,280129,0.765235806,7,66851,90,859.51
45053,P12,18815,280256,0.80054657,151,1508614,90,899.17
45053,P13,18816,280052,0.696018893,19,165040,90,781.77
45053,P14,18819,280013,0.56438969,12,84523,90,633.92
45053,P14,18820,280362,0.724472756,100,904142,90,813.73
45053,P15,18823,280391,0.74599359,24,223440,90,837.90
45053,P16,18828,280351,0.664203992,158,1309704,90,746.03
45054,P09,18807,280169,0.782532051,24,234384,90,878.94
45054,P11,18813,280352,0.693015802,43,371900,90,778.40
45054,P13,18817,241287,0.78079594,108,1052388,90,876.99
45054,P15,18824,280103,0.797676282,24,238920,90,895.95
45055,P09,18808,280169,0.858253205,12,128532,90,963.99
45055,P14,18821,120436,0.713421474,24,213684,90,801.32
45055,P15,18825,280104,0.779736467,36,350320,90,875.80
45056,P09,18809,280169,0.684341613,48,409948,90,768.65
45056,P09,18809,280451,0.568309295,24,170220,90,638.33
45056,P11,18814,280264,0.667246761,96,799415,90,749.45
45056,P14,18822,280166,0.831997863,24,249200,90,934.50
45056,P15,18826,280105,0.773616734,19,183440,90,868.93
45056,P15,18826,280106,0.867120726,12,129860,90,973.95
45058,P13,18818,280169,0.578125,36,259740,90,649.35
45058,P15,18827,280106,0.920957403,31,356300,90,1034.42
45058,P15,280106,280106,0.771501068,12,115540,90,866.55
45058,P17,18829,280052,0.589449786,48,706208,90,1324.14
45059,P09,18810,280166,0.73060054,19,173240,90,820.61
45060,P09,18861,280166,0.711805556,24,213200,90,799.50
45060,P10,18865,280351,0.734603213,158,1448520,90,825.11
45060,P11,18866,280256,0.733601014,91,833136,90,823.98
45060,P12,18868,280256,0.819728744,163,1667525,90,920.72
45060,P13,18869,280169,0.622032395,84,652089,90,698.67
45060,P14,18874,280362,0.760906339,9,85465,90,854.65
45060,P14,18875,120444,0.498397436,22,136840,90,559.80
45060,P15,18882,280421,0.783253205,24,234600,90,879.75
45060,P15,18897,280106,0.752938034,12,112760,90,845.70
45060,P16,18885,280351,0.729046823,115,1046328,90,818.87
45061,P09,18862,280166,0.634989316,60,475480,90,713.22
45061,P14,18876,280107,0.599906517,24,179684,90,673.82
45061,P15,18883,280052,0.620311568,43,332884,90,696.73
45062,P14,18877,120450,0.752483974,24,225384,90,845.19
45063,P09,18863,280065,0.805689103,12,120660,90,904.95
45063,P09,18863,280166,0.700186966,12,104860,90,786.45
45063,P13,18870,280052,0.582692308,7,50904,90,654.48
45063,P14,18878,120451,0.725534188,12,108656,90,814.92
45063,P15,18884,280391,0.770699786,60,577100,90,865.65
45064,P11,18867,280352,0.8297669,55,569552,90,931.99
45064,P12,120532,120532,0.729166667,12,109200,90,819.00
45064,P13,18871,280213,0.77767094,12,116464,90,873.48
45064,P13,18872,280169,0.750981571,48,449868,90,843.50
45064,P14,18879,120532,0.742347756,24,222348,90,833.81
45064,P14,120532,120532,0.562633547,12,84260,90,631.95
45065,P09,18864,280065,0.699750712,36,314384,90,785.96
45065,P14,18880,280166,0.761734905,31,294700,90,855.58
45065,P16,18886,280256,0.743669872,48,445488,90,835.29
45066,P11,19005,280240,0.537199519,12,80451,90,603.38
45066,P13,18772,280169,0.499819712,12,74853,90,561.40
45066,P15,19004,280324,0.781473691,24,234067,90,877.75
45067,P09,18916,280065,0.711502849,36,319664,90,799.16
45067,P09,18916,280324,0.091575092,7,8000,90,102.86
45067,P10,18918,280351,0.83440302,163,1697376,90,937.20
45067,P11,18919,280240,0.582799145,12,87280,90,654.60
45067,P11,18920,280213,0.717619302,36,322412,90,806.03
45067,P12,18923,280256,0.773031477,67,646378,90,868.27
45067,P13,18944,280327,0.793643784,43,425901,90,891.42
45067,P14,18930,280166,0.57586583,36,258725,90,646.81
45067,P15,18938,280324,0.79336803,103,1019827,90,891.11
45067,P15,18939,280324,0.742207532,12,111153,90,833.65
45067,P15,18939,280351,0.564903846,12,84600,90,634.50
45067,P16,18939,280351,0.810532348,151,1527432,90,910.39
45068,P09,18917,280324,0.720484776,120,1078998,90,809.25
45068,P12,18925,280403,0.578125,31,223665,90,649.35
45068,P14,18931,280365,0.665523572,79,656153,90,747.52
45069,P11,18921,280130,0.677176816,24,202828,90,760.61
45069,P12,18924,280401,0.748878205,24,224304,90,841.14
45069,P13,18927,280318,0.78107305,24,233947,90,877.30
45070,P11,18922,280264,0.749575585,91,851278,90,841.92
45070,P12,18926,280401,0.746153846,12,111744,90,838.08
45070,P13,18929,280052,0.774837858,85,821948,90,870.30
45071,P12,19008,120431,0.636057692,24,190512,90,714.42
45072,P14,18933,120534,0.480769231,24,144000,90,540.00
45072,P15,18937,280106,0.811993927,19,192540,90,912.03
45073,P14,18934,120536,0.568643162,12,85160,90,638.70
45073,P14,18935,280090,0.770940171,12,115456,90,865.92
45073,P15,19013,280421,0.780715812,12,116920,90,876.90
45073,P16,18970,280351,0.733401792,103,942744,90,823.76
45074,P09,18953,280324,0.54221464,62,419544,90,609.02
45074,P10,18956,280351,0.719103973,91,816672,90,807.70
45074,P11,18957,280264,0.798909024,91,907305,90,897.33
45074,P12,19009,280256,0.716424613,48,429167,90,804.69
45074,P13,18963,280052,0.733763389,79,723432,90,824.16
45074,P14,19014,280383,0.507478632,24,152000,90,570.00
45074,P15,18968,280421,0.766993857,48,459460,90,861.49
45075,P14,18966,280166,0.679535017,67,568200,90,763.25
45076,P12,19015,120431,0.583680556,48,349648,90,655.59
45076,P15,18969,280104,0.70102386,36,314956,90,787.39
45077,P09,18955,280324,0.748424145,24,224168,90,840.63
45077,P15,18967,280324,0.713404304,7,62323,90,801.30
45078,P09,18954,280315,0.653443649,43,350664,90,733.95
45078,P09,19070,280222,0.573290598,12,85856,90,643.92
45078,P10,19071,280351,0.699196326,67,584640,90,785.34
45078,P11,19072,280264,0.668518519,72,600704,90,750.88
45078,P12,19073,280426,0.44241788,19,94819,110,548.95
45078,P13,19074,280052,0.777995905,72,699076,90,873.85
45078,P14,19075,280166,0.606510716,67,507140,90,681.23
45078,P15,19076,280324,0.698208244,72,627382,90,784.23
45078,P16,19077,280351,0.730773601,55,501603,90,820.80
45079,P12,18950,280380,0.545330969,24,147632,110,676.65
45079,P12,18960,280380,0.699202128,12,94644,110,867.57
45080,P09,19104,280065,0.476362179,12,71340,90,535.05
45080,P12,18961,280375,0.608392435,12,82352,110,754.89
45080,P16,19103,280324,0.808707265,12,121112,90,908.34
45081,P09,19030,251200,0.725574252,24,217324,90,814.97
45081,P10,19035,280351,0.654348829,139,1135112,90,734.96
45081,P11,19037,280264,0.697963308,67,583609,90,783.95
45081,P12,19041,280376,0.603106531,24,163273,110,748.33
45081,P12,19106,280375,0.509389775,12,68951,110,632.05
45081,P13,19046,280213,0.844079254,55,579376,90,948.07
45081,P14,19048,280166,0.771340812,60,577580,90,866.37
45081,P15,19052,280324,0.735473424,24,220289,90,826.08
45081,P16,19083,280324,0.807847222,60,604916,90,907.37
45082,P09,19031,241287,0.682816142,55,468685,90,766.94
45082,P11,19038,280352,0.6178608,72,555185,90,693.98
45082,P12,19042,280378,0.620766844,24,168054,110,770.25
45082,P15,19053,280169,0.782305807,170,1659740,90,878.69
45083,P09,19032,241287,0.756098647,36,339700,90,849.25
45083,P12,19043,280379,0.703886711,19,150857,110,873.38
45083,P13,19047,241283,0.754943294,91,857374,90,847.95
45083,P14,19049,120531,0.613541667,24,183768,90,689.13
45083,P16,19054,280351,0.774839744,84,812280,90,870.30
45084,P10,280351,280351,0.594209402,90,667416,90,667.42
45084,P12,19044,280377,0.646609043,24,175050,110,802.31
45084,P13,280351,280351,0.654487179,12,98016,90,735.12
45084,P14,19050,120453,0.486431624,24,145696,90,546.36
45085,P11,19039,280130,0.762828947,19,180882,90,856.81
45085,P12,19045,280107,0.555351896,48,332678,90,623.77
45085,P14,19051,120431,0.741583333,50,462748,90,832.95
45086,P09,19033,280453,0.616185897,12,92280,90,692.10
45086,P09,19034,280104,0.714075855,36,320820,90,802.05
45087,P12,19158,280256,0.670920139,12,100477,90,753.58
45087,P13,19159,280327,0.564783654,12,84582,90,634.37
45087,P16,19160,280222,0.822916667,12,123240,90,924.30
45088,P09,19108,280104,0.756625526,67,632660,90,849.84
45088,P10,19111,280351,0.764067662,163,1554297,90,858.20
45088,P11,19112,280264,0.728056178,163,1481041,90,817.75
45088,P12,19113,280256,0.693331102,79,683569,90,778.75
45088,P13,19118,280327,0.757317041,60,567079,90,850.62
45088,P14,19121,120532,0.673798077,36,302724,90,756.81
45088,P14,19162,120431,0.549652778,12,82316,90,617.37
45088,P16,19130,280222,0.779290409,158,1536636,90,875.30
45089,P15,19128,280105,0.7265625,48,435240,90,816.08
45090,P13,19119,280213,0.804942101,31,311416,90,904.11
45090,P14,19122,120536,0.637259615,12,95436,90,715.77
45090,P14,19123,120450,0.780494505,7,68184,90,876.65
45091,P09,19109,280391,0.713595085,48,427472,90,801.51
45091,P12,19114,280383,0.490758547,12,73496,90,551.22
45091,P12,19114,280384,0.530662393,12,79472,90,596.04
45091,P14,19124,280365,0.696291845,36,312830,90,782.08
45091,P15,19126,280451,0.833008763,79,821280,90,935.64
45091,P17,19133,280421,0.640491453,48,767360,90,1438.80
45091,P17,19134,280103,0.889523237,16,355240,90,1998.23
45091,P18,19161,280324,0.674206731,40,673128,90,1514.54
45092,P12,19115,280384,0.393376068,12,58912,90,441.84
45092,P13,19120,280052,0.754473825,72,677940,90,847.43
45092,P14,19125,280166,0.646087073,60,483790,90,725.69
45093,P09,19110,280315,0.692193962,31,267796,90,777.47
45093,P12,19116,280385,0.562339744,10,70180,90,631.62
45093,P12,19117,120431,0.671270396,33,276456,90,753.97
45094,P09,19214,120464,0.434935897,12,65136,90,488.52
45094,P18,19136,280103,0.635717147,24,380820,90,1428.08
45095,P09,19163,120464,0.754576211,72,678032,90,847.54
45095,P10,19216,280222,0.675641026,12,101184,90,758.88
45095,P10,19216,280351,0.473076923,7,41328,90,531.36
45095,P11,19169,280264,0.604668736,79,596155,90,679.16
45095,P12,19215,120431,0.653632479,12,97888,90,734.16
45095,P13,19174,280052,0.780820926,31,302084,90,877.02
45095,P14,19178,280166,0.840822868,49,514180,90,944.41
45095,P15,19180,280451,0.79416558,59,584760,90,892.01
45095,P16,19184,280222,0.791993857,48,474436,90,889.57
45096,P10,19167,280222,0.677371795,60,507216,90,760.82
45096,P12,19171,120532,0.68928953,48,412912,90,774.21
45096,P13,19175,241283,0.734066173,48,439735,90,824.50
45097,P11,19170,280264,0.578846154,7,50568,90,650.16
45097,P11,19170,280352,0.760594729,72,683440,90,854.30
45097,P14,19179,280365,0.670548042,91,761528,90,753.16
45097,P15,19182,241287,0.767283368,56,536239,90,861.81
