mo_start_date,LINE,MO,PRODUCT CODE,Sum of OEE,Max of mo_scheduled_hrs,pouches_produced,pouch_weight_g,kg_per_hr
43661,P15,7779,280166,0.723557692,8,72240,90,812.70
43661,P16,7779,120436,0.655351919,22.35,182796,90,736.09
43661,P16,7780,120444,0.678365385,24,203184,90,761.94
43662,P10,7763,120464,0.692158873,58.15,502308,90,777.43
43662,P10,7763,280206,0.596153846,16,119040,90,669.60
43662,P14,7784,280164,0.693763355,24,207796,90,779.24
43662,P16,7781,120464,0.744684199,73.33,681504,90,836.43
43663,P11,7765,242027,0.680869391,32,271912,90,764.75
43663,P11,7765,280052,0.3828125,16,76440,90,429.98
43663,P14,7776,120436,0.780490514,57.13,556476,90,876.65
43664,P12,7768,120531,0.508026175,24,152164,90,570.62
43664,P15,7830,120464,0.697680729,10.63,92556,90,783.63
43664,P15,7830,280166,0.609294872,8,60832,90,684.36
43665,P11,7766,120464,0.798393914,9.1,90672,90,896.76
43665,P12,7767,120430,0.553205128,9,62136,90,621.36
43668,P09,7796,242030,0.661271368,30,247580,90,742.74
43668,P10,7799,120448,0.769640313,54,518676,90,864.46
43668,P11,7802,120436,0.757948718,30,283776,90,851.33
43668,P12,7823,280095,0.309604019,24,83816,110,384.16
43668,P12,7824,280093,0.653885934,24,177020,110,811.34
43668,P12,7824,280095,0.61768617,8,55740,110,766.43
43668,P13,7809,120436,0.750973866,78,731028,90,843.49
43668,P13,7809,120464,0.739242788,16,147612,90,830.32
43668,P14,7827,280115,0.585476763,16,116908,90,657.61
43668,P14,7862,280114,0.525340545,16,104900,90,590.06
43668,P15,7813,280052,0.635615503,54,428354,90,713.92
43668,P16,7816,120436,0.7917681,114.07,1127156,90,889.31
43669,P09,7797,280105,0.743237752,56,519434,90,834.80
43669,P11,7803,120464,0.739967549,84.15,777108,90,831.13
43669,P14,7828,120451,0.700320513,16,139840,90,786.60
43669,P14,7828,280115,0.607491987,8,60652,90,682.34
43670,P10,7800,251200,0.775280449,24,232212,90,870.80
43670,P12,7808,120430,0.755527646,60.1,566682,90,848.61
43670,P14,7811,120430,0.792166453,61.18,604840,90,889.76
43670,P15,7814,280206,0.546181319,35,238572,90,613.47
43671,P09,7798,280166,0.656298774,28.75,235480,90,737.15
43671,P10,7801,120464,0.84068361,28.3,296916,90,944.26
43671,P10,7801,251200,0.712740385,8,71160,90,800.55
43671,P13,7831,120464,0.65645888,20.83,170652,90,737.33
43671,P15,7815,120436,0.515444015,12.95,83304,90,578.95
43671,P15,7815,280206,0.553365385,8,55248,90,621.54
43675,P09,7838,280147,0.66898833,78,651220,90,751.41
43675,P10,7840,280206,0.683214286,70,596856,90,767.39
43675,P11,7841,280206,0.605055831,62,468168,90,679.60
43675,P12,7844,280012,0.47575621,16,94999,90,534.37
43675,P12,7845,120465,0.656630609,16,131116,90,737.53
43675,P13,7848,280107,0.593701923,20,148188,90,666.85
43675,P13,7849,241283,0.704286859,24,210948,90,791.06
43675,P14,7852,120433,0.775707799,24,232340,90,871.28
43675,P14,7853,120435,0.719110577,40,358980,90,807.71
43675,P15,7855,120464,0.506971154,16,101232,90,569.43
43675,P15,7856,280142,0.713800236,48,386480,110,885.68
43675,P16,7857,120464,0.58793054,67,491604,90,660.36
43676,P12,7846,120532,0.717407853,32,286504,90,805.79
43676,P12,7850,120532,0.812580128,8,81128,90,912.69
43676,P13,7850,120436,0.788341346,8,78708,90,885.47
43676,P13,7850,241283,0.699559295,8,69844,90,785.75
43677,P10,7897,280206,0.719842657,44,395280,90,808.53
43677,P11,7842,280206,0.523317308,8,52248,90,587.79
43677,P11,7898,280147,0.580093864,28,202708,90,651.56
43677,P11,7898,280206,0.782692308,8,78144,90,879.12
43677,P12,7900,120430,0.744386694,37,343728,90,836.10
43677,P12,7900,120532,0.730488782,8,72932,90,820.49
43677,P13,7851,120448,0.769230769,8,76800,90,864.00
43677,P13,7902,120448,0.811860341,44.57,451584,90,911.88
43677,P14,7854,120536,0.834735577,8,83340,90,937.58
43677,P14,7904,120536,0.732977241,43.78,400480,90,823.28
43677,P15,7905,280142,0.746153773,44.78,376896,110,925.83
43677,P16,7906,120464,0.758834135,32,303048,90,852.32
43678,P09,7896,280147,0.643005475,24,192593,90,722.22
43679,P09,7839,120437,0.735977564,12,110220,90,826.65
43679,P11,7843,280147,0.391786859,8,39116,90,440.06
43679,P16,7858,120444,0.676020408,4.9,41340,90,759.31
43682,P09,7872,280052,0.776089744,115,1113844,90,871.70
43682,P10,7873,280206,0.629451873,58.1,456408,90,707.00
43682,P10,7874,280129,0.523858173,16,104604,90,588.40
43682,P11,7877,120437,0.699278846,56,488712,90,785.43
43682,P11,7921,120437,0.609778286,45.45,345876,90,684.90
43682,P11,7921,120442,0.174278846,8,17400,90,195.75
43682,P12,7879,280095,0.512511082,24,138747,110,635.92
43682,P12,7979,280095,0.53643617,8,48408,110,665.61
43682,P13,7882,251200,0.842540793,22,231328,90,946.34
43682,P13,7883,120464,0.723914575,76.45,690684,90,813.10
43682,P13,7883,251200,0.644591346,16,128712,90,724.01
43682,P14,7885,280115,0.634114583,16,126620,90,712.24
43682,P14,7886,280013,0.669591346,8,66852,90,752.09
43682,P14,7886,280115,0.606209936,8,60524,90,680.90
43682,P15,7889,280175,0.487715299,14,77020,110,605.16
43682,P15,7890,280172,0.721935096,16,144156,90,810.88
43682,P15,7890,280175,0.608322252,16,109790,110,754.81
43682,P16,7893,120464,0.782115385,30,292824,90,878.47
43683,P10,7875,280130,0.417487981,32,166728,90,468.92
43683,P10,7875,280206,0.574399038,8,57348,90,645.17
43683,P12,7880,280096,0.622916667,8,56212,110,772.92
43683,P12,7881,280096,0.527039007,8,47560,110,653.95
43683,P12,7978,280096,0.61214539,8,55240,110,759.55
43683,P14,7887,280013,0.560737179,8,55984,90,629.82
43683,P14,7888,120436,0.78311788,60.1,587376,90,879.60
43683,P14,7888,120531,0.713741987,8,71260,90,801.68
43683,P14,7888,280013,0.825240385,8,82392,90,926.91
43683,P15,7891,120436,0.795853365,16,158916,90,893.90
43683,P15,7891,280172,0.610637019,16,121932,90,685.87
43683,P16,7894,241288,0.723573718,40,361208,90,812.72
43684,P12,7922,120437,0.768654893,55.1,528564,90,863.35
43684,P16,7895,120437,0.751547091,13,121931,90,844.14
43684,P16,7895,241288,0.457211538,8,45648,90,513.54
43685,P15,7892,120448,0.744878559,36.01,334752,90,836.65
43685,P16,7923,120437,0.528087045,19,125220,90,593.15
43689,P09,7941,280052,0.737337983,113.75,1046725,90,828.18
43689,P10,7941,280052,0.498237179,14,87052,90,559.62
43689,P10,7942,280206,0.676991758,56,473136,90,760.40
43689,P10,7946,280206,0.772616186,8,77138,90,867.80
43689,P11,7926,120436,0.792948718,78,771888,90,890.64
43689,P12,7928,280114,0.333092949,16,66512,90,374.13
43689,P12,7929,120451,0.694711538,8,69360,90,780.30
43689,P12,120451,280115,0.544871795,8,54400,90,612.00
43689,P13,7933,120464,0.739205857,105.5,973268,90,830.28
43689,P13,7935,120532,0.649399038,8,64836,90,729.41
43689,P14,7934,120437,0.589182692,16,117648,90,661.77
43689,P14,7935,120532,0.780754207,64,623604,90,876.94
43689,P15,7949,242027,0.669041375,22,183692,90,751.47
43689,P15,7949,280052,0.777483974,8,77624,90,873.27
43689,P16,7939,120436,0.598223244,46,343428,90,671.92
43690,P12,7930,120451,0.579166667,16,115648,90,650.52
43690,P12,7931,120435,0.616015625,32,246012,90,691.91
43690,P15,7938,280052,0.806905016,83.05,836328,90,906.32
43690,P16,7940,120448,0.724654007,59.75,540360,90,813.93
43690,P16,7940,120465,0.831370192,8,83004,90,933.80
43692,P10,7983,280052,0.663801748,35.8,296576,90,745.58
43692,P11,7927,120437,0.728218483,24,218116,90,817.94
43692,P12,7932,120430,0.658077368,36,295661,90,739.15
43692,P14,7937,120465,0.901477146,23,258760,90,1012.54
43693,P11,7970,120448,0.758185404,9.75,92256,90,851.59
43693,P14,7971,120430,1.009259259,4.5,56680,90,1133.60
43693,P14,7971,120465,0.682291667,8,68120,90,766.35
43696,P09,7950,280052,0.697530864,54,470080,90,783.47
43696,P10,7953,280052,0.635012128,92.5,733058,90,713.25
43696,P10,7985,280206,0.334134615,8,33360,90,375.30
43696,P11,7955,241288,0.754423077,70,659064,90,847.37
43696,P12,7986,120436,0.677317995,56,473364,90,760.76
43696,P12,7986,280095,0.629920213,8,56844,110,781.61
43696,P13,7960,120448,0.848045906,62,656184,90,952.53
43696,P14,7962,120430,0.66002938,24,197692,90,741.35
43696,P14,7963,280164,0.724419071,16,144652,90,813.67
43696,P15,7966,280172,0.525699301,22,144336,90,590.47
43696,P15,7967,120436,0.799771742,84.25,840912,90,898.30
43696,P15,7967,280172,0.607932692,8,60696,90,682.83
43696,P16,7968,120437,0.55224359,86,592712,90,620.28
43697,P14,7964,280164,0.749799679,16,149720,90,842.18
43698,P09,7951,242030,0.678018162,24,203080,90,761.55
43698,P09,7951,280052,0.439262821,8,43856,90,493.38
43698,P11,7956,120436,0.86459431,36.5,393840,90,971.11
43698,P11,7956,241288,0.741947115,8,74076,90,833.36
43698,P12,7958,280093,0.627349291,8,56612,110,778.42
43698,P12,7958,280095,0.4125,24,111672,110,511.83
43698,P13,7961,251200,0.818795072,32,326994,90,919.67
43698,P14,7965,120448,0.840630342,52.5,550781,90,944.20
43698,P14,7965,120536,0.35556891,8,35500,90,399.38
43699,P09,7952,280166,0.671032272,29,242860,90,753.70
43699,P12,7957,280093,0.736503963,17,141232,110,913.85
43699,P13,8009,120437,0.867896389,12.25,132684,90,974.82
43699,P13,8009,251200,0.69931891,8,69820,90,785.48
43699,P16,8003,120437,0.506490385,8,50568,90,568.89
43699,P16,8003,280206,#DIV/0!,0,0,90,0.00
43700,P12,280093,280093,0.874940898,4.5,44412,110,1085.63
43703,P09,7988,120464,0.673972014,82,689716,90,757.01
43703,P09,7989,120464,0.741947115,32,296304,90,833.36
43703,P10,7989,280206,0.692217407,106.5,920040,90,777.50
43703,P11,7991,280172,0.694903846,30,260172,90,780.52
43703,P12,7992,280107,0.605311832,48,362606,90,679.89
43703,P13,7997,241283,0.682147436,30,255396,90,766.19
43703,P14,7999,120437,0.732772436,48,438960,90,823.05
43703,P15,8001,120464,0.757106963,114.55,1082348,90,850.38
43703,P16,8010,120437,0.523507958,29,189468,90,588.00
43703,P16,8010,280206,#DIV/0!,0,5052,90,0.00
43704,P10,7990,280206,0.710817308,8,70968,90,798.39
43704,P11,7990,120448,0.757211538,84,793800,90,850.50
43704,P12,7993,120453,0.653672543,24,195788,90,734.21
43704,P12,7993,280107,0.7296875,8,72852,90,819.59
43704,P13,7998,120464,0.777964744,48,466032,90,873.81
43704,P13,8000,120464,0.80521978,7,70344,90,904.42
43704,P14,8000,120436,0.826229507,52.617,542552,90,928.02
43704,P14,8000,120437,0.739543269,16,147672,90,830.66
43704,P16,8011,120464,0.761447563,67.7,643344,90,855.26
43704,P16,8011,280206,0.141346154,4,7056,90,158.76
43706,P12,7994,120534,0.413782051,8,41312,90,464.76
43706,P12,7995,120534,0.696073718,16,138992,90,781.83
43706,P13,8028,280206,0.731401505,10.767,98280,90,821.51
43707,P12,7996,120430,0.794586895,4.5,44624,90,892.48
43707,P12,7996,120531,0.721875,8,72072,90,810.81
43711,P09,8013,120464,0.749661681,54,505212,90,842.02
43711,P10,8015,280206,0.753591288,83,780600,90,846.43
43711,P10,8032,280206,0.778655849,8,77741,90,874.59
43711,P11,8016,280052,0.693318004,46,398020,90,778.73
43711,P12,8018,120433,0.708547009,24,212224,90,795.84
43711,P12,8019,120435,0.723183761,24,216608,90,812.28
43711,P13,8031,280206,0.5695389,67.3,478358,90,639.71
43711,P14,8023,120436,0.710433837,56,496508,90,797.96
43711,P15,8025,120436,0.774587912,14,135336,90,870.02
43711,P15,8026,241288,0.784544683,68,665796,90,881.20
43711,P16,8032,120464,0.736648352,70,643536,90,827.40
43712,P11,8020,280052,0.818349359,8,81704,90,919.17
43712,P12,8020,120532,0.644074074,45,361712,90,723.42
43712,P15,8826,241288,0.707451923,8,70632,90,794.61
43713,P09,8014,280105,0.730769231,37,337440,90,820.80
43713,P11,8017,280068,0.670964655,36,301451,90,753.63
43713,P14,8024,120437,0.831674736,35.75,371060,90,934.14
43713,P16,8033,120436,0.787839744,12.5,122903,90,884.90
43713,P16,8033,120464,0.595673077,8,59472,90,669.06
43717,P09,8041,242030,0.66965812,30,250720,90,752.16
43717,P10,8044,280206,0.768797134,102,978648,90,863.51
43717,P10,8052,280206,0.976538462,5,60936,90,1096.85
43717,P10,8058,280206,0.857451923,8,85608,90,963.09
43717,P11,8045,280213,0.751353276,54,506352,90,843.92
43717,P12,8047,280114,0.513207799,24,153716,90,576.44
43717,P12,8051,120430,0.404527244,24,121164,90,454.37
43717,P12,8051,280114,0.624519231,8,62352,90,701.46
43717,P12,8052,280206,0.561578526,8,56068,90,630.77
43717,P13,8052,280206,0.694052233,106.78,924904,90,779.56
43717,P14,8053,120437,0.602373798,32,240564,90,676.59
43717,P15,8055,241288,0.725224359,30,271524,90,814.57
43717,P16,8058,120464,0.744157239,114.03,1059006,90,835.84
43718,P09,8042,280166,0.613648504,48,367600,90,689.25
43718,P12,8056,251200,0.242708333,4,12116,90,272.61
43718,P14,8054,120448,0.815691774,72,732948,90,916.19
43718,P15,8056,251200,0.730328526,48,437496,90,820.31
43719,P11,8065,280212,0.894519231,40,446544,90,1004.72
43719,P11,8065,280213,0.526923077,8,52608,90,591.84
43719,P12,8048,120454,0.154407051,8,15416,90,173.43
43720,P09,8043,280105,0.743292655,28.05,260200,90,834.87
43720,P09,8043,280166,0.633613782,8,63260,90,711.68
43720,P12,8050,120536,0.62536859,20,156092,90,702.41
43720,P12,8050,280115,0.573782051,5,35804,90,644.47
43720,P13,87052,280206,0.593509615,8,59256,90,666.63
43720,P15,8057,120464,0.871442308,20,217512,90,978.80
43720,P15,8057,251200,0.690384615,16,137856,90,775.44
43721,P11,8105,120436,1.024898785,4.75,60756,90,1151.17
43721,P11,8105,280212,0.583653846,8,58272,90,655.56
43721,P14,8106,120454,0.711553289,12.97,115176,90,799.22
43724,P09,8066,280105,0.649402681,22,178300,90,729.41
43724,P09,8067,280166,0.741586538,24,222120,90,832.95
43724,P10,8069,280206,0.799239714,86,857808,90,897.71
43724,P11,8070,120436,0.851086957,46,488592,90,955.94
43724,P12,8073,280096,0.288164894,16,52008,110,357.56
43724,P12,8074,280095,0.549246454,8,49564,110,681.51
43724,P12,8074,280096,0.534219858,8,48208,110,662.86
43724,P12,8087,120430,0.712740385,8,71160,90,800.55
43724,P13,8090,120436,0.667852564,30,250044,90,750.13
43724,P14,8081,120451,0.836538462,8,83520,90,939.60
43724,P14,8081,120453,0.590785256,16,117968,90,663.57
43724,P14,8082,280013,0.553645833,16,110552,90,621.86
43724,P15,8085,120436,0.686442308,30,257004,90,771.01
43724,P16,8087,120437,0.378287841,62,292704,90,424.89
43725,P09,8068,120464,0.790998011,58,572556,90,888.45
43725,P09,8068,280166,0.742728365,16,148308,90,834.23
43725,P11,8075,280093,0.957180851,8,86376,110,1187.67
43725,P12,8075,280093,0.659552305,16,119036,110,818.37
43725,P12,8075,280095,0.287588652,16,51904,110,356.84
43725,P13,8091,241288,0.765084135,32,305544,90,859.34
43725,P14,8083,120465,0.813040865,16,162348,90,913.21
43725,P14,8083,280013,0.662980769,16,132384,90,744.66
43725,P15,8086,120464,0.776705481,81.75,792426,90,872.40
43726,P11,8071,120448,0.848072659,45.1,477336,90,952.56
43726,P11,8089,280093,0.975398936,8,88020,110,1210.28
43726,P12,8089,120435,0.506717415,24,151772,90,569.15
43726,P12,8089,280093,0.375221631,8,33860,110,465.58
43726,P13,8092,120437,0.640895848,41.98,335772,90,719.85
43726,P13,8092,120465,0.7296875,8,72852,90,819.59
43726,P13,8092,241288,0.710697115,8,70956,90,798.26
43726,P14,8084,120431,0.79819778,33.15,330224,90,896.54
43726,P14,8084,120465,0.64619391,8,64516,90,725.81
43727,P10,8108,280213,0.609357061,20.1,152856,90,684.43
43727,P12,8078,120430,0.626923077,16.75,131052,90,704.16
43727,P16,8093,120436,0.292548077,8,29208,90,328.59
43727,P16,8093,120437,0.666368515,10.75,89400,90,748.47
43728,P14,8123,120532,0.753205128,31.5,296100,90,846.00
43728,P14,8123,280086,0.730929487,8,72976,90,820.98
43728,P15,120464,120464,0.644156805,26,209016,90,723.52
43731,P09,8109,280172,0.706194097,43,378972,90,793.20
43731,P10,8112,280052,0.784354968,112,1096340,90,880.99
43731,P11,8113,241283,0.743117409,38,352416,90,834.67
43731,P12,8115,120436,0.458081015,47,268692,90,514.52
43731,P13,8119,280052,0.707568068,121.25,1070692,90,794.74
43731,P14,8120,120450,0.542134081,24,162380,90,608.93
43731,P14,8121,120452,0.664282853,16,132644,90,746.12
43731,P15,8125,120464,0.635576923,54,428328,90,713.88
43731,P16,8127,120436,0.663036947,62.73,519072,90,744.72
43732,P09,8110,280105,0.769881811,32,307460,90,864.73
43732,P09,8110,280172,0.463100962,8,46236,90,520.16
43732,P11,8114,120464,0.816354816,74,753920,90,916.93
43732,P11,8114,241283,0.750274725,7,65544,90,842.71
43732,P12,8116,120437,0.554836442,72.13,499454,90,623.19
43732,P14,8122,280086,0.644551282,8,64352,90,723.96
43732,P15,8126,120448,0.772096959,42.27,407304,90,867.22
43732,P15,8126,120464,0.737903226,15.5,142740,90,828.81
43732,P15,8126,280052,0.738461538,8,73728,90,829.44
43733,P10,8812,280052,0.540985577,8,54012,90,607.64
43733,P14,8124,120430,0.855326789,24.92,266008,90,960.70
43733,P14,8124,120532,0.743028846,8,74184,90,834.57
43733,P16,8128,280052,0.731701632,49.5,452016,90,821.85
43734,P09,8111,280052,0.770512821,19.25,185108,90,865.44
43734,P09,8111,280105,0.610857372,16,121976,90,686.12
43735,P11,8142,120444,0.630889423,8,62988,90,708.62
43735,P14,8142,120430,0.865584936,8,86420,90,972.23
43738,P09,8137,120464,0.7015286,26,227632,90,787.96
43738,P09,8167,120464,0.858360298,84.87,909156,90,964.11
43738,P10,8138,120448,0.599482249,26,194520,90,673.34
43738,P10,8176,120448,0.814733251,31,315204,90,915.11
43738,P10,8176,120464,0.327283654,8,32676,90,367.61
43738,P11,8141,120444,0.645405983,18,144984,90,724.92
43738,P11,8169,120437,0.803081216,93.17,933792,90,902.02
43738,P12,8143,120448,0.591002747,28,206520,90,663.81
43738,P12,8170,120448,0.895604396,7,78240,90,1005.94
43738,P13,8161,120464,0.71431213,26,231780,90,802.32
43738,P13,8171,120464,0.873214286,7,76284,90,980.79
43738,P13,8171,241288,0.722355769,8,72120,90,811.35
43738,P14,8148,120450,0.973918269,8,97236,90,1093.91
43738,P14,8149,280115,0.811177885,8,80988,90,911.12
43738,P14,8172,280115,0.805586081,7,70376,90,904.83
43738,P15,8152,120464,0.754326923,26,244764,90,847.26
43738,P15,8173,120464,0.796871767,92.95,924384,90,895.05
43738,P16,8153,120436,0.662093195,26,214836,90,743.66
43738,P16,8174,120436,0.703895464,39,342600,90,790.62
43738,P16,8174,120464,0.789302885,8,78804,90,886.55
43739,P12,8177,120433,0.786153846,40,392448,90,883.01
43739,P12,8177,120448,0.753725962,8,75252,90,846.59
43739,P13,8147,241288,0.64919913,77.8,630336,90,729.18
43739,P14,8150,120451,0.845953526,8,84460,90,950.18
43739,P14,8151,120430,0.782998484,62.6,611716,90,879.46
43739,P14,8151,120451,0.758373397,16,151432,90,851.81
43740,P09,8467,120464,0.781730769,8,78048,90,878.04
43740,P10,8140,120464,0.709968025,54.37,481740,90,797.44
43740,P10,8467,280206,0.67434688,53,446040,90,757.43
43740,P16,8154,120464,0.757433392,46.05,435300,90,850.75
43741,P12,8145,120430,0.449312893,29.63,166148,90,504.67
43741,P12,8145,120463,0.745793269,8,74460,90,837.68
43745,P09,8179,280105,0.726495726,90,816000,90,816.00
43745,P09,8179,280166,0.730769231,8,72960,90,820.80
43745,P10,8180,280206,0.718706971,121.23,1087368,90,807.25
43745,P13,8182,280052,0.71894943,90,807524,90,807.52
43745,P13,8182,280068,0.491907051,8,49112,90,552.51
43745,P14,8201,120431,0.512053571,28,178932,90,575.14
43745,P14,8202,120437,0.697286664,94.5,822352,90,783.19
43745,P15,8186,280212,0.606619822,26,196836,90,681.36
43745,P15,8187,280052,0.745681272,88,818937,90,837.55
43745,P15,8187,280212,0.311858974,8,31136,90,350.28
43745,P16,8188,242030,0.684216908,121.07,1033820,90,768.51
43748,P09,8245,280068,0.451033833,23.32,131266,90,506.60
43748,P13,8246,242030,0.468982969,24.42,142928,90,526.76
43752,P09,8217,120436,0.596514423,8,59556,90,670.01
43752,P09,8219,242030,0.681980057,18,153200,90,766.00
43752,P09,8247,280166,0.588778713,48,352702,90,661.32
43752,P10,8217,280130,0.469978632,18,105576,90,527.88
43752,P10,8218,280130,0.714903846,16,142752,90,802.98
43752,P10,8219,280206,0.739784946,77.5,715520,90,830.93
43752,P10,8219,280212,0.792788462,8,79152,90,890.46
43752,P11,8220,241288,0.750293152,82,767820,90,842.73
43752,P12,8222,120453,0.424663462,20,105996,90,476.98
43752,P12,8223,120465,0.616386218,40,307700,90,692.33
43752,P13,8226,280206,0.645247492,121.62,979368,90,724.74
43752,P14,8227,120448,0.715667421,68,607344,90,803.84
43752,P15,8230,280052,0.79768711,74,736680,90,895.96
43752,P16,8232,120464,0.692418639,26,224676,90,777.72
43752,P16,8234,120436,0.674669471,32,269436,90,757.79
43752,P16,8234,120448,0.769230769,31.07,298272,90,864.00
43752,P16,8234,120464,0.702043269,8,70092,90,788.54
43754,P09,8216,120436,0.798943364,45.5,453672,90,897.37
43754,P12,8224,120431,0.66494391,16,132776,90,746.87
43754,P12,8224,120465,0.544070513,8,54320,90,611.10
43754,P14,8228,120444,0.765144231,8,76392,90,859.41
43754,P14,8228,120448,0.787259615,8,78600,90,884.25
43754,P15,8238,120436,0.794110577,16,158568,90,891.95
43754,P15,8238,280052,0.66260016,16,132308,90,744.23
43755,P11,8235,120436,0.886178156,22.15,244968,90,995.36
43755,P11,8235,241288,0.451442308,16,90144,90,507.06
43755,P12,8236,120435,0.72459075,24.2,218838,90,813.86
43755,P14,8237,120437,0.759457755,30.5,289080,90,853.02
43755,P14,8237,120444,0.695432692,8,69432,90,781.11
43755,P16,8233,120448,0.803739316,24,240736,90,902.76
43756,P15,8282,120437,0.857786251,15.08,161434,90,963.47
43759,P09,8249,280213,0.638819034,26,207284,90,717.52
43759,P09,8250,280052,0.628088942,40,313542,90,705.47
43759,P09,8250,280213,0.750200321,8,74900,90,842.63
43759,P10,8251,280206,0.659726397,121.55,1000768,90,741.00
43759,P11,8254,241288,0.772807692,50,482232,90,868.02
43759,P12,8256,280096,0.38160461,8,34436,110,473.50
43759,P12,8256,280174,0.397801418,20,89744,110,493.59
43759,P12,8265,280096,0.517109929,8,46664,110,641.63
43759,P13,8260,280206,0.750417377,122.33,1145646,90,842.87
43759,P14,8261,120437,0.663827839,28,231968,90,745.61
43759,P14,8262,120431,0.760400641,40,379592,90,854.08
43759,P14,8262,120437,0.760096154,8,75888,90,853.74
43759,P15,8264,280175,0.449510301,42,212960,110,557.75
43759,P15,8265,120436,#DIV/0!,0,18648,90,0.00
43759,P15,8265,280175,0.521553635,16,94130,110,647.14
43759,P16,8267,280107,0.710470085,18,159600,90,798.00
43759,P16,8268,120436,0.760868819,56,531756,90,854.61
43759,P16,8268,280107,0.624759615,8,62376,90,701.73
43760,P11,8252,120436,0.79153809,62.07,613152,90,889.06
43760,P12,8257,280096,0.740735816,8,66844,110,919.11
43760,P12,8258,120450,0.460376603,8,45964,90,517.10
43760,P12,8258,280093,0.308599291,8,27848,110,382.91
43761,P09,8270,280105,0.746207324,45.55,424192,90,838.14
43761,P12,8259,120430,0.576161859,16,115048,90,647.15
43761,P12,8259,120450,0.694270833,8,69316,90,779.81
43761,P14,8284,120435,0.641613248,24,192176,90,720.66
43761,P14,8284,120465,0.690625,8,68952,90,775.71
43761,P15,8266,251200,0.606831753,54.75,414636,90,681.59
43762,P11,8552,120436,0.789182692,8,78792,90,886.41
43762,P12,8283,120430,0.695156137,38.28,332100,90,780.80
43762,P16,8269,120464,0.824657672,38.2,393144,90,926.26
43763,P14,8263,120465,0.907383666,13.5,152876,90,1019.17
43766,P09,8290,280105,0.729826546,34,309680,90,819.74
43766,P09,8293,280166,0.632251603,8,63124,90,710.15
43766,P10,8293,280206,0.75054618,98,917948,90,843.01
43766,P11,8294,280107,0.737232906,18,165612,90,828.06
43766,P11,8295,241283,0.808653846,8,80736,90,908.28
43766,P11,8295,280107,0.613822115,8,61284,90,689.45
43766,P12,8299,120451,0.583511396,36,262160,90,655.40
43766,P12,8303,120448,0.745713141,8,74452,90,837.59
43766,P13,8303,280206,0.737244898,98,901680,90,828.07
43766,P14,8304,120430,0.589246795,20,147076,90,661.84
43766,P14,8305,120465,0.640969551,40,319972,90,719.94
43766,P15,8309,120464,0.763633242,56,533688,90,857.71
43766,P16,8311,120444,0.630723443,42,330600,90,708.43
43767,P09,8291,280166,0.555962874,48,333044,90,624.46
43767,P11,8296,280212,0.651736111,24,195208,90,732.03
43767,P12,8300,120453,0.751542468,16,150068,90,844.13
43767,P12,8301,120453,0.705288462,8,70416,90,792.18
43767,P16,8312,241288,0.787680288,48,471852,90,884.72
43768,P11,8297,280052,0.826452324,32,330052,90,928.27
43768,P11,8297,280212,0.604326923,8,60336,90,678.78
43768,P12,8302,120448,0.618739984,32,247100,90,694.97
43768,P14,8306,120431,0.705048077,8,70392,90,791.91
43768,P14,8306,120465,0.791266026,8,79000,90,888.75
43768,P14,8307,120437,0.547676282,24,164040,90,615.15
43768,P15,8310,280052,0.688141026,24,206112,90,772.92
43769,P09,8292,280166,0.764423077,8,76320,90,858.60
43769,P09,8362,280052,0.817296446,14.25,145348,90,917.99
43769,P09,8362,280206,0.707291667,8,70616,90,794.43
43769,P10,8363,280206,0.846511628,21.5,227136,90,950.80
43769,P11,8365,280052,0.81520478,22.1,224840,90,915.64
43769,P12,8366,120448,0.793048694,21.8,215760,90,890.75
43769,P13,8367,280206,0.837697763,21.15,221112,90,940.90
43769,P14,8368,120437,0.740240693,14.03,129612,90,831.44
43769,P14,8368,280206,0.811177885,8,80988,90,911.12
43769,P15,8369,280052,0.785353788,23.04,225820,90,882.11
43769,P16,8313,280166,0.482572115,8,48180,90,542.03
43769,P16,8370,251200,0.805592879,22.9,230232,90,904.84
43773,P09,8350,242030,0.572204416,18,128540,90,642.70
43773,P09,8350,280105,0.581129808,16,116040,90,652.73
43773,P10,8328,280130,0.467533937,34,198384,90,525.13
43773,P11,8352,280068,0.430325444,26,139632,90,483.34
43773,P11,8353,280052,0.785187121,80.95,793240,90,881.92
43773,P11,8353,280068,0.748517628,8,74732,90,840.74
43773,P11,9354,280237,0.520963542,40,260065,90,585.15
43773,P12,8334,120536,0.638882212,16,127572,90,717.59
43773,P12,280012,280012,0.457772436,20,114260,90,514.17
43773,P15,8354,280052,0.626766382,90,703984,90,703.98
43773,P15,9354,280052,0.785536859,8,78428,90,882.32
43773,P16,8339,251200,0.786190318,58,569076,90,883.05
43774,P09,8325,280105,0.348557692,8,34800,90,391.50
43774,P09,8326,120436,0.741089303,62.63,579252,90,832.39
43774,P09,8326,280105,0.308092949,16,61520,90,346.05
43774,P10,8329,280129,0.468509615,8,46776,90,526.23
43774,P10,8329,280130,0.5171875,8,51636,90,580.91
43774,P10,8351,280206,0.672447035,70.22,589296,90,755.29
43774,P12,8341,120532,0.612065972,48,366652,90,687.47
43774,P12,8341,120536,0.695873397,8,69476,90,781.61
43775,P11,8383,280052,0.611658654,8,61068,90,687.02
43775,P13,8383,280212,0.478525641,48,286656,90,537.48
43775,P16,8327,120448,0.740504808,8,73932,90,831.74
